resume_id,matched_code,start_date,end_date,university_level,split,start_year,end_year
147614,9329.1,Q2 2012,Q3 2019,Bachelor,train,2012,2019
147632,7223.7,Q1 2003,Q1 2019,Secondary school,train,2003,2019
147641,6221.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
147656,8322.2,Q1 2017,Q2 2019,Secondary school,train,2017,2019
147693,5311.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
147726,1341.1,Q1 2018,Q1 2019,Master,train,2018,2019
147729,3412.4.7,Q1 2018,Q1 2019,Bachelor,train,2018,2019
147739,9112.2,Q1 2019,Q2 2019,Bachelor,train,2019,2019
147747,3113.1.2,Q1 2019,Q3 2019,No tertiary qualification,train,2019,2019
147748,2423.3,Q1 2015,Q2 2019,Master,train,2015,2019
147773,5242.1,Q1 2016,Q3 2019,Bachelor,train,2016,2019
147773,3343.1,Q3 2019,Q4 2019,Bachelor,train,2019,2019
147776,3343.4,Q1 2017,Q1 2019,Secondary school,train,2017,2019
147785,3343.1,Q4 2017,Q1 2019,Bachelor,train,2017,2019
147785,4221.8,Q1 2019,Q2 2019,Bachelor,train,2019,2019
147790,4120.1,Q1 2014,Q1 2019,Bachelor,train,2014,2019
147799,9333.8,Q4 2018,Q1 2019,Bachelor,train,2018,2019
147801,9412.1,Q1 2016,Q2 2019,Master,train,2016,2019
147822,5230.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
147826,8182.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
147874,4312.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
147874,4225.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
147887,5131.2,Q1 2013,Q1 2019,Bachelor,train,2013,2019
147887,5321.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
147894,2635.3.27.1,Q1 2005,Q1 2019,Bachelor,train,2005,2019
147899,2262.1.2.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
147899,2330.1.7,Q1 2018,Q1 2019,Bachelor,train,2018,2019
147905,5223.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
147931,1420.4.10,Q1 2019,Q1 2020,Bachelor,train,2019,2020
147955,5311.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
147955,3412.4.9,Q1 2019,Q3 2019,Bachelor,train,2019,2019
147992,9329.1,Q2 2016,Q2 2019,No tertiary qualification,train,2016,2019
148029,7215.3,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148039,9623.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
148043,8212.3.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
148058,5223.6,Q4 2013,Q3 2019,Bachelor,train,2013,2019
148058,9321.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148058,2654.1.1,Q1 2019,Q3 2019,Bachelor,train,2019,2019
148058,2635.3.2,Q4 2019,Q1 2020,Bachelor,train,2019,2020
148140,5223.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
148177,2359.1,Q1 2018,Q2 2019,Master,train,2018,2019
148179,5223.7.11,Q2 2018,Q1 2019,Secondary school,train,2018,2019
148192,1221.4,Q3 2004,Q2 2019,Bachelor,train,2004,2019
148229,9321.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
148263,8322.2,Q4 2010,Q2 2019,Secondary school,train,2010,2019
148273,5223.6,Q1 2015,Q1 2019,No tertiary qualification,train,2015,2019
148273,3343.1,Q1 2019,Q2 2019,No tertiary qualification,train,2019,2019
148273,5223.6,Q2 2019,Q3 2019,No tertiary qualification,train,2019,2019
148294,9333.3,Q1 2014,Q1 2019,Secondary school,train,2014,2019
148297,3435.12,Q1 2018,Q1 2019,Secondary school,train,2018,2019
148301,5230.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
148302,9333.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
148303,2330.1.11,Q1 2017,Q1 2019,Master,train,2017,2019
148303,2330.1,Q1 2018,Q1 2019,Master,train,2018,2019
148325,3142.1.1,Q1 2008,Q3 2019,No tertiary qualification,train,2008,2019
148328,1420.2,Q1 2016,Q1 2019,Bachelor,train,2016,2019
148331,8183.7,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
148350,1420.3,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
148353,1420.3,Q1 2008,Q2 2019,Secondary school,train,2008,2019
148391,5321.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148399,1420.3,Q1 2016,Q1 2019,Bachelor,train,2016,2019
148413,3331.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148426,5230.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
148434,5131.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
148434,5131.2,Q4 2019,Q1 2020,Secondary school,train,2019,2020
148444,2412.6.1,Q1 2018,Q3 2019,Master,train,2018,2019
148446,5230.1,Q1 2012,Q3 2019,Secondary school,train,2012,2019
148452,1431.1.2,Q1 2013,Q2 2019,Bachelor,train,2013,2019
148452,3122.4,Q1 2017,Q2 2019,Bachelor,train,2017,2019
148493,5312.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148532,5164.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
148532,6113.5,Q1 2018,Q2 2019,Bachelor,train,2018,2019
148579,9622.1,Q1 1995,Q1 2019,Secondary school,train,1995,2019
148610,4416.1,Q4 2018,Q2 2019,Bachelor,train,2018,2019
148632,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
148662,3322.1.2,Q1 2018,Q1 2019,Master,train,2018,2019
148667,5223.6,Q4 2018,Q1 2019,Secondary school,train,2018,2019
148667,5223.6,Q2 2019,Q3 2019,Secondary school,train,2019,2019
148702,2433.6,Q1 2016,Q1 2019,Bachelor,train,2016,2019
148721,5223.7.23,Q3 2016,Q1 2019,Secondary school,train,2016,2019
148729,3240.2.4,Q3 2019,Q4 2019,Bachelor,train,2019,2019
148729,3240.2.4,Q4 2019,Q1 2020,Bachelor,train,2019,2020
148740,2521.5,Q1 2018,Q1 2019,PhD,train,2018,2019
148740,3324.4.19,Q1 2018,Q1 2019,PhD,train,2018,2019
148767,2131.8,Q1 2013,Q1 2019,Bachelor,train,2013,2019
148767,3343.1,Q1 2013,Q1 2019,Bachelor,train,2013,2019
148767,4226.1,Q1 2013,Q1 2019,Bachelor,train,2013,2019
148767,4313.1,Q1 2013,Q1 2019,Bachelor,train,2013,2019
148767,8344.1,Q1 2013,Q1 2019,Bachelor,train,2013,2019
148791,9333.6,Q1 2016,Q1 2019,Secondary school,train,2016,2019
148810,1221.3.3,Q1 2014,Q1 2019,Bachelor,train,2014,2019
148814,1213.5,Q1 2017,Q2 2019,Bachelor,train,2017,2019
148814,5131.2,Q3 2018,Q2 2019,Bachelor,train,2018,2019
148844,7223.4.4,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
148856,5223.6,Q1 2018,Q1 2019,Bachelor,train,2018,2019
148873,5131.2,Q1 2014,Q1 2019,Bachelor,train,2014,2019
148883,3435.16,Q1 2018,Q1 2019,Bachelor,train,2018,2019
148891,3315.5,Q3 2019,Q4 2019,Bachelor,train,2019,2019
148912,1341.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
148935,3343.1,Q3 2012,Q1 2019,No tertiary qualification,train,2012,2019
148950,5223.6,Q1 2017,Q2 2019,Secondary school,train,2017,2019
148963,2355.3,Q1 2013,Q1 2019,Secondary school,train,2013,2019
148969,2432.9.1,Q1 2001,Q2 2019,Bachelor,train,2001,2019
148969,1111.1,Q1 2010,Q2 2019,Bachelor,train,2010,2019
148969,1111.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
148973,2511.17,Q1 2016,Q1 2019,Master,train,2016,2019
148980,2330.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
149058,2519.6,Q4 2018,Q1 2019,Bachelor,train,2018,2019
149066,3422.4,Q1 2017,Q1 2019,Bachelor,train,2017,2019
149066,8322.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
149066,4211.2,Q4 2019,Q1 2020,Bachelor,train,2019,2020
149078,8121.4,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
149078,9329.1,Q4 2019,Q1 2020,No tertiary qualification,train,2019,2020
149080,4419.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
149080,3312.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
149082,7411.1,Q3 2018,Q1 2019,Secondary school,train,2018,2019
149100,5223.6,Q1 2018,Q3 2019,Bachelor,train,2018,2019
149137,2330.1.12,Q1 2018,Q1 2019,Bachelor,train,2018,2019
149139,9321.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
149139,8183.7,Q2 2019,Q3 2019,Secondary school,train,2019,2019
149188,8212.2.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
149199,5120.1,Q1 2000,Q1 2019,No tertiary qualification,train,2000,2019
149221,2166.10,Q1 2015,Q2 2019,Master,train,2015,2019
149221,2166.10,Q1 2018,Q1 2019,Master,train,2018,2019
149244,3139.1,Q1 2016,Q1 2019,Secondary school,train,2016,2019
149274,3113.1.2,Q1 2009,Q1 2019,Secondary school,train,2009,2019
149274,3113.1.2,Q1 2019,Q2 2019,Secondary school,train,2019,2019
149278,7231.10,Q3 2019,Q4 2019,Secondary school,train,2019,2019
149289,9333.8.1,Q1 2019,Q2 2019,Secondary school,train,2019,2019
149313,8183.7,Q4 2018,Q1 2019,Secondary school,train,2018,2019
149313,8183.1,Q1 2019,Q2 2019,Secondary school,train,2019,2019
149361,5244.1,Q1 2008,Q1 2019,Secondary school,train,2008,2019
149361,9112.2,Q1 2008,Q1 2019,Secondary school,train,2008,2019
149383,9333.8.1,Q4 2017,Q1 2019,Secondary school,train,2017,2019
149400,2359.6,Q1 2016,Q1 2019,Master,train,2016,2019
149405,2356.1,Q1 2017,Q1 2019,No tertiary qualification,train,2017,2019
149427,3432.1,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
149476,1219.4,Q2 2018,Q3 2019,No tertiary qualification,train,2018,2019
149489,5223.7.8,Q1 2005,Q3 2019,Secondary school,train,2005,2019
149489,5223.7.8,Q2 2014,Q1 2019,Secondary school,train,2014,2019
149527,7412.3,Q4 2019,Q1 2020,Bachelor,train,2019,2020
149569,2330.1.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
149600,3431.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
149615,2320.1.19,Q1 2019,Q1 2020,No tertiary qualification,train,2019,2020
149615,8331.1,Q1 2019,Q1 2020,No tertiary qualification,train,2019,2020
149615,9321.2,Q1 2019,Q1 2020,No tertiary qualification,train,2019,2020
149615,9321.2,Q2 2019,Q3 2019,No tertiary qualification,train,2019,2019
149648,2654.1.1,Q1 2009,Q3 2019,Bachelor,train,2009,2019
149648,2166.3,Q1 2016,Q3 2019,Bachelor,train,2016,2019
149648,2330.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
149648,2330.1.12,Q1 2018,Q3 2019,Bachelor,train,2018,2019
149648,5311.1,Q1 2018,Q3 2019,Bachelor,train,2018,2019
149648,2330.1,Q1 2019,Q2 2019,Bachelor,train,2019,2019
149667,3313.1,Q1 2004,Q1 2019,Bachelor,train,2004,2019
149669,3343.1.7,Q1 2018,Q1 2019,Secondary school,train,2018,2019
149696,2341.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
149697,9329.1,Q3 2018,Q1 2019,Secondary school,train,2018,2019
149710,1324.3.1,Q1 2019,Q3 2019,Bachelor,train,2019,2019
149711,3343.1,Q4 2018,Q3 2019,Bachelor,train,2018,2019
149719,7421.5,Q1 2017,Q1 2019,Secondary school,train,2017,2019
149719,7422.5,Q1 2019,Q2 2019,Secondary school,train,2019,2019
149765,3511.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
149791,3343.1,Q1 2017,Q3 2019,Secondary school,train,2017,2019
149806,9622.1,Q1 2018,Q3 2019,Secondary school,train,2018,2019
149816,5230.1,Q3 2016,Q3 2019,Bachelor,train,2016,2019
149816,4211.2,Q1 2017,Q3 2019,Bachelor,train,2017,2019
149827,9333.3,Q3 2012,Q1 2019,Secondary school,train,2012,2019
149850,9622.1,Q1 2019,Q3 2019,Bachelor,train,2019,2019
149869,3118.3,Q4 2018,Q1 2019,Bachelor,train,2018,2019
149874,5244.1,Q4 2017,Q2 2019,Bachelor,train,2017,2019
149878,5142.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
149943,9412.1,Q1 2019,Q1 2020,No tertiary qualification,train,2019,2020
149951,3344.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
149951,3343.4,Q1 2019,Q3 2019,Bachelor,train,2019,2019
149964,1439.3,Q1 2018,Q2 2019,Bachelor,train,2018,2019
149969,2412.5,Q2 2016,Q1 2019,Secondary school,train,2016,2019
149971,1221.3.2,Q1 2010,Q1 2019,Master,train,2010,2019
149971,1420.3,Q2 2016,Q1 2019,Master,train,2016,2019
149977,3118.3.5,Q1 2014,Q3 2019,Bachelor,train,2014,2019
149979,2431.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
149986,1212.3,Q1 2017,Q1 2019,Master,train,2017,2019
149998,8183.7,Q4 2017,Q1 2019,Secondary school,train,2017,2019
150003,9112.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150015,5311.1,Q2 2018,Q2 2019,Secondary school,train,2018,2019
150015,5223.6,Q4 2018,Q1 2019,Secondary school,train,2018,2019
150028,7412.3,Q1 2018,Q1 2019,Bachelor,train,2018,2019
150039,4321.1,Q1 2016,Q1 2019,Secondary school,train,2016,2019
150039,9333.3,Q1 2019,Q2 2019,Secondary school,train,2019,2019
150049,9629.7,Q1 2016,Q1 2019,Bachelor,train,2016,2019
150079,5321.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150088,3313.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
150088,4312.2,Q1 2018,Q1 2019,Bachelor,train,2018,2019
150096,3422.4,Q1 2014,Q3 2019,Bachelor,train,2014,2019
150096,5312.3,Q3 2017,Q3 2019,Bachelor,train,2017,2019
150116,7215.1,Q1 2016,Q1 2019,No tertiary qualification,train,2016,2019
150120,3313.1,Q1 2016,Q1 2019,No tertiary qualification,train,2016,2019
150128,2651.2,Q2 2019,Q3 2019,Secondary school,train,2019,2019
150133,5131.2,Q1 2017,Q1 2019,Secondary school,train,2017,2019
150168,9333.3,Q1 2017,Q1 2019,Bachelor,train,2017,2019
150169,2433.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150182,7233.4,Q1 2018,Q2 2019,Secondary school,train,2018,2019
150193,9333.8,Q3 2018,Q2 2019,Secondary school,train,2018,2019
150239,2632.6.1,Q4 2015,Q2 2019,Master,train,2015,2019
150239,1120.6,Q1 2016,Q2 2019,Master,train,2016,2019
150239,3332.3,Q4 2017,Q2 2019,Master,train,2017,2019
150239,2432.1,Q1 2018,Q2 2019,Master,train,2018,2019
150239,3412.4.3,Q1 2019,Q2 2019,Master,train,2019,2019
150239,2635.3.5,Q4 2019,Q1 2020,Master,train,2019,2020
150247,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150247,5223.6,Q1 2019,Q1 2020,Secondary school,train,2019,2020
150251,5164.1.1,Q1 2017,Q3 2019,Bachelor,train,2017,2019
150251,9214.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
150276,2511.14,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150292,3343.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
150308,5131.2,Q1 2018,Q1 2019,Master,train,2018,2019
150308,2431.10,Q2 2019,Q3 2019,Master,train,2019,2019
150321,8212.3.2,Q1 2016,Q1 2019,Bachelor,train,2016,2019
150330,3343.1.7,Q1 2015,Q1 2019,Secondary school,train,2015,2019
150335,8322.2,Q3 2016,Q1 2019,No tertiary qualification,train,2016,2019
150340,5312.1,Q1 2018,Q1 2019,Master,train,2018,2019
150346,3119.4,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150346,3343.1,Q4 2018,Q1 2019,Secondary school,train,2018,2019
150354,4226.1.1,Q2 2017,Q3 2019,Secondary school,train,2017,2019
150358,2431.10,Q4 2018,Q1 2019,Secondary school,train,2018,2019
150419,3423.2.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150432,3343.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
150433,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150433,5223.6,Q4 2018,Q1 2019,Secondary school,train,2018,2019
150448,2359.5,Q4 2016,Q1 2019,Master,train,2016,2019
150448,3412.6,Q1 2018,Q1 2019,Master,train,2018,2019
150448,3412.4.12,Q1 2019,Q2 2019,Master,train,2019,2019
150457,9333.8,Q1 2005,Q3 2019,No tertiary qualification,train,2005,2019
150462,9333.8.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
150467,4222.1,Q1 2009,Q3 2019,No tertiary qualification,train,2009,2019
150480,9333.2,Q2 2019,Q3 2019,No tertiary qualification,train,2019,2019
150483,2330.1.12,Q4 2018,Q1 2019,Master,train,2018,2019
150487,5223.4,Q3 2019,Q4 2019,Secondary school,train,2019,2019
150487,9321.2,Q4 2019,Q1 2020,Secondary school,train,2019,2020
150517,5311.1.3,Q1 2011,Q3 2019,Bachelor,train,2011,2019
150517,5131.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
150517,2330.1,Q1 2019,Q2 2019,Bachelor,train,2019,2019
150517,2330.1,Q4 2019,Q1 2020,Bachelor,train,2019,2020
150518,2511.2,Q3 2016,Q2 2019,Master,train,2016,2019
150541,2330.1.8,Q1 2017,Q1 2020,Master,train,2017,2020
150541,2310.1.4,Q1 2018,Q1 2019,Master,train,2018,2019
150569,1219.4,Q1 2012,Q2 2019,Bachelor,train,2012,2019
150569,2166.14,Q1 2018,Q2 2019,Bachelor,train,2018,2019
150569,5312.4,Q1 2018,Q2 2019,Bachelor,train,2018,2019
150660,3313.1,Q1 2017,Q1 2019,Master,train,2017,2019
150677,3432.1.1,Q1 2017,Q2 2019,Secondary school,train,2017,2019
150677,5223.5,Q1 2017,Q2 2019,Secondary school,train,2017,2019
150711,5165.1.2,Q2 2019,Q3 2019,Master,train,2019,2019
150726,4226.1,Q1 2012,Q3 2019,Secondary school,train,2012,2019
150731,4110.1,Q3 2012,Q1 2019,Master,train,2012,2019
150749,3343.1,Q1 2014,Q1 2019,Bachelor,train,2014,2019
150753,5311.1.3,Q1 2017,Q1 2019,Secondary school,train,2017,2019
150824,9112.2,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
150825,2310.1.18,Q1 2013,Q2 2019,Master,train,2013,2019
150827,2149.2.7,Q1 2015,Q2 2019,Bachelor,train,2015,2019
150836,3343.1.7,Q1 2017,Q1 2019,Bachelor,train,2017,2019
150851,2643.2,Q1 2018,Q1 2019,Master,train,2018,2019
150888,3122.3.5,Q1 2016,Q2 2019,Bachelor,train,2016,2019
150893,3343.4,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
150906,4229.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
150911,9333.3,Q1 2012,Q1 2019,Bachelor,train,2012,2019
150933,4412.2,Q1 2013,Q1 2019,Secondary school,train,2013,2019
150936,4223.1,Q1 2009,Q1 2019,No tertiary qualification,train,2009,2019
150942,2633.3,Q1 2009,Q2 2019,Bachelor,train,2009,2019
150962,3343.2,Q1 2012,Q1 2019,Bachelor,train,2012,2019
150962,2621.1,Q4 2015,Q1 2019,Bachelor,train,2015,2019
150974,2269.4,Q2 2018,Q3 2019,No tertiary qualification,train,2018,2019
150983,2619.4,Q1 2018,Q1 2019,Bachelor,train,2018,2019
150992,5311.1,Q1 2016,Q2 2019,No tertiary qualification,train,2016,2019
150997,5131.2,Q1 2015,Q1 2019,Secondary school,train,2015,2019
150997,7115.7,Q2 2019,Q3 2019,Secondary school,train,2019,2019
151025,7231.1,Q3 2013,Q1 2019,Bachelor,train,2013,2019
151030,9412.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151035,2359.7,Q1 2015,Q2 2019,Master,train,2015,2019
151035,2330.1.6,Q1 2017,Q1 2019,Master,train,2017,2019
151037,5223.6,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151047,5223.6,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151049,3331.2.2,Q1 2011,Q3 2019,Bachelor,train,2011,2019
151057,5132.1,Q3 2019,Q4 2019,Master,train,2019,2019
151070,1324.8.2,Q4 2018,Q1 2019,Master,train,2018,2019
151075,3332.2,Q2 2018,Q3 2019,Bachelor,train,2018,2019
151077,9629.7,Q1 2014,Q2 2019,Bachelor,train,2014,2019
151077,3422.4,Q3 2014,Q2 2019,Bachelor,train,2014,2019
151077,2330.1.15,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151077,3343.1,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151077,2330.1.15,Q4 2018,Q4 2020,Bachelor,train,2018,2020
151077,2330.1.15,Q1 2019,Q2 2019,Bachelor,train,2019,2019
151144,4222.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151181,1213.5,Q3 2011,Q1 2019,Master,train,2011,2019
151183,9412.1,Q1 2017,Q3 2019,No tertiary qualification,train,2017,2019
151195,5222.1.1,Q4 2018,Q2 2019,No tertiary qualification,train,2018,2019
151202,2310.1.8,Q1 2014,Q1 2019,PhD,train,2014,2019
151229,5223.7.11,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151231,3343.1,Q2 2015,Q1 2019,Secondary school,train,2015,2019
151240,3512.1,Q3 2013,Q2 2019,Bachelor,train,2013,2019
151240,2413.2,Q2 2018,Q2 2019,Bachelor,train,2018,2019
151254,5223.6,Q3 2019,Q4 2019,Secondary school,train,2019,2019
151291,2330.1.12,Q4 2018,Q1 2019,Master,train,2018,2019
151302,3412.4.13,Q3 2018,Q3 2019,Bachelor,train,2018,2019
151335,4311.1,Q3 2012,Q1 2019,Secondary school,train,2012,2019
151354,2635.3.27,Q1 2017,Q1 2019,Bachelor,train,2017,2019
151382,7215.2,Q2 2018,Q1 2019,No tertiary qualification,train,2018,2019
151390,5245.1,Q4 2019,Q1 2020,Secondary school,train,2019,2020
151390,8212.3.2,Q4 2019,Q1 2020,Secondary school,train,2019,2020
151401,5223.4,Q1 2017,Q3 2019,Secondary school,train,2017,2019
151424,5311.1.3,Q1 2013,Q3 2019,Bachelor,train,2013,2019
151424,2635.3.2,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151424,4226.1,Q2 2019,Q3 2019,Bachelor,train,2019,2019
151433,5223.4,Q4 2019,Q1 2020,Bachelor,train,2019,2020
151452,5131.2,Q1 2017,Q1 2019,Master,train,2017,2019
151452,1212.2,Q3 2018,Q1 2019,Master,train,2018,2019
151465,7126.1,Q3 2011,Q1 2019,No tertiary qualification,train,2011,2019
151477,8332.2,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151483,3422.3.1,Q1 2014,Q1 2019,Bachelor,train,2014,2019
151483,1219.2,Q3 2016,Q1 2019,Bachelor,train,2016,2019
151515,3355.2,Q1 1998,Q3 2019,No tertiary qualification,train,1998,2019
151561,4311.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
151570,5312.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151570,5312.3,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151572,2330.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
151572,2353.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151588,3412.4.13,Q1 2018,Q3 2019,Master,train,2018,2019
151597,3343.1.6,Q1 2019,Q2 2019,Bachelor,train,2019,2019
151620,2330.1.8,Q4 2018,Q1 2019,Master,train,2018,2019
151630,3343.1,Q1 2002,Q1 2019,Secondary school,train,2002,2019
151649,6113.5,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151652,8211.5.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151659,7543.10,Q1 2016,Q3 2019,No tertiary qualification,train,2016,2019
151686,2265.1.1,Q1 1995,Q3 2019,No tertiary qualification,train,1995,2019
151686,2265.1,Q1 2016,Q3 2019,No tertiary qualification,train,2016,2019
151688,3343.1.7,Q1 2016,Q1 2019,Bachelor,train,2016,2019
151700,7112.1,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151701,3343.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151709,9112.2,Q4 2018,Q1 2019,Secondary school,train,2018,2019
151715,5414.1,Q2 2015,Q3 2019,Secondary school,train,2015,2019
151715,9333.8.1,Q4 2018,Q3 2019,Secondary school,train,2018,2019
151718,3119.4,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151718,8183.3,Q4 2018,Q1 2019,Bachelor,train,2018,2019
151721,2165.4,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151737,4412.2,Q4 2018,Q2 2019,Secondary school,train,2018,2019
151737,9333.8.1,Q1 2019,Q3 2019,Secondary school,train,2019,2019
151737,9333.8.1,Q3 2019,Q4 2019,Secondary school,train,2019,2019
151737,9333.8.1,Q4 2019,Q1 2020,Secondary school,train,2019,2020
151754,3119.16,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151772,3332.1,Q1 2014,Q3 2019,Secondary school,train,2014,2019
151775,5419.6,Q1 2010,Q1 2019,Secondary school,train,2010,2019
151775,9510.1,Q1 2012,Q1 2019,Secondary school,train,2012,2019
151775,2635.3.15,Q1 2018,Q1 2019,Secondary school,train,2018,2019
151837,2611.1,Q1 2018,Q2 2019,Bachelor,train,2018,2019
151871,5230.1,Q1 2017,Q1 2019,Bachelor,train,2017,2019
151873,3343.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
151913,5321.1,Q1 2018,Q2 2019,Secondary school,train,2018,2019
151947,8157.1.1,Q1 2018,Q1 2019,Bachelor,train,2018,2019
151959,9112.4,Q4 2018,Q1 2019,Secondary school,train,2018,2019
151969,3343.1.3,Q1 2017,Q3 2019,Bachelor,train,2017,2019
151986,5223.4,Q1 2017,Q1 2019,Secondary school,train,2017,2019
151991,2659.2.3,Q4 2016,Q2 2019,Master,train,2016,2019
152010,7231.4,Q1 2018,Q1 2019,Secondary school,train,2018,2019
152031,1321.2.1.3,Q1 2014,Q1 2019,Secondary school,train,2014,2019
152034,2411.1,Q3 2016,Q1 2019,Bachelor,train,2016,2019
152057,5223.6,Q2 2019,Q3 2019,Secondary school,train,2019,2019
152072,2619.1,Q4 2018,Q3 2019,Master,train,2018,2019
152106,2659.2.5,Q3 2015,Q3 2019,Secondary school,train,2015,2019
152106,1345.1.2,Q3 2018,Q3 2019,Secondary school,train,2018,2019
152123,5223.7.8,Q2 2019,Q3 2019,Secondary school,train,2019,2019
152133,9112.2,Q4 2018,Q3 2019,Bachelor,train,2018,2019
152144,9412.1,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
152161,2643.6,Q1 2015,Q2 2019,Master,train,2015,2019
152163,2619.1,Q4 2018,Q1 2019,No tertiary qualification,train,2018,2019
152181,9622.1,Q4 1990,Q2 2019,No tertiary qualification,train,1990,2019
152183,3343.1.7,Q1 2018,Q3 2019,Secondary school,train,2018,2019
152195,4311.2,Q2 2019,Q3 2019,Master,train,2019,2019
152195,4415.1,Q4 2019,Q1 2020,Master,train,2019,2020
152198,5311.1,Q1 2018,Q1 2019,No tertiary qualification,train,2018,2019
152200,2166.7,Q2 2016,Q1 2019,Bachelor,train,2016,2019
152218,3513.2,Q4 2018,Q3 2019,No tertiary qualification,train,2018,2019
152221,5223.7.7,Q1 2017,Q1 2019,Bachelor,train,2017,2019
152247,4221.6,Q1 2015,Q3 2019,Master,train,2015,2019
152290,5414.1,Q2 2019,Q3 2019,Secondary school,train,2019,2019
