role_id,task_rank,masco_task_id,masco_code,task,task_source_level,source,source_page_pdf,source_url,source_retrieved_at
M132402,8,EMASCO_132402_08,132402,Manage transportation budgets and analyse financial reports to improve cost efficiency.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-02,2026-08-29T10:41:52+00:00
M132402,9,EMASCO_132402_09,132402,Evaluate transportation data and prepare reports on operational performance and service quality.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-02,2026-08-29T10:41:52+00:00
M132404,1,EMASCO_132404_01,132404,"Plan and monitor port and shipping strategies, policies, and operational procedures.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,2,EMASCO_132404_02,132404,Supervise daily port and shipping operations to ensure efficient workflow and service delivery.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,3,EMASCO_132404_03,132404,Manage shipping schedules to ensure timely and efficient delivery of goods.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,4,EMASCO_132404_04,132404,Coordinate with customs and regulatory authorities to ensure compliance with international shipping requirements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,5,EMASCO_132404_05,132404,"Oversee inventory management, storage, and stock control within port and logistics operations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,6,EMASCO_132404_06,132404,Implement cost reduction and operational efficiency strategies in shipping activities.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,7,EMASCO_132404_07,132404,"Ensure accuracy and completeness of shipping documentation, including invoices and customs declarations.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,8,EMASCO_132404_08,132404,Develop and optimise delivery routes and transport methods to improve logistics performance.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132404,9,EMASCO_132404_09,132404,Collaborate with internal departments to ensure product availability and timely dispatch.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-04,2026-08-29T10:41:52+00:00
M132405,1,EMASCO_132405_01,132405,Oversee halal logistics and supply chain operations to ensure compliance with certification standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,2,EMASCO_132405_02,132405,"Ensure proper storage, handling, and segregation of halal products throughout logistics processes.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,3,EMASCO_132405_03,132405,"Coordinate with suppliers, transport providers, and retailers to ensure timely distribution of halal goods.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,4,EMASCO_132405_04,132405,Advise management on operational and compliance matters related to halal logistics.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,5,EMASCO_132405_05,132405,Review and update halal certification policies in line with local and international standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,6,EMASCO_132405_06,132405,Provide training to enhance staff competency in halal logistics practices.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,7,EMASCO_132405_07,132405,Conduct audits and inspections to ensure adherence to halal requirements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,8,EMASCO_132405_08,132405,Manage quality control processes to maintain halal integrity across the supply chain.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M132405,9,EMASCO_132405_09,132405,"Monitor operational performance, identify issues, and implement process improvements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1324-05,2026-08-29T10:41:52+00:00
M151101,1,EMASCO_151101_01,151101,"Develop and implement enterprise-wide information technology, data, and information security strategies aligned with corporate objectives.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,2,EMASCO_151101_02,151101,Lead digital transformation and innovation initiatives to enhance organisational performance.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,3,EMASCO_151101_03,151101,"Oversee information technology operations, including systems, applications, data processing, communications, and security infrastructure.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,4,EMASCO_151101_04,151101,"Establish and maintain data governance frameworks to ensure data quality, security, and compliance with regulatory requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,5,EMASCO_151101_05,151101,"Plan and manage budgets for information technology, data, and security investments, including cost optimisation and return on investment evaluation.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,6,EMASCO_151101_06,151101,"Conduct risk assessments and oversee information security monitoring, incident response, and remediation strategies.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,7,EMASCO_151101_07,151101,Collaborate with business units and executive leadership to align information technology and data solutions with strategic goals.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,8,EMASCO_151101_08,151101,"Oversee analytics, reporting, and business intelligence initiatives to support data-driven decision-making.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151101,9,EMASCO_151101_09,151101,"Manage relationships with vendors, service providers, and stakeholders to ensure effective implementation of information technology and data solutions.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-01,2026-08-29T10:41:52+00:00
M151102,1,EMASCO_151102_01,151102,"Develop and implement information technology (IT) and management information systems (MIS) strategies, policies, and procedures aligned with organisational objectives.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,2,EMASCO_151102_02,151102,"Direct and manage IT operations, including hardware, software, communication systems, and data processing activities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,3,EMASCO_151102_03,151102,"Lead and manage IT staff, including recruitment, training, performance monitoring, and project coordination.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,4,EMASCO_151102_04,151102,"Oversee system upgrades, maintenance, and integration to ensure reliable and efficient IT system performance.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,5,EMASCO_151102_05,151102,"Manage IT budgets, expenditures, and resource allocation.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,6,EMASCO_151102_06,151102,"Ensure data security, regulatory compliance, and implementation of cybersecurity measures.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,7,EMASCO_151102_07,151102,"Lead IT development and digital transformation projects, monitoring progress, timelines, and quality standards.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,8,EMASCO_151102_08,151102,Coordinate with internal departments and external vendors to meet IT and ICT requirements.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,9,EMASCO_151102_09,151102,"Develop and implement IT support services, disaster recovery, and business continuity strategies.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151102,10,EMASCO_151102_10,151102,Evaluate and recommend new technologies and process improvements to enhance organisational efficiency.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-02,2026-08-29T10:41:52+00:00
M151103,1,EMASCO_151103_01,151103,"Plan and oversee the management of computer networks, hardware, and software systems within the community centre.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,2,EMASCO_151103_02,151103,Develop and implement information technology policies and procedures to ensure efficient and secure operations.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,3,EMASCO_151103_03,151103,"Direct information technology operations, including systems, communications infrastructure, and data processing activities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,4,EMASCO_151103_04,151103,Ensure data security and compliance with relevant information technology regulations and standards.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,5,EMASCO_151103_05,151103,Coordinate the provision of technical support services and information technology training for staff and community users.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,6,EMASCO_151103_06,151103,Coordinate digital literacy and information technology education programmes for the community.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,7,EMASCO_151103_07,151103,Manage and maintain information databases to support community information services.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,8,EMASCO_151103_08,151103,Collaborate with stakeholders to identify and address information technology needs and priorities.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,9,EMASCO_151103_09,151103,Monitor and evaluate the effectiveness of information technology initiatives and programmes.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151103,10,EMASCO_151103_10,151103,"Supervise information technology staff, including staff allocation, training, and performance monitoring.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-03,2026-08-29T10:41:52+00:00
M151104,1,EMASCO_151104_01,151104,"Plan, manage, and monitor network service operations to ensure reliable internet service delivery.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,2,EMASCO_151104_02,151104,Oversee network performance monitoring and ensure corrective actions are implemented to prevent service disruptions.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,3,EMASCO_151104_03,151104,Ensure implementation and enforcement of network security measures to protect against cyber threats and unauthorised access.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,4,EMASCO_151104_04,151104,Oversee the provision of technical support services to customers to ensure service quality and issue resolution.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,5,EMASCO_151104_05,151104,"Coordinate with vendors and suppliers for network infrastructure procurement, installation, and maintenance.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,6,EMASCO_151104_06,151104,Supervise technical staff and support teams to ensure effective service delivery and operational performance.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,7,EMASCO_151104_07,151104,"Ensure proper documentation of network configurations, incidents, and maintenance activities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151104,8,EMASCO_151104_08,151104,Ensure compliance with Malaysian regulatory requirements and internet service provider licensing conditions.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-04,2026-08-29T10:41:52+00:00
M151105,1,EMASCO_151105_01,151105,"Oversee the management and performance of the organisation’s information technology infrastructure, including networks, servers, and data centres.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,2,EMASCO_151105_02,151105,"Plan, design, and implement network and communications systems to meet organisational requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,3,EMASCO_151105_03,151105,Monitor network and system performance and direct improvements to ensure reliability and efficiency.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,4,EMASCO_151105_04,151105,"Ensure infrastructure and network security through governance, audits, and coordination with cybersecurity functions.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,5,EMASCO_151105_05,151105,"Develop and maintain disaster recovery, backup, and system resilience strategies.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,6,EMASCO_151105_06,151105,Lead and supervise information technology staff and coordinate support across departments.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,7,EMASCO_151105_07,151105,"Manage vendor relationships, procurement, and lifecycle management of information technology infrastructure.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,8,EMASCO_151105_08,151105,Prepare reports and documentation on infrastructure performance and system effectiveness for management.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,9,EMASCO_151105_09,151105,"Ensure compliance with industry standards, regulations, and organisational information technology policies.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151105,10,EMASCO_151105_10,151105,Provide strategic advice and planning on information technology infrastructure to senior management.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-05,2026-08-29T10:41:52+00:00
M151106,1,EMASCO_151106_01,151106,"Design, implement, and oversee the maintenance of audio-visual (AV) systems and video conferencing facilities.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,2,EMASCO_151106_02,151106,"Manage and supervise AV staff, including coordination of daily operations and service delivery.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,3,EMASCO_151106_03,151106,Engage with clients and internal stakeholders to determine audio-visual requirements for events and organisational needs.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,4,EMASCO_151106_04,151106,"Plan and manage work schedules, service requests, and event support to ensure timely delivery of AV services.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,5,EMASCO_151106_05,151106,"Oversee inventory management of AV equipment, including maintenance and repair arrangements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,6,EMASCO_151106_06,151106,Provide guidance and training to users on the effective use of AV technologies and systems.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,7,EMASCO_151106_07,151106,Coordinate with internal departments and external service providers on AV-related matters.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151106,8,EMASCO_151106_08,151106,"Ensure compliance with safety, operational, and quality standards in AV services.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-06,2026-08-29T10:41:52+00:00
M151107,1,EMASCO_151107_01,151107,"Define project scope, objectives, and deliverables for information technology (IT) projects.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,2,EMASCO_151107_02,151107,"Develop detailed IT project plans, including schedules, budgets, and resource requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,3,EMASCO_151107_03,151107,Allocate resources and manage project expenditures to ensure cost control.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,4,EMASCO_151107_04,151107,Lead and coordinate cross-functional teams involved in IT project delivery.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,5,EMASCO_151107_05,151107,Monitor project progress and implement corrective actions to ensure timely completion.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,6,EMASCO_151107_06,151107,"Identify and manage project risks, including the implementation of mitigation strategies.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,7,EMASCO_151107_07,151107,Ensure the security and integrity of IT systems throughout the project lifecycle.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,8,EMASCO_151107_08,151107,Evaluate technology solutions and recommend improvements to support project objectives.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151107,9,EMASCO_151107_09,151107,Communicate project status to stakeholders and conduct post-project evaluations.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-07,2026-08-29T10:41:52+00:00
M151108,1,EMASCO_151108_01,151108,Develop and manage IT programme plans aligned with organisational objectives.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,2,EMASCO_151108_02,151108,Coordinate IT programmes and related activities across multiple projects.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,3,EMASCO_151108_03,151108,Coordinate cross-functional teams to ensure effective programme delivery.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,4,EMASCO_151108_04,151108,Monitor programme progress and adjust plans to address issues and changes.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,5,EMASCO_151108_05,151108,"Manage programme budgets, timelines, and resource allocation.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,6,EMASCO_151108_06,151108,"Ensure delivery of IT products or services on time, within budget, and to defined quality standards.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,7,EMASCO_151108_07,151108,"Communicate programme progress, risks, and issues to stakeholders.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,8,EMASCO_151108_08,151108,"Identify, assess, and mitigate risks associated with IT programmes.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151108,9,EMASCO_151108_09,151108,"Ensure compliance with relevant industry standards, policies, and regulatory requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-08,2026-08-29T10:41:52+00:00
M151109,1,EMASCO_151109_01,151109,Lead and manage bioinformatics teams in the development of analytical tools and data pipelines.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,2,EMASCO_151109_02,151109,Collaborate with scientists and clinicians to support the interpretation of biological and clinical data.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,3,EMASCO_151109_03,151109,"Ensure data integrity, quality, and governance for clinical and research datasets.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,4,EMASCO_151109_04,151109,Investigate data inconsistencies and oversee the implementation of technical solutions.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,5,EMASCO_151109_05,151109,Oversee the development and maintenance of software systems and databases for genomic data analysis.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,6,EMASCO_151109_06,151109,"Manage bioinformatics projects to meet quality standards, budgets, and timelines.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,7,EMASCO_151109_07,151109,"Ensure compliance with relevant regulatory and data governance standards, including clinical and research requirements.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151109,8,EMASCO_151109_08,151109,Present analytical findings and reports to stakeholders and support scientific outputs.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-09,2026-08-29T10:41:52+00:00
M151110,1,EMASCO_151110_01,151110,Lead and manage creative teams in the production of multimedia content.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,2,EMASCO_151110_02,151110,Develop and implement multimedia strategies aligned with organisational and brand objectives.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,3,EMASCO_151110_03,151110,"Oversee the translation of concepts into visual, video, and interactive media outputs.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,4,EMASCO_151110_04,151110,"Oversee the design and production of graphics, videos, animations, and other multimedia content.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,5,EMASCO_151110_05,151110,"Manage project timelines, budgets, and resource allocation for multimedia projects.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,6,EMASCO_151110_06,151110,Provide coaching and professional development to creative team members.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,7,EMASCO_151110_07,151110,Collaborate with cross-functional teams to ensure consistent branding and messaging.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,8,EMASCO_151110_08,151110,Ensure quality control and consistency across all multimedia outputs.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151110,9,EMASCO_151110_09,151110,"Manage staff performance, scheduling, and administrative functions within the creative team.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-10,2026-08-29T10:41:52+00:00
M151111,1,EMASCO_151111_01,151111,Lead and manage network operations and engineering teams to ensure effective service delivery.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
M151111,2,EMASCO_151111_02,151111,Plan and oversee the design and implementation of network infrastructure and systems.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
M151111,3,EMASCO_151111_03,151111,Monitor network performance and ensure timely resolution of issues to maintain reliability and efficiency.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
M151111,4,EMASCO_151111_04,151111,"Ensure network security, compliance, and adherence to organisational policies and standards.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
M151111,5,EMASCO_151111_05,151111,"Manage relationships with vendors, contractors, and service providers for network services and infrastructure.",exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
M151111,6,EMASCO_151111_06,151111,Coordinate with information technology departments and stakeholders to ensure system integration and operational continuity.,exact_occupation,eMASCO exact occupation detail (MASCO 2020 content),,https://emasco.mohr.gov.my/masco/1511-11,2026-08-29T10:41:52+00:00
