question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M132107-GQ01,M132107,132107,Welding Manager,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Welding Manager role.,role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ02,M132107,132107,Welding Manager,en-MY,motivation,foundation,"Why are you interested in the Welding Manager role, and what value would you aim to deliver in the first six months?",role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ03,M132107,132107,Welding Manager,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: adhere to organisational guidelines. What did you do, and what changed as a result?",skill,adhere to organisational guidelines,ESCO 1.2.1,http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ04,M132107,132107,Welding Manager,en-MY,behavioural,advanced,Describe a difficult decision connected to: analyse staff capacity. How did you evaluate the options and consequences?,skill,analyse staff capacity,ESCO 1.2.1,http://data.europa.eu/esco/skill/d58a48d1-5b7f-4028-ae11-b051d13ee1a8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ05,M132107,132107,Welding Manager,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: apply arc welding techniques. How did you handle different expectations?,skill,apply arc welding techniques,ESCO 1.2.1,http://data.europa.eu/esco/skill/27d26fd6-5795-4f0a-884e-112df7c68314,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ06,M132107,132107,Welding Manager,en-MY,technical,intermediate,"Walk me through your approach to this area of work: coordinate communication within a team. What steps, tools, or standards would you use?",skill,coordinate communication within a team,ESCO 1.2.1,http://data.europa.eu/esco/skill/cd85312f-0e0b-460b-addd-57d6df800595,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ07,M132107,132107,Welding Manager,en-MY,technical,advanced,What controls and quality checks would you apply when handling: create a work atmosphere of continuous improvement? Explain the main trade-offs.,skill,create a work atmosphere of continuous improvement,ESCO 1.2.1,http://data.europa.eu/esco/skill/9d59f4e5-20a5-428e-b8b3-645043500457,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ08,M132107,132107,Welding Manager,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: ensure equipment availability?,skill,ensure equipment availability,ESCO 1.2.1,http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ09,M132107,132107,Welding Manager,en-MY,situational,intermediate,"A priority changes while you are responsible for: Welding Manager. How would you reassess, communicate, and deliver?",role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ10,M132107,132107,Welding Manager,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Welding Manager. What would you do first, and why?",role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ11,M132107,132107,Welding Manager,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Welding Manager, and how would you develop it?",role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132107-GQ12,M132107,132107,Welding Manager,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Welding Manager role?,role_title,Welding Manager,MASCO 2020,M132107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ01,M132108,132108,Oil Mill Manager,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Oil Mill Manager role.,role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ02,M132108,132108,Oil Mill Manager,en-MY,motivation,foundation,"Why are you interested in the Oil Mill Manager role, and what value would you aim to deliver in the first six months?",role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ03,M132108,132108,Oil Mill Manager,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: analyse production processes for improvement. What did you do, and what changed as a result?",skill,analyse production processes for improvement,ESCO 1.2.1,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ04,M132108,132108,Oil Mill Manager,en-MY,behavioural,advanced,Describe a difficult decision connected to: analyse trends in the food and beverage industries. How did you evaluate the options and consequences?,skill,analyse trends in the food and beverage industries,ESCO 1.2.1,http://data.europa.eu/esco/skill/5faaac96-9273-4156-93fb-8b3d48cf20f4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ05,M132108,132108,Oil Mill Manager,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: apply control process statistical methods. How did you handle different expectations?,skill,apply control process statistical methods,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ06,M132108,132108,Oil Mill Manager,en-MY,technical,intermediate,"Walk me through your approach to this area of work: apply GMP. What steps, tools, or standards would you use?",skill,apply GMP,ESCO 1.2.1,http://data.europa.eu/esco/skill/bf7a45c4-0d72-4e6e-9da7-127b2b6656b7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ07,M132108,132108,Oil Mill Manager,en-MY,technical,advanced,What controls and quality checks would you apply when handling: apply HACCP? Explain the main trade-offs.,skill,apply HACCP,ESCO 1.2.1,http://data.europa.eu/esco/skill/5ba1d5b9-3f8d-46ca-bf9f-2e9ca65d1350,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ08,M132108,132108,Oil Mill Manager,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: apply requirements concerning manufacturing of food and beverages?,skill,apply requirements concerning manufacturing of food and beverages,ESCO 1.2.1,http://data.europa.eu/esco/skill/bc250150-3372-42c9-834a-a1b65f89ca0b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ09,M132108,132108,Oil Mill Manager,en-MY,situational,intermediate,"A priority changes while you are responsible for: Oil Mill Manager. How would you reassess, communicate, and deliver?",role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ10,M132108,132108,Oil Mill Manager,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Oil Mill Manager. What would you do first, and why?",role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ11,M132108,132108,Oil Mill Manager,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Oil Mill Manager, and how would you develop it?",role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132108-GQ12,M132108,132108,Oil Mill Manager,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Oil Mill Manager role?,role_title,Oil Mill Manager,MASCO 2020,M132108,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ01,M132109,132109,Manager (Halal Food Manufacturing),en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Manager (Halal Food Manufacturing) role.,role_title,Manager (Halal Food Manufacturing),MASCO 2020,M132109,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ02,M132109,132109,Manager (Halal Food Manufacturing),en-MY,motivation,foundation,"Why are you interested in the Manager (Halal Food Manufacturing) role, and what value would you aim to deliver in the first six months?",role_title,Manager (Halal Food Manufacturing),MASCO 2020,M132109,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ03,M132109,132109,Manager (Halal Food Manufacturing),en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: analyse production processes for improvement. What did you do, and what changed as a result?",skill,analyse production processes for improvement,ESCO 1.2.1,http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ04,M132109,132109,Manager (Halal Food Manufacturing),en-MY,behavioural,advanced,"Describe a difficult decision connected to: Plan, organize, direct, control and evaluate the operations of a manufacturing establishment or the operations or production department of a manufacturing establishment. How did you evaluate the options and consequences?",duty,"Plan, organize, direct, control and evaluate the operations of a manufacturing establishment or the operations or production department of a manufacturing establishment",NOC 2021 Version 1.0,90010|main-duty:2,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ05,M132109,132109,Manager (Halal Food Manufacturing),en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: analyse trends in the food and beverage industries. How did you handle different expectations?,skill,analyse trends in the food and beverage industries,ESCO 1.2.1,http://data.europa.eu/esco/skill/5faaac96-9273-4156-93fb-8b3d48cf20f4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ06,M132109,132109,Manager (Halal Food Manufacturing),en-MY,technical,intermediate,"Walk me through your approach to this area of work: Develop and implement plans to efficiently use materials, labour and equipment to meet production targets. What steps, tools, or standards would you use?",duty,"Develop and implement plans to efficiently use materials, labour and equipment to meet production targets",NOC 2021 Version 1.0,90010|main-duty:3,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ07,M132109,132109,Manager (Halal Food Manufacturing),en-MY,technical,advanced,What controls and quality checks would you apply when handling: apply control process statistical methods? Explain the main trade-offs.,skill,apply control process statistical methods,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ08,M132109,132109,Manager (Halal Food Manufacturing),en-MY,technical,advanced,How would you measure performance and improve the way this work is done: Plan and manage the establishment of departmental budget?,duty,Plan and manage the establishment of departmental budget,NOC 2021 Version 1.0,90010|main-duty:4,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ09,M132109,132109,Manager (Halal Food Manufacturing),en-MY,situational,intermediate,"A priority changes while you are responsible for: apply GMP. How would you reassess, communicate, and deliver?",skill,apply GMP,ESCO 1.2.1,http://data.europa.eu/esco/skill/bf7a45c4-0d72-4e6e-9da7-127b2b6656b7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ10,M132109,132109,Manager (Halal Food Manufacturing),en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Completion of a college or university program in engineering or business administration is usually required. What would you do first, and why?",requirement,Completion of a college or university program in engineering or business administration is usually required,NOC 2021 Version 1.0,90010|requirement:1,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
