match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M214401-M03,M214401,214401,Mechanical Engineer,NOC 2021 Version 1.0,21301,Mechanical engineers,title_similarity,100,high,21301,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct research into the feasibility, design, operation and performance of mechanisms, components and systems; Plan and manage projects, and prepare material, cost and timing estimates, reports and design specifications for machinery and systems",human_mapping_review_required
M214401-M02,M214401,214401,Mechanical Engineer,O*NET 31.0,17-2141.00,Mechanical Engineers,title_similarity,100,high,17-2141.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",human_mapping_review_required
M214401-M04,M214401,214401,Mechanical Engineer,OSCA 2024 Version 1.0,243532,Mechanical Engineer,title_similarity,100,high,243532,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, designs, develops, tests and oversees the manufacturing, operation, maintenance and installation of mechanical systems",human_mapping_review_required
M214402-M01,M214402,214402,Lift Engineer,ESCO 1.2.1,7412.7,lift technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Lift technicians set lifts into a prepared framed hoist-way. They install support assembly, set up the lift pump or motor, piston or cable, and mechanism. Lift technicians connect the necessary electronic elements to complete the installation and connection of the lift cabin. They also perform the necessary steps to inspect and repair lifts, as well as the shaft and any associated electronics. Lift technicians make sure every inspection and report action is noted in a log book, and report to the client on the state of the serviced lift.",crosswalk_reviewed_in_source_project
M214403-M01,M214403,214403,Competent Person (CP) - Internal Combustion Engine Engineer,ESCO 1.2.1,2144.1,mechanical engineer,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Mechanical engineers research, plan and design mechanical products and systems and supervise the fabrication, operation, application, installation and repair of systems and products. They research and analyse data.",crosswalk_reviewed_in_source_project
M214404-M01,M214404,214404,Welding Engineer,ESCO 1.2.1,2144.1.23,welding engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Welding engineers research and develop optimal effective welding techniques and design the corresponding, equally efficient equipment to aid in the welding process. They also conduct quality control and evaluate inspection procedures for welding activities. Welding engineers have advanced knowledge and critical understanding of welding technology application. They are able to manage high complex technical and professional activities or projects related to welding applications, while also taking responsibility for the decision making process.",crosswalk_reviewed_in_source_project
M214405-M01,M214405,214405,Engineering Technologist,ESCO 1.2.1,2144.1,mechanical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Mechanical engineers research, plan and design mechanical products and systems and supervise the fabrication, operation, application, installation and repair of systems and products. They research and analyse data.",crosswalk_reviewed_in_source_project
M214405-M03,M214405,214405,Engineering Technologist,NOC 2021 Version 1.0,22300,Civil engineering technologists and technicians,title_similarity,82,high,22300,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,This group performs some or all of the following duties:; Civil engineering technologists; Develop conventional and computer-assisted design (CAD) engineering designs and drawings from preliminary concepts and sketches,human_mapping_review_required
M214405-M02,M214405,214405,Engineering Technologist,O*NET 31.0,17-3022.00,Civil Engineering Technologists and Technicians,title_similarity,82,high,17-3022.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",human_mapping_review_required
M214405-M04,M214405,214405,Engineering Technologist,OSCA 2024 Version 1.0,243934,Engineering Technologist,title_similarity,100,high,243934,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Analyses and modifies new and existing engineering technologies, and applies them in the testing and implementation of engineering projects",human_mapping_review_required
M214406-M01,M214406,214406,Robotic Technologist,ESCO 1.2.1,3119.2.1,robotics engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Robotics engineering technicians collaborate with engineers in the development of robotic devices and applications through a combination of mechanical engineering, electronic engineering, and computer engineering. Robotics engineering technicians build, test, install and calibrate robotic equipment.",crosswalk_reviewed_in_source_project
M214407-M01,M214407,214407,Aerospace Engineer,ESCO 1.2.1,2144.1.1,aerospace engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aerospace engineers develop, test and oversee the manufacture of flight vehicles such as aircrafts, missiles, and spacecrafts. The field of engineering they are active in, can be divided into two branches: aeronautical engineering and astronautical engineering.",crosswalk_reviewed_in_source_project
M214407-M03,M214407,214407,Aerospace Engineer,NOC 2021 Version 1.0,21390,Aerospace engineers,title_similarity,100,high,21390,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Design and develop aerospace vehicles, systems and components such as aircraft, spacecraft, missiles, satellites and space-based communication systems; Develop and conduct computer simulations of aerospace vehicles, systems and components using advanced mathematical modelling",human_mapping_review_required
M214407-M02,M214407,214407,Aerospace Engineer,O*NET 31.0,17-2011.00,Aerospace Engineers,title_similarity,100,high,17-2011.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",human_mapping_review_required
M214407-M04,M214407,214407,Aerospace Engineer,OSCA 2024 Version 1.0,243932,Aerospace Engineer,title_similarity,100,high,243932,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Performs and supervises engineering work concerned with the design, development, manufacture, maintenance and modification of aircraft, launch vehicles and spacecraft for flight",human_mapping_review_required
M214408-M01,M214408,214408,Mine Ventilation Engineer,ESCO 1.2.1,2144.1.13,mine ventilation engineer,MASCO_crosswalk,100,not_established,http://data.europa.eu/esco/occupation/b3855886-bfee-4fd9-827e-2a0b6b4b4441,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Mine ventilation engineers design and manage systems and equipment to ensure fresh air supply and air circulation in underground mines and the timely removal of noxious gases. They co-ordinate ventilation system design with mine management, mine safety engineer and mine planning engineer.",crosswalk_reviewed_in_source_project
M214501-M01,M214501,214501,Chemical Engineer,ESCO 1.2.1,2145.1,chemical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Chemical engineers design and develop large-scale chemical and physical production processes and are involved in the entire industrial process required for transforming raw materials into products.,crosswalk_reviewed_in_source_project
M214501-M03,M214501,214501,Chemical Engineer,NOC 2021 Version 1.0,21320,Chemical engineers,title_similarity,100,high,21320,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct economic and technical feasibility studies in areas related to chemical, petroleum, pulp and paper, food or other processing industries; Conduct research into the development or improvement of chemical engineering processes, reactions and materials",human_mapping_review_required
M214501-M02,M214501,214501,Chemical Engineer,O*NET 31.0,17-2041.00,Chemical Engineers,title_similarity,100,high,17-2041.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.",human_mapping_review_required
M214501-M04,M214501,214501,Chemical Engineer,OSCA 2024 Version 1.0,243131,Chemical Engineer,title_similarity,100,high,243131,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Designs and develops chemical process systems, equipment and specifications for the construction and operation of chemical plants and commercial-scale production, including transportation of chemicals, materials and energy. Supervises industrial processing and fabrication of products undergoing physical and chemical changes",human_mapping_review_required
M214601-M01,M214601,214601,Mining Engineer,ESCO 1.2.1,2146.8,mine planning engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Mine planning engineers design future mine layouts capable of achieving production and mine development objectives, taking into account the geological characteristics and structure of the mineral resource. They prepare production and development schedules and monitor progress against these.",crosswalk_reviewed_in_source_project
M214601-M02,M214601,214601,Mining Engineer,NOC 2021 Version 1.0,21330,Mining engineers,title_similarity,100,high,21330,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct preliminary surveys and studies of ore, mineral or coal deposits to assess the economic and environmental feasibility of potential mining operations; Determine the appropriate means of safely and efficiently mining deposits",human_mapping_review_required
M214601-M03,M214601,214601,Mining Engineer,OSCA 2024 Version 1.0,243631,Mining Engineer (excluding Petroleum),title_similarity,82,high,243631,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Plans and directs the engineering aspects of locating and extracting minerals from the earth,human_mapping_review_required
M214602-M01,M214602,214602,Petroleum Mining Engineer,ESCO 1.2.1,2146.10,petroleum engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Petroleum engineers evaluate gas and oil fields. They design and develop methods for extracting oil and gas from underneath the earth's surface. They maximise the recovery of hydrocarbon at a minimum cost, pursuing minimal impact on the environment.",crosswalk_reviewed_in_source_project
M214602-M03,M214602,214602,Petroleum Mining Engineer,NOC 2021 Version 1.0,21330,Mining engineers,title_similarity,80,medium,21330,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct preliminary surveys and studies of ore, mineral or coal deposits to assess the economic and environmental feasibility of potential mining operations; Determine the appropriate means of safely and efficiently mining deposits",human_mapping_review_required
M214602-M02,M214602,214602,Petroleum Mining Engineer,O*NET 31.0,17-2171.00,Petroleum Engineers,title_similarity,80,medium,17-2171.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,human_mapping_review_required
M214602-M04,M214602,214602,Petroleum Mining Engineer,OSCA 2024 Version 1.0,243631,Mining Engineer (excluding Petroleum),title_similarity,86,high,243631,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Plans and directs the engineering aspects of locating and extracting minerals from the earth,human_mapping_review_required
M214603-M01,M214603,214603,Metallurgist,ESCO 1.2.1,2146.5,metallurgist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Metallurgists specialise in the extraction and processing of metals such as iron, steel, zinc, copper and aluminium. They work to mold or combine both pure and mixed metals (alloys) into new shapes and properties. Metallurgists handle the extraction of metal ores and develop their use in metal processing techniques. They may work in both manufacturing or do scientific research about the performance of metals.",crosswalk_reviewed_in_source_project
M214604-M01,M214604,214604,Assayer,ESCO 1.2.1,2146.1,assayer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Assayers test and analyse precious metals such as silver and gold to determine the value and properties of components using chemical and physical techniques. They also seperate precious metals or other components from other materials.,crosswalk_reviewed_in_source_project
M214605-M01,M214605,214605,Marine Section Leader,ESCO 1.2.1,4323.19,vessel operations coordinator,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0cd0082a-ca15-4dcd-b352-b7600c916d8e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vessel operations coordinators manage chartered vessels' transit and performance optimizing the schedulers but also assessing the capabilities and the risks for vessels according to the different types of cargo such as crude oil or other chemical cargos. They make sure all necessary certifications are according to the regulations and all employees have up-to-date passports and licenses. Vessel operations coordinators schedule and maintain records of vessels' maintenance. At the operational level they have contact with the customers, following up customer complains, identifying new opportunities and providing customers with solutions.",crosswalk_reviewed_in_source_project
M214606-M01,M214606,214606,Hydraulics Engineer,ESCO 1.2.1,2144.1.7,fluid power engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Fluid power engineers supervise the assembly, installation, maintenance, and testing of fluid power equipment in accordance with specified manufacturing processes. They create designs with schematics and assembly models, make drawings and bills of materials for components, and analyse equipment.",crosswalk_reviewed_in_source_project
M214607-M01,M214607,214607,Water Management Engineer,ESCO 1.2.1,2142.1.11,water engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/fcf9024e-277c-43c7-8ec8-8903e5c9c576,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Water engineers research and develop methods for the provision of clean water, water treatment and flood damage prevention and reaction. They research water needs in a location and develop methods for meeting those needs, such as designing and developing projects for managing water resources such as treatment plants, pipelines, pump systems, irrigation or draining systems and other water supply systems. Water engineers also ensure proper installation of these systems on construction sites. Water engineers also maintain, repair and build structures that control water resources, such as bridges, canals and dams.",crosswalk_reviewed_in_source_project
M214607-M02,M214607,214607,Water Management Engineer,O*NET 31.0,17-2051.02,Water/Wastewater Engineers,title_similarity,67,medium,17-2051.02,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design.",human_mapping_review_required
M214607-M03,M214607,214607,Water Management Engineer,OSCA 2024 Version 1.0,243236,Water Engineer,title_similarity,80,medium,243236,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, designs, researches, manages and oversees water-related engineering projects involving the supply of clean water, prevention of flood damage, and disposal of wastewater and sewage",human_mapping_review_required
M214608-M01,M214608,214608,Pipeline Mechanical Engineer,ESCO 1.2.1,2142.1.7,pipeline engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pipeline engineers design and develop the engineering aspects for the construction of pipeline infrastructures in various kinds of sites (e.g. inland, maritime). They envision and create the specifications for pumping systems and for the general transport of goods through pipelines.",crosswalk_reviewed_in_source_project
M214608-M03,M214608,214608,Pipeline Mechanical Engineer,NOC 2021 Version 1.0,21301,Mechanical engineers,title_similarity,80,medium,21301,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct research into the feasibility, design, operation and performance of mechanisms, components and systems; Plan and manage projects, and prepare material, cost and timing estimates, reports and design specifications for machinery and systems",human_mapping_review_required
M214608-M02,M214608,214608,Pipeline Mechanical Engineer,O*NET 31.0,17-2141.00,Mechanical Engineers,title_similarity,80,medium,17-2141.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",human_mapping_review_required
M214608-M04,M214608,214608,Pipeline Mechanical Engineer,OSCA 2024 Version 1.0,243532,Mechanical Engineer,title_similarity,82,high,243532,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, designs, develops, tests and oversees the manufacturing, operation, maintenance and installation of mechanical systems",human_mapping_review_required
M214609-M01,M214609,214609,Pipe Stress Engineer,ESCO 1.2.1,2142.1.7,pipeline engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pipeline engineers design and develop the engineering aspects for the construction of pipeline infrastructures in various kinds of sites (e.g. inland, maritime). They envision and create the specifications for pumping systems and for the general transport of goods through pipelines.",crosswalk_reviewed_in_source_project
M214610-M01,M214610,214610,Blasting Expert (Mine),ESCO 1.2.1,2146.3,explosives engineer,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Explosives engineers design drilling patterns and determine the amount of explosives required. They organise and supervise controlled blasts and report and investigate misfires. They manage explosives magazines.,crosswalk_reviewed_in_source_project
M214901-M01,M214901,214901,Explosive Ordnance Engineer,ESCO 1.2.1,2146.3,explosives engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Explosives engineers design drilling patterns and determine the amount of explosives required. They organise and supervise controlled blasts and report and investigate misfires. They manage explosives magazines.,crosswalk_reviewed_in_source_project
M214902-M01,M214902,214902,Marine Salvage Engineer,ESCO 1.2.1,2144.1.10,marine engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Marine engineers design, build, maintain and repair the hull, mechanical, electronic equipment and auxiliary systems such as engines, pumps, heating, ventilation, generator sets. They work on all types of boats from pleasure crafts to naval vessels, including submarines.",crosswalk_reviewed_in_source_project
M214902-M02,M214902,214902,Marine Salvage Engineer,OSCA 2024 Version 1.0,313431,Marine Engineer,title_similarity,80,medium,313431,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Controls and manages the operation, maintenance and repair of a ship's machinery and equipment",human_mapping_review_required
M214904-M01,M214904,214904,Industrial Health and Safety Engineer,ESCO 1.2.1,2149.10,health and safety engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Health and safety engineers design objects and programs by combining engineering principles and health and safety requirements. They envision the protection and well-being of the people using designed objects or performing work under designed health and safety programs. They assess facilities and the risks that they might pose (e.g. contaminant materials, ergonomics, handling of dangerous substances, etc.) in order to design and improve health and safety measures.",crosswalk_reviewed_in_source_project
M214904-M02,M214904,214904,Industrial Health and Safety Engineer,O*NET 31.0,17-2112.00,Industrial Engineers,title_similarity,67,medium,17-2112.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.",human_mapping_review_required
M214904-M03,M214904,214904,Industrial Health and Safety Engineer,OSCA 2024 Version 1.0,243531,Industrial Engineer,title_similarity,67,medium,243531,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, investigates and reviews the logistics and utilisation of personnel, facilities, equipment and materials, operational processes and practices to improve the quality, safety and efficiency of operations in commercial, industrial and production environments",human_mapping_review_required
M214905-M01,M214905,214905,Field Service Engineer,ESCO 1.2.1,2144.1.6,equipment engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Equipment engineers design and maintain the machinery and equipment in manufacturing facilities. They design machinery that adjusts to the manufacturing requirements and processes. Moreover, they envision the maintenance of the machines and equipment for uninterrupted functioning.",crosswalk_reviewed_in_source_project
M214905-M02,M214905,214905,Field Service Engineer,OSCA 2024 Version 1.0,314133,Telecommunications Field Engineer,title_similarity,67,medium,314133,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, designs, commissions and monitors complex telecommunications networks and associated equipment, provides technical advice and information, and identifies complex problems and initiates action to resolve them",human_mapping_review_required
M214906-M01,M214906,214906,Research Engineer,ESCO 1.2.1,2149.2.8,research engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Research engineers combine research skills and knowledge of engineering principles to assist in the development or design of new products and technology. They also improve existing technical processes, machines and systems and create new, innovative technologies. The duties of research engineers depend on the branch of engineering and the industry in which they work. Research engineers generally work in an office or laboratory, analysing processes and conducting experiments.",crosswalk_reviewed_in_source_project
M214907-M01,M214907,214907,Biomedical Engineer,ESCO 1.2.1,2149.5.1,biomedical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Biomedical engineers combine knowledge of engineering principles and biological findings for the development of medical treatments, medicaments, and general healthcare purposes. They can develop solutions ranging from the improvement of the components in conventional medicaments up to implants developments, and tissue treatment.",crosswalk_reviewed_in_source_project
M214907-M02,M214907,214907,Biomedical Engineer,O*NET 31.0,17-2031.00,Bioengineers and Biomedical Engineers,title_similarity,82,high,17-2031.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Apply knowledge of engineering, biology, chemistry, computer science, and biomechanical principles to the design, development, and evaluation of biological, agricultural, and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",human_mapping_review_required
M214907-M03,M214907,214907,Biomedical Engineer,OSCA 2024 Version 1.0,243933,Biomedical Engineer,title_similarity,100,high,243933,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Combines engineering principles with science, computing and medicine to develop and maintain medical systems, devices and equipment for health care purposes",human_mapping_review_required
M214908-M01,M214908,214908,Optical Engineer,ESCO 1.2.1,2149.12,optical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Optical engineers design and develop different industrial applications with optics. They have knowledge of light, light transmission principles, and optics in order to design engineering specs of equipment such as microscopes, lenses, telescopes, and other optical devices.",crosswalk_reviewed_in_source_project
M214909-M01,M214909,214909,Quality Assurance/Quality Control Inspection Engineer (QA/QC),ESCO 1.2.1,2149.2.7,quality engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Quality engineers define quality standards for the creation of products or services. They check to make sure the products and services are in compliance with the quality standards and they coordinate quality improvements.,crosswalk_reviewed_in_source_project
M214910-M01,M214910,214910,Commissioning Engineer,ESCO 1.2.1,2149.6,commissioning engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Commissioning engineers supervise the final stages of a project when systems are installed and tested. They inspect the correct functioning of the equipment, facilities and plants to make sure they meet the requirements and specifications. They perform the necessary verifications and give approval to finalise the project.",crosswalk_reviewed_in_source_project
M214911-M01,M214911,214911,Nano Engineer,ESCO 1.2.1,2149.11.1,nanoengineer,MASCO_crosswalk,100,not_established,http://data.europa.eu/esco/occupation/949ed945-f697-415e-b4c5-51d8abf7cfdf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Nanoengineers combine the scientific knowledge of atomic and molecular particles with engineering principles for applications in a varied array of fields. They apply findings in chemistry, biology, and materials engineering, etc. They use technological knowledge for the improvement of existing applications or the creation of micro objects.",crosswalk_reviewed_in_source_project
M214913-M01,M214913,214913,Factories and Machinery Inspector Grade J9,ESCO 1.2.1,3257.5,occupational health and safety inspector,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Occupational health and safety inspectors perform workplace audits to ensure compliance with government and environment legislation. They also investigate work accidents. Occupational health and safety inspectors interview employees to ensure the work environment is compliant with health and safety rules, inspect the physical work site and analyse legal paperwork.",crosswalk_reviewed_in_source_project
M215101-M01,M215101,215101,Electrical Engineer,ESCO 1.2.1,2151.1,electrical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Electrical engineers design and develop electrical systems, electrical equipment, components, motors, and equipment with the feature of energy transmission. They engage in large scale projects such as the design and maintenance of power stations, and the distribution of power to smaller applications such as household appliances.",crosswalk_reviewed_in_source_project
M215101-M03,M215101,215101,Electrical Engineer,NOC 2021 Version 1.0,21310,Electrical and electronics engineers,title_similarity,80,medium,21310,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct research into the feasibility, design, operation and performance of electrical generation and distribution networks, electrical machinery and components and electronic communications, instrumentation and control systems, equipment, and components; Prepare material cost and timing estimates, reports and design specifications for electrical and electronic systems and equipment",human_mapping_review_required
M215101-M02,M215101,215101,Electrical Engineer,O*NET 31.0,17-2071.00,Electrical Engineers,title_similarity,100,high,17-2071.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.",human_mapping_review_required
M215101-M04,M215101,215101,Electrical Engineer,OSCA 2024 Version 1.0,243331,Electrical Engineer,title_similarity,100,high,243331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Designs, develops, implements and supervises the manufacture, installation, operation and maintenance of equipment, machines and systems used for the generation, distribution, utilisation and control of electric power from renewable and non-renewable sources",human_mapping_review_required
