"source_current_role_id","source_current_masco_code","source_current_role_title","status","masco2020_role_ids","d13_esco_code","d13_esco_title","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","source_mapping_relation","source_mapping_confidence"
"M226308","226308","Competent Person (CP) - Major Hazard","retained","M226344","2149.10","health and safety engineer","","","","","broader_proxy","medium"
"M226310","226310","Ergonomist","excluded_from_active_dataset","","2263.3.1","ergonomist","","","","2263.3.1","close_match","high"
"M226311","226311","Authorised Gas Tester and Entry Supervisor","retained","M226324","3257.5","occupational health and safety inspector","","","","","partial_proxy","low"
"M226312","226312","Environmental Health Officer Grade U9","retained","M226301","3257.1","environmental health inspector","","","","","close_match","medium"
"M226401","226401","Orthopaedic Physical Therapist","retained","M226411","2264.2","physiotherapist","","","","","partial_proxy","low"
"M226402","226402","Medical Rehabilitation Officer Grade U9","retained","M226401","2264.2","physiotherapist","","","","","partial_proxy","low"
"M226501","226501","Dietitian","retained","M226502","2265.1","dietitian","","","","2265.1","close_match","high"
"M226502","226502","Dietetics Officer Grade U9","retained","M226501","2265.1","dietitian","","","","","close_match","medium"
"M226503","226503","Food Preparation Officer Grade C9","retained","M226514","1321.2.1.3","food production manager","","","","","partial_proxy","low"
"M226601","226601","Audiologist","retained","M226601","2266.1","audiologist","","","","2266.1","close_match","high"
"M226602","226602","Speech Therapist","retained","M226602","2266.2","speech and language therapist","","","","2266.2","close_match","medium"
"M226603","226603","Orthoepist","retained","M226603","2266.2","speech and language therapist","","","","","close_match","medium"
"M226701","226701","Optometrist","retained","M226702","2267.1","optometrist","","","","2267.1","close_match","high"
"M226702","226702","Optometry Officer Grade U9","retained","M226701","2267.1","optometrist","","","","","partial_proxy","low"
"M226902","226902","Radiographer Grade U9","retained","M226901","2269.8","radiographer","","","","","close_match","high"
"M226903","226903","Instructor Grade U9","retained","M226902","2320.1.4","auxiliary nursing and midwifery vocational teacher","","","","","partial_proxy","low"
"M231104","231104","Dental Lecturer Grade DUG13P","retained","M231105","2310.1.12","dentistry lecturer","","","","","close_match","medium"
"M231107","231107","Pharmacy Lecturer Grade DUF11","retained","M231117","2310.1.31","pharmacy lecturer","","","","","close_match","high"
"M232101","232101","Vocational Teacher","retained","M232102","2320.1","vocational teacher","","","","","close_match","high"
"M238101","238101","Skills Training Trainer","retained","M238102","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238102","238102","Vocational Training Officer Grade DV9","retained","M238101","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238103","238103","Vocational Training Officer Grade DV10","retained","M238109","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238104","238104","Vocational Training Officer Grade DV12","retained","M238110","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238105","238105","Vocational Training Officer Grade DV13","retained","M238111","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238106","238106","Vocational Training Officer Grade DV14","retained","M238112","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M238107","238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","retained","M238103;M238106;M238107;M238108","2320.1","vocational teacher","","","","","broader_proxy","medium"
"M239301","239301","Software Trainer","retained","M239303","2356.1","ICT trainer","","","","","broader_proxy","medium"
"M242102","242102","Operation Research Analyst","retained","M242103","2120.5","mathematician","","","","","partial_proxy","low"
"M242401","242401","Staff Training Officer","retained","M242401","2424.2","corporate trainer","","","","","broader_proxy","medium"
"M242601","242601","Agro-Based Biotech Food Researcher","retained","M242603","2131.5","food biotechnologist","","","","","close_match","medium"
"M242602","242602","Aquaculture Biotech Researcher","retained","M242604","2131.4.1","aquaculture biologist","","","","","close_match","medium"
"M242603","242603","Research and Development Executive","retained","M242609","1223.2","research and development manager","","","","","broader_proxy","medium"
"M242604","242604","Research Officer","retained","M242613","1223.2.2","research manager","","","","","partial_proxy","low"
"M242606","242606","Research Officer Grade Q9","retained","M242601","1223.2.2","research manager","","","","","partial_proxy","low"
"M242607","242607","Scientific Officer Grade C9","retained","M242602","1349.17","medical laboratory manager","","","","","partial_proxy","low"
"M243103","243103","Technical Sales Engineer","retained","M243132","2433.4","sales engineer","2431.16","2431.16","promotion assistant","2431.16","close_match","medium"
"M243104","243104","Product Specialist","retained","M243114","2433.6","technical sales representative","","","","","broader_proxy","medium"
"M243301","243301","Sales Representative (Medical)","retained","M243301","2433.2","medical sales representative","","","","","partial_proxy","low"
"M243302","243302","Application Specialist (Haematology)","retained","M221266","3114.1.5","medical device engineering technician","","","","","partial_proxy","low"
"M243401","243401","Sales Representative (Information and Communications Technology)","retained","M243401","2434.4","technical sales representative in electronic and telecommunications equipment","","","","","partial_proxy","low"
"M243402","243402","Digital Banking-Internet Technology Specialist","retained","M243410","2514.2","ICT application developer","","","","","broader_proxy","medium"
"M251101","251101","Management Information Systems (MIS) Analyst","retained","M251101","2511.13","ICT system analyst","","","","","partial_proxy","low"
"M251102","251102","Technical Specialist (.Net)","retained","M251116","2512.4","software developer","","","","","broader_proxy","medium"
"M251103","251103","Register Transfer Level (RTL) Designer (Information Technology)","retained","M251142","2152.1.7.1","integrated circuit design engineer","","","","","close_match","medium"
"M251104","251104","Design Engineer (Information Technology)","retained","M251144","2511.14","ICT system architect","","","","","partial_proxy","low"
"M251201","251201","Software Developer","retained","M251201","2512.4","software developer","2512.4","2512.4","software developer","2512.4","close_match","high"
"M251202","251202","Information Technology Systems Architect","retained","M251219","2511.14","ICT system architect","","","","","partial_proxy","low"
"M251203","251203","Information Systems Executive","retained","M251243","2522.1","ICT system administrator","","","","","broader_proxy","medium"
"M251301","251301","Website Developer","retained","M251301","2513.5","web developer","","","","","close_match","medium"
"M251302","251302","Internet/Intranet Developer","retained","M251302","2513.5","web developer","","","","","close_match","medium"
"M251401","251401","Computer Programmer","retained","M251401","2512.4","software developer","","","","","broader_proxy","medium"
"M251402","251402","Systems Programmer","retained","M251407","2511.15","ICT system developer","","","","","close_match","medium"
"M251403","251403","C/C++ Programmer","retained","M251419","2512.4","software developer","","","","","broader_proxy","medium"
"M251404","251404","Computer Infrastructure Specialist","retained","M251433","2522.1","ICT system administrator","","","","","broader_proxy","medium"
"M251405","251405","User Interface (UI)/Gameplay Coder","retained","M251434","2512.5","user interface developer","","","","","partial_proxy","low"
"M251901","251901","Systems Tester","retained","M251902","2519.7.4","ICT system tester","","","","2519.7.4","close_match","medium"
"M251902","251902","Information Technology Auditor","retained","M251916","2511.18","IT auditor","","","","","close_match","medium"
"M251903","251903","Machine Learning/Artificial Intelligence (AI) Engineer","retained","M252411;M252413","2511.11","artificial intelligence engineer","","","","","broader_proxy","medium"
"M252101","252101","Database Architect","retained","M252101","2521.2","database designer","","","","2521.2","close_match","medium"
"M252102","252102","Database Administrator","retained","M252103","2521.1","database administrator","","","","2521.1","close_match","high"
"M252105","252105","Oracle Database Administrator","retained","M252108","2521.1","database administrator","","","","","broader_proxy","medium"
"M252201","252201","Information Systems Officer","retained","M252205","2522.1","ICT system administrator","","","","","broader_proxy","medium"
"M252202","252202","Information Technology Support Officer","retained","M252208","3512.4","ICT technician","","","","","broader_proxy","medium"
"M252203","252203","Computer Support Engineer","retained","M252214","3512.4","ICT technician","","","","","broader_proxy","medium"
"M252204","252204","Information Technology Technical Specialist","retained","M252215","3512.4","ICT technician","","","","","broader_proxy","medium"
"M252205","252205","Cloud Computing Solution Architect","retained","M252222","2512.6","cloud architect","","","","","partial_proxy","low"
"M252209","252209","Geographic Information Systems (GIS) Officer","retained","M252238","2165.3","geographic information systems specialist","","","","","partial_proxy","low"
"M252211","252211","Information Technology Officer Grade F9","retained","M252201","2511.13","ICT system analyst","","","","","broader_proxy","medium"
"M252301","252301","Network Specialist","retained","M252311","2522.1.1","ICT network administrator","","","","","close_match","medium"
"M252401","252401","Data Scientist","retained","M252401","2511.4","data scientist","2511.4","2511.4","data scientist","2511.4","close_match","high"
"M252402","252402","Data Analyst","retained","M252403","2511.3","data analyst","","","","","close_match","high"
"M252403","252403","Data Architect","retained","M252406","2521.2","database designer","2511.13","2511.13;2511.3;2511.12;2511.19","ICT system analyst;data analyst;ICT research consultant;user experience analyst","2511.13","close_match","medium"
"M253101","253101","Cybersecurity Executive","retained","M253102","2529.8","cybersecurity risk manager","","","","","partial_proxy","low"
"M253102","253102","Digital Forensic Specialist","retained","M253103","2529.2","digital forensics expert","","","","","partial_proxy","low"
"M253103","253103","Information Security Officer","retained","M253120","2529.6","ICT security administrator","","","","","broader_proxy","medium"
"M253104","253104","Cybersecurity Analyst","retained","M253130","2529.8","cybersecurity risk manager","","","","","partial_proxy","low"
"M253105","253105","Test Analyst (Information Technology)","retained","M253131","2519.6","ICT test analyst","","","","","partial_proxy","low"
"M253106","253106","Security Infrastructure Engineer","retained","M253136","2529.6","ICT security administrator","","","","","broader_proxy","medium"
"M253107","253107","Internet Safety Evaluator","retained","M253139","2513.4","web content manager","","","","","partial_proxy","low"
"M254101","254101","Compositor/Composite Artist","retained","M254110","2166.13","special effects artist","","","","","broader_proxy","medium"
"M254102","254102","Scriptwriter / Screenwriter","retained","M254112","2641.4.2","script writer","","","","","partial_proxy","low"
"M254103","254103","Digital Artist","retained","M254116","2166.5","digital artist","","","","","close_match","high"
"M254104","254104","Multimedia Designer/Artist/Animator","retained","M254120;M254305","2166.7","digital media designer","","","","","broader_proxy","medium"
"M254105","254105","Visualization Specialist","retained","M254126","2166.7","digital media designer","","","","","broader_proxy","medium"
"M254106","254106","Computer Specialist","retained","M254127","3512.4","ICT technician","","","","","broader_proxy","medium"
"M254107","254107","Story Content Writer","retained","M254128","2641.4","writer","","","","","close_match","medium"
"M254108","254108","3D Generalist","retained","M254206","2166.1","3D modeller","","","","","partial_proxy","low"
"M254201","254201","Game Designer (Digital)","retained","M254201","2166.6","digital games designer","","","","","partial_proxy","low"
"M254202","254202","QA Tester/Game Tester (Digital)","retained","M254203","2519.7.1","digital games tester","","","","","partial_proxy","low"
"M254203","254203","Game Producer (Digital)","retained","M254204","1223.2.1.3","games development manager","","","","","close_match","medium"
"M254204","254204","Concept Artist","retained","M254209","2166.5","digital artist","","","","","broader_proxy","medium"
"M254205","254205","Technical Artist","retained","M254210","2166.5","digital artist","","","","","partial_proxy","low"
"M254206","254206","Creative, Performing and Media Production Directors","retained","M254211","2431.7","creative director","","","","","broader_proxy","medium"
"M254207","254207","Graphics Programmer","retained","M254215","2513.1","digital games developer","","","","","partial_proxy","low"
"M254208","254208","Graphics Creator","retained","M254217","2166.9","graphic designer","","","","","partial_proxy","low"
"M254301","254301","Web Designer","retained","M254301","2166.15","web designer","","","","","close_match","high"
"M254302","254302","Graphics Designer","retained","M254302","2166.9","graphic designer","2166.9","2166.9","graphic designer","2166.9","close_match","medium"
"M254303","254303","UX Designer (User Experience)","retained","M254314","2513.3","user interface designer","","","","","partial_proxy","low"
"M254304","254304","Digital Designer","retained","M254316","2166.7","digital media designer","","","","","broader_proxy","medium"
"M254305","254305","Creative Team Leader","retained","M254317","2431.7","creative director","","","","","broader_proxy","medium"
"M254306","254306","Character Rigger","retained","M254318","2166.3.1","3D animator","2166.4","2166.4","desktop publisher","2166.4","partial_proxy","low"
"M261906","261906","Coroner","retained","M261907","2619.2","coroner","","","","2619.2","close_match","high"
"M282203","282203","Archaeologist","retained","M282203","2632.2","archaeologist","","","","","close_match","high"
"M282204","282204","Geographer","retained","M282204","2632.5","geographer","","","","","close_match","high"
"M282206","282206","Criminologist","retained","M282206","2632.4","criminologist","","","","","close_match","high"
"M282401","282401","Clinical Psychologist","retained","M282404","2634.2.1","clinical psychologist","","","","","close_match","high"
"M291602","291602","Industrial Relations Officer Grade S9","retained","M291603","2423.4","labour relations officer","","","","","close_match","medium"
"M291606","291606","Maritime Superintendent Officer Grade T8","retained","M291608","5419.3","coastguard watch officer","","","","","partial_proxy","low"
"M311101","311101","Geophysics Technician","retained","M311105","3111.4","geology technician","","","","","partial_proxy","low"
"M311102","311102","Chemistry Technician","retained","M311106","3111.1","chemistry technician","","","","3111.1","close_match","high"
"M311103","311103","Physics Science Laboratory Technician","retained","M311107","3111.11","physics technician","","","","","partial_proxy","low"
"M311104","311104","Physical Science Technician","retained","M311108","3111.11","physics technician","","","","","partial_proxy","low"
"M311105","311105","Chemistry Laboratory Assistant","retained","M311110","3111.1","chemistry technician","","","","3111.1","close_match","medium"
"M311106","311106","Soil Technician","retained","M311112","3111.14","soil surveying technician","","","","3111.14","close_match","medium"
"M311107","311107","Meteorological Technician","retained","M311114","3111.8","meteorology technician","","","","3111.8","close_match","medium"
"M311108","311108","Geological Technician","retained","M311116","3111.4","geology technician","","","","","close_match","medium"
"M311109","311109","Oceanography Technician","retained","M311120","3111.5","hydrographic surveying technician","","","","","partial_proxy","low"
"M311110","311110","Slope Monitoring Technician","excluded_from_active_dataset","","3117.2","geotechnician","","","","","broader_proxy","medium"
"M311111","311111","Climate Science Technician","retained","M311125","3111.8","meteorology technician","","","","","partial_proxy","low"
"M311112","311112","Laboratory Technician","retained","M311132","3141.2","scientific laboratory technician","","","","","broader_proxy","medium"
"M311113","311113","Laboratory Assistant Grade C1","retained","M311101","3141.2","scientific laboratory technician","","","","","close_match","medium"
"M311114","311114","Research Assistant Grade Q1, Q2, Q3, Q4","retained","M311102","2310.1.41","university research assistant","","","","","partial_proxy","low"
"M311115","311115","Assistant Meteorological Officer Grade C5","retained","M311133","3111.8","meteorology technician","","","","","partial_proxy","low"
"M311116","311116","Assistant Science Officer Grade C5","retained","M311136","3141.2","scientific laboratory technician","","","","","broader_proxy","medium"
"M311117","311117","Assistant Research Officer Grade Q5","retained","M311137","2310.1.41","university research assistant","","","","","partial_proxy","low"
"M311201","311201","Civil Engineering Technician","retained","M311202","3112.1","civil engineering technician","","","","3112.1","close_match","high"
"M311202","311202","Civil Engineering Estimator","retained","M311204","2149.14","quantity surveyor","","","","","partial_proxy","low"
"M311203","311203","Engineering Designer","retained","M311208","3118.3.4","civil drafter","","","","","broader_proxy","medium"
"M311204","311204","Civil Engineering Supervisor","retained","M311209","3123.1","construction general supervisor","","","","","close_match","medium"
"M311205","311205","Tunnel Boring Machine Technician","retained","M311210","8113.8","tunnel boring machine operator","","","","","partial_proxy","low"
"M311206","311206","Building Inspector","retained","M311211","3112.1.2","building inspector","","","","3112.1.2","close_match","high"
"M311207","311207","Geotechnical Technician","retained","M311212","3117.2","geotechnician","","","","","close_match","medium"
"M311208","311208","Fire Inspector","retained","M311213","3112.1.6","fire inspector","","","","3112.1.6","close_match","high"
"M311209","311209","Surveying Technician","retained","M311214","3112.10","surveying technician","","","","3112.10","close_match","high"
"M311211","311211","Process Instrument Technician","retained","M311217","3114.1.4","instrumentation engineering technician","","","","","close_match","medium"
"M311212","311212","Assistant Civil Engineer","retained","M311225","3112.8","engineering assistant","","","","","partial_proxy","low"
"M311213","311213","Operation Technician","retained","M311226","3115.1.16","production engineering technician","","","","","partial_proxy","low"
"M311214","311214","Green Building Facilities Maintenance Technician","retained","M311227","5153.1","building caretaker","","","","","partial_proxy","low"
"M311216","311216","Assistant Engineer Maintenance","retained","M311230","3115.1.6","industrial maintenance supervisor","","","","","partial_proxy","low"
"M311217","311217","Quantity Surveyor Assistant","retained","M311233","2149.14","quantity surveyor","","","","","broader_proxy","medium"
"M311219","311219","Assistant Engineer Grade JA5","retained","M311219","3112.8","engineering assistant","","","","","partial_proxy","low"
"M311220","311220","Assistant Quantity Surveyor Grade JA5","retained","M311232","2149.14","quantity surveyor","","","","","broader_proxy","medium"
"M311222","311222","Assistant Building Surveyor Grade J5","retained","M311237","3315.8","real estate surveyor","","","","","broader_proxy","medium"
"M311301","311301","Electrical Engineering Technician","retained","M311301","3113.1","electrical engineering technician","","","","3113.1","close_match","high"
"M311303","311303","Electrical and Instrument Supervisor","retained","M311307","3123.1.11","electrical supervisor","","","","","partial_proxy","low"
"M311304","311304","Electrical Engineering Estimator","retained","M311310","2421.1.1","manufacturing cost estimator","","","","","broader_proxy","medium"
"M311306","311306","Electrical High Voltage Technician","retained","M311314","3113.1","electrical engineering technician","","","","","partial_proxy","low"
"M311307","311307","Debug Technician","retained","M311315","3114.1.3","computer hardware test technician","","","","","partial_proxy","low"
"M311308","311308","Assistant Electrical Engineer","retained","M311316","3113.1","electrical engineering technician","","","","","close_match","medium"
"M311401","311401","Electronics Engineering Technician","retained","M311401","3114.1","electronics engineering technician","","","","3114.1","close_match","high"
"M311402","311402","Electronics Engineering Estimator","retained","M311402","2421.1.1","manufacturing cost estimator","","","","","broader_proxy","medium"
"M311403","311403","Electronics Design Technician","retained","M311404","3114.1","electronics engineering technician","","","","","partial_proxy","low"
"M311404","311404","Semi-Conductor Technician","retained","M351113","3114.1.6","microelectronics engineering technician","","","","","broader_proxy","medium"
"M311501","311501","Mechanical Engineering Technician","retained","M311504","3115.1","mechanical engineering technician","","","","3115.1","close_match","high"
"M311502","311502","Mechanical Engineering Assistant","retained","M311514","3112.8","engineering assistant","","","","","partial_proxy","low"
"M311503","311503","Mechanical Engineering Estimator","retained","M311515","2421.1.1","manufacturing cost estimator","","","","","broader_proxy","medium"
"M311504","311504","Port Master/Dockmaster","retained","M311516;M311517","4323.11","port coordinator","","","","","partial_proxy","low"
"M311505","311505","Hydraulic Hose Technician","retained","M311521","7233.4","fluid power technician","","","","","partial_proxy","low"
"M311506","311506","Mechatronics Technician","retained","M311524","3115.1.11","mechatronics engineering technician","","","","3115.1.11","close_match","medium"
"M311507","311507","CNC Technician (Computer Numerical Control)","retained","M311527","7223.4","computer numerical control machine operator","","","","","partial_proxy","low"
"M311508","311508","Welding Technician","retained","M311528","7212.4","welding coordinator","","","","","close_match","medium"
"M311509","311509","Steelmaking Technician","retained","M311529","3117.3","metallurgical technician","","","","","partial_proxy","low"
"M311510","311510","Competent Person (CP) - Hygiene Technician","retained","M311531;M311552","3257.5","occupational health and safety inspector","","","","","partial_proxy","low"
"M311511","311511","Mechatronics Engineering Assistant","retained","M311524","3115.1.11","mechatronics engineering technician","","","","","close_match","medium"
"M311512","311512","CAD/CAM (Computer-Aided Design and Manufacturing) Technician","retained","M311538","3118.3.5","computer-aided design operator","","","","","broader_proxy","medium"
"M311515","311515","Equipment Technician","retained","M311548","7233.7","industrial machinery mechanic","","","","","broader_proxy","medium"
"M311516","311516","Assistant Equipment Engineer","retained","M311549","2144.1.6","equipment engineer","","","","","partial_proxy","low"
"M311517","311517","Assistant Welding Engineer","retained","M311550","2144.1.23","welding engineer","","","","","partial_proxy","low"
"M311518","311518","AutoCAD Designer","retained","M311544","3118.3.5","computer-aided design operator","","","","","broader_proxy","medium"
"M311519","311519","Pneumatic Supervisor","excluded_from_active_dataset","","3115.1.15","pneumatic engineering technician","","","","","partial_proxy","low"
"M311520","311520","Repair and Maintenance (R&M) Technician","retained","M311903","7233.7","industrial machinery mechanic","","","","","broader_proxy","medium"
"M311521","311521","Optical Engineering Technician","excluded_from_active_dataset","","7311.2","optical instrument assembler","","","","","partial_proxy","low"
"M311601","311601","Chemical Engineering Technician","retained","M311601","3116.1","chemical engineering technician","","","","3116.1","close_match","high"
"M311602","311602","Oil Technologist","retained","M311604","3134.3","oil refinery control room operator","","","","","partial_proxy","low"
"M311603","311603","Chemical Petroleum Technician","retained","M311605","3116.1","chemical engineering technician","","","","","partial_proxy","low"
"M311604","311604","Chemical Engineering Estimator","retained","M311609","2421.1.1","manufacturing cost estimator","","","","","broader_proxy","medium"
"M311701","311701","Metallurgical Technician","retained","M311701","3117.3","metallurgical technician","","","","3117.3","close_match","high"
"M311702","311702","Metallurgical Laboratory Assistant","retained","M311704","3117.3","metallurgical technician","","","","","partial_proxy","low"
"M311703","311703","Mining Assistant","retained","M311711","9311.1","mining assistant","","","","","close_match","high"
"M311704","311704","Associate Field Professional","retained","M311723","3112.8","engineering assistant","","","","","broader_proxy","medium"
"M311801","311801","Draughtsperson","retained","M311803","3118.3","drafter","","","","3118.3","close_match","medium"
"M311802","311802","Geospatial Technician","retained","M311824","2165.3","geographic information systems specialist","","","","","partial_proxy","low"
"M311804","311804","Draughtsperson (Architecture) Grade JA1","retained","M311801","3118.3.2","architectural drafter","","","","","partial_proxy","low"
"M311805","311805","Assistant Architectural Officer Grade JA5","retained","M311826","2161.1","architect","","","","","partial_proxy","low"
"M311806","311806","Draughtsperson (Civil Engineering) Grade JA1","retained","M311827","3118.3.4","civil drafter","","","","","broader_proxy","medium"
"M311807","311807","Assistant Landscape Architect Grade JA5","retained","M311828","2162.1","landscape architect","","","","","partial_proxy","low"
"M311808","311808","Assistant Land Officer Grade NT5","retained","M311829","2164.1","land planner","","","","","partial_proxy","low"
"M311809","311809","Land Administration Assistant/Assistant Land Administrator Grade NT5","retained","M311830","4312.6","property assistant","","","","","partial_proxy","low"
"M311810","311810","Assistant Surveyor Grade JA5","retained","M311831","3112.10","surveying technician","","","","","close_match","medium"
"M311811","311811","Assistant Urban and Rural Planning Officer Grade JA7","excluded_from_active_dataset","","2164.4","urban planner","","","","","partial_proxy","low"
"M311901","311901","Engineering Technician (Production)","retained","M311910","3115.1.16","production engineering technician","","","","","partial_proxy","low"
"M311902","311902","Quality Assurance Engineering Technician","retained","M311928","3119.16","quality engineering technician","","","","","partial_proxy","low"
"M311904","311904","Food Processing Technician","retained","M311943","3119.5","food technician","","","","","partial_proxy","low"
"M311905","311905","Crankshaft Grinding Technician","retained","M311944","7223.4.2","grinding machine operator","","","","","partial_proxy","low"
"M311906","311906","Agro-Based Biotech Research Technician","retained","M311945","3141.1","biotechnical technician","","","","","broader_proxy","medium"
"M311907","311907","Aquaculture Biotech Research Technician","excluded_from_active_dataset","","3141.1","biotechnical technician","","","","","broader_proxy","medium"
"M311909","311909","Test Technician","retained","M311948","3119.16","quality engineering technician","","","","","broader_proxy","medium"
"M311914","311914","Assistant Factory and Machinery Inspector Grade JA5","retained","M311929","3257.5","occupational health and safety inspector","","","","","partial_proxy","low"
"M312201","312201","Manufacturing Supervisor","retained","M312201","3122.4","production supervisor","","","","3122.4","close_match","medium"
"M312202","312202","Finishing Supervisor","retained","M312203","3122.4","production supervisor","","","","","broader_proxy","medium"
"M312203","312203","Compounding Supervisor","retained","M312205","3122.4.2","chemical processing supervisor","","","","","close_match","medium"
"M312204","312204","Cutting Supervisor","retained","M312207","3122.4","production supervisor","","","","","broader_proxy","medium"
"M312205","312205","Plywood Inspection Supervisor","retained","M312209","3122.4.16","wood production supervisor","","","","","broader_proxy","medium"
"M312206","312206","Sawyer Supervisor","retained","M312210","3122.4.16","wood production supervisor","","","","","broader_proxy","medium"
"M312207","312207","Halal Food Manufacturing Production Supervisor","retained","M312218","3122.4","production supervisor","","","","","partial_proxy","low"
"M312208","312208","Halal Meat Processing Quality Assurance Supervisor","retained","M312220","2263.2","food safety specialist","","","","","partial_proxy","low"
"M312212","312212","Maintenance Supervisor","retained","M312226","3115.1.6","industrial maintenance supervisor","","","","","partial_proxy","low"
"M312213","312213","Halal Slaughterhouse Supervisor","retained","M312228","7511.6.1","halal slaughterer","","","","","partial_proxy","low"
"M312214","312214","Halal Logistics Operation Warehouse Supervisor","retained","M312229","1324.3.4","warehouse manager","","","","","partial_proxy","low"
"M312217","312217","Industrial Robot Controller","retained","M312234","3139.2","industrial robot controller","","","","","close_match","high"
"M312218","312218","Quality Assurance Supervisor","retained","M312215","1219.7","quality services manager","","","","","close_match","medium"
"M312301","312301","Operation Supervisor","retained","M312301","3123.1","construction general supervisor","","","","","broader_proxy","medium"
"M312302","312302","Construction Supervisor","retained","M312303","3123.1","construction general supervisor","","","","3123.1","close_match","medium"
"M313101","313101","Power Generating Plant Operator","retained","M313104","3131.3","power production plant operator","","","","","partial_proxy","low"
"M313102","313102","Powerhouse Fabricator","retained","M313106","7213.1","boilermaker","","","","","partial_proxy","low"
"M313103","313103","Solar Power Plant Operator","retained","M313110","3131.3.8","solar power plant operator","","","","3131.3.8","close_match","high"
"M313104","313104","Distribution Control Operator","retained","M313111","3131.3.1","electrical power distributor","","","","3131.3.1","close_match","medium"
"M313105","313105","Power Systems Operator","retained","M313113","3131.3","power production plant operator","","","","","partial_proxy","low"
"M313107","313107","Solar Cell Technician","retained","M313116","7411.1.4","solar energy technician","","","","","partial_proxy","low"
"M313201","313201","Stationary Engine Operator","retained","M313201","3131.3","power production plant operator","","","","","partial_proxy","low"
"M313301","313301","Chemical Processing Plant Controller / Supervisor","retained","M313302","3133.1","chemical processing plant controller","","","","","partial_proxy","low"
"M313401","313401","Gas Plant Operator","retained","M313406","3134.2","gas processing plant operator","","","","","partial_proxy","low"
"M313402","313402","Pumping-Station Petroleum and Natural Gas Operator","retained","M313412","3134.4","petroleum pump system operator","","","","","partial_proxy","low"
"M313403","313403","Refinery Process Technician","retained","M313417","3134.3","oil refinery control room operator","","","","3134.3","close_match","medium"
"M313501","313501","Metal Processing Control Operator","retained","M313503","3135.1","metal furnace operator","","","","","broader_proxy","medium"
"M314101","314101","Biological Technician","retained","M314101","3141.2.3","biology technician","","","","","partial_proxy","low"
"M314102","314102","Entomological Technician","retained","M314102","3141.2.5","zoology technician","","","","","broader_proxy","medium"
"M314103","314103","Botanical Technician","retained","M314104","3141.2.4","botanical technician","","","","3141.2.4","close_match","high"
"M314104","314104","Artificial Breeding Technician","retained","M314107","3240.2.1","animal artificial insemination technician","","","","","partial_proxy","low"
"M314105","314105","Zoological Technician","retained","M314109","3141.2.5","zoology technician","","","","3141.2.5","close_match","medium"
"M314201","314201","Soil Science Technician","retained","M314203","3111.14","soil surveying technician","","","","","partial_proxy","low"
"M314202","314202","Horticulture Technician","retained","M314205","3142.1","agricultural technician","","","","","partial_proxy","low"
"M314203","314203","Irrigation Technician","retained","M314209","7126.6","irrigation technician","","","","","close_match","high"
"M314204","314204","Farming Technician (Animal Production)","excluded_from_active_dataset","","3142.1","agricultural technician","","","","","partial_proxy","low"
"M314205","314205","Halal Livestock Production Supervisor","retained","M314218","2132.6","livestock advisor","","","","","partial_proxy","low"
"M314206","314206","Assistant Agricultural Officer Grade G5","retained","M314216","3142.1","agricultural technician","","","","","close_match","medium"
"M314207","314207","Assistant Land Planning Officer Grade G5","retained","M314217","2164.1","land planner","","","","","partial_proxy","low"
"M314208","314208","Land Scheme Supervisor Grade G1","retained","M314221","6111.1","agronomic crop production team leader","","","","","partial_proxy","low"
"M314301","314301","Forestry Technician","retained","M314302","3143.1","forestry technician","","","","3143.1","close_match","high"
"M314303","314303","Assistant Conservator of Forests Grade G5","retained","M314304","3143.1","forestry technician","","","","","broader_proxy","medium"
"M314304","314304","Assistant Wildlife Officer Grade G5","retained","M314305","2133.9","nature conservation officer","","","","","partial_proxy","low"
"M314305","314305","Wildlife Assistant Grade G1","retained","M314306","2133.9","nature conservation officer","","","","","partial_proxy","low"
"M314401","314401","Hatchery Technician","retained","M314401","6221.4","aquaculture hatchery technician","","","","","partial_proxy","low"
"M314402","314402","Hatchery Supervisor","retained","M314402","6221.3","aquaculture hatchery manager","","","","","partial_proxy","low"
"M314403","314403","Fishery Technician","retained","M314403","6221.11","water-based aquaculture technician","","","","","broader_proxy","medium"
"M314404","314404","Hatchery Assistant","retained","M314404","6221.5","aquaculture hatchery worker","","","","","close_match","medium"
"M314405","314405","Aquaculture Technician","retained","M314405","6221.11","water-based aquaculture technician","","","","","broader_proxy","medium"
"M314407","314407","Assistant Fisheries Officer Grade G5","retained","M314407","2132.4","fisheries adviser","","","","","partial_proxy","low"
"M315101","315101","Air Traffic Safety Technician","retained","M315101","3155.1","air traffic safety technician","","","","","close_match","high"
"M315102","315102","Aviation Maintenance Technician","retained","M315103","7232.5","aircraft maintenance technician","","","","","close_match","medium"
"M315103","315103","Aircraft Restorer","retained","M315107","7232.5","aircraft maintenance technician","","","","","broader_proxy","medium"
