"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","priority","review_decision","reviewer","review_date","review_notes","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","retrieval_evidence_basis","source_d13_mapping_relation","source_d13_mapping_confidence","source_d13_mapping_rationale","source_d13_review_status","source_d13_production_ready"
"M214649","Blasting Expert","214649","2146","2146.3","explosives engineer","http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7","inherited_test_proxy","medium","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Blasting Expert within the mining group; the added Mine qualifier is not a distinct occupational identity. Original rationale: Mining blasting and explosives engineering.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7","M214610","214610","Blasting Expert (Mine)","https://emasco.mohr.gov.my/masco/2146-10","2020","reviewed_functional_equivalent","medium","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Mining blasting and explosives engineering.","assistant_drafted_pending_domain_validation","False"
"M214901","Explosive Ordnance Engineer","214901","2149","2146.3","explosives engineer","http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7","M214901","214901","Explosive Ordnance Engineer","https://emasco.mohr.gov.my/masco/2149-01","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M214902","Marine Salvage Engineer","214902","2149","2144.1.10","marine engineer","http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03","M214902","214902","Marine Salvage Engineer","https://emasco.mohr.gov.my/masco/2149-02","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M214907","Industrial Health and Safety Engineer","214907","2149","2149.10","health and safety engineer","http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab","M214904","214904","Industrial Health and Safety Engineer","https://emasco.mohr.gov.my/masco/2149-04","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False"
"M214913","Field Service Engineer","214913","2149","2144.1.6","equipment engineer","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25","M214905","214905","Field Service Engineer","https://emasco.mohr.gov.my/masco/2149-05","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M214918","Research Engineer","214918","2149","2149.2.8","research engineer","http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509","M214906","214906","Research Engineer","https://emasco.mohr.gov.my/masco/2149-06","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M214919","Biomedical Engineer","214919","2149","2149.5.1","biomedical engineer","http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d","M214907","214907","Biomedical Engineer","https://emasco.mohr.gov.my/masco/2149-07","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M214920","Optical Engineer","214920","2149","2149.12","optical engineer","http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589","M214908","214908","Optical Engineer","https://emasco.mohr.gov.my/masco/2149-08","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M214921","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","214921","2149","2149.2.7","quality engineer","http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273","M214909","214909","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","https://emasco.mohr.gov.my/masco/2149-09","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M214922","Factories and Machinery Inspector Grade J41","214922","2149","3257.5","occupational health and safety inspector","http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3","partial_proxy","low","Machinery/workplace inspection proxy; equipment-specific inspection and Malaysian authority need enrichment.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3","M214913","214913","Factories and Machinery Inspector Grade J9","https://emasco.mohr.gov.my/masco/2149-13","2020","grade_reversion","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Machinery/workplace inspection proxy; equipment-specific inspection and Malaysian authority need enrichment.","assistant_drafted_pending_domain_validation","False"
"M214923","Commissioning Engineer","214923","2149","2149.6","commissioning engineer","http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a","M214910","214910","Commissioning Engineer","https://emasco.mohr.gov.my/masco/2149-10","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M215102","Electrical Engineer","215102","2151","2151.1","electrical engineer","http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22","M215101","215101","Electrical Engineer","https://emasco.mohr.gov.my/masco/2151-01","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M215135","Electrical Energy Auditor","215135","2151","3112.5","energy analyst","http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d","broader_proxy","medium","Energy-use analysis and auditing; electrical specialty, competency certification or assistant grade need local enrichment.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d","M215102","215102","Electrical Energy Auditor","https://emasco.mohr.gov.my/masco/2151-02","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Energy-use analysis and auditing; electrical specialty, competency certification or assistant grade need local enrichment.","assistant_drafted_pending_domain_validation","False"
"M215136","Electrical Superintendent","215136","2151","3123.1.11","electrical supervisor","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","close_match","medium","Electrical supervision.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","M215103","215103","Electrical Superintendent","https://emasco.mohr.gov.my/masco/2151-03","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","Electrical supervision.","assistant_drafted_pending_domain_validation","False"
"M215202","Electronics Engineer","215202","2152","2152.1","electronics engineer","http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224","M215201","215201","Electronics Engineer","https://emasco.mohr.gov.my/masco/2152-01","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M215236","Integrated Circuit Package Assembly Process Engineer (IC)","215236","2152","2152.1.7","microelectronics engineer","http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab","broader_proxy","medium","Integrated-circuit package/assembly engineering, not only circuit design.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab","M215202","215202","Integrated Circuit (IC) Package Assembly Process Engineer","https://emasco.mohr.gov.my/masco/2152-02","2020","title_variant","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Integrated-circuit package/assembly engineering, not only circuit design.","assistant_drafted_pending_domain_validation","False"
"M215301","Telecommunications Engineer","215301","2153","2153.1","telecommunications engineer","http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2","M215301","215301","Telecommunications Engineer","https://emasco.mohr.gov.my/masco/2153-01","2020","exact_normalized_title","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M215323","Network and System Engineer","215323","2153","2523.3","ICT network engineer","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d","close_match","medium","Computer-network systems engineering.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d","M215302","215302","Network and Systems Engineer","https://emasco.mohr.gov.my/masco/2153-02","2020","title_variant","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","Computer-network systems engineering.","assistant_drafted_pending_domain_validation","False"
"M215330","Acoustic Engineer","215330","2153","2149.1","acoustical engineer","http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e","M215303","215303","Acoustic Engineer","https://emasco.mohr.gov.my/masco/2153-03","2020","exact_normalized_title","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False"
"M216101","Architect Grade J41","216101","2161","2161.1","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","M216102","216102","Architect Grade J9/J10","https://emasco.mohr.gov.my/masco/2161-02","2020","grade_reversion","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M216102","Architect","216102","2161","2161.1","architect","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b","M216101","216101","Architect","https://emasco.mohr.gov.my/masco/2161-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M216201","Landscape Architect Grade J41","216201","2162","2162.1","landscape architect","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41","M216202","216202","Landscape Architect Grade J9","https://emasco.mohr.gov.my/masco/2162-02","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M216202","Landscape Architect","216202","2162","2162.1","landscape architect","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41","M216201","216201","Landscape Architect","https://emasco.mohr.gov.my/masco/2162-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False"
"M216301","Commercial Products Designer","216301","2163","2163.1","industrial designer","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","M216301","216301","Commercial Products Designer","https://emasco.mohr.gov.my/masco/2163-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M216326","Green Technology Design Professional","216326","2163","2143.1","environmental engineer","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","broader_proxy","medium","Green-technology design interpreted through environmental engineering; no ICT specialization is imposed.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968","M216302","216302","Green Technology Design Professional","https://emasco.mohr.gov.my/masco/2163-02","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","broader_proxy","medium","Green-technology design interpreted through environmental engineering; no ICT specialization is imposed.","assistant_drafted_pending_domain_validation","False"
"M216401","Urban and Rural Planning Officer Grade J41","216401","2164","2164.4","urban planner","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","M216404","216404","Urban and Rural Planning Officer Grade J9","https://emasco.mohr.gov.my/masco/2164-04","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
"M216402","Town Planner","216402","2164","2164.4","urban planner","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","close_match","medium","Town and urban planning.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","M216401","216401","Town Planner","https://emasco.mohr.gov.my/masco/2164-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","Town and urban planning.","assistant_drafted_pending_domain_validation","False"
"M216404","Traffic Engineer","216404","2164","2164.3","transport planner","http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","normal","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e","M216402","216402","Traffic Engineer","https://emasco.mohr.gov.my/masco/2164-02","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False"
"M216407","Urban and Regional Planners","216407","2164","2164.4","urban planner","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","high","","","","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","M216403","216403","Urban and Regional Planner","https://emasco.mohr.gov.my/masco/2164-03","2020","title_variant","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","Original current-role title and profile; candidate scores were not recomputed for the MASCO 2020 title.","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False"
