"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_d13_mapping_relation","source_d13_mapping_confidence","all_source_current_role_ids","source_d13_same_four_digit_group","title_match_evidence_basis"
"M243132","Technical Sales Engineer","243132","2431","2433.4","sales engineer","http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d","close_match","medium","Technical sales engineering; corrects the D11 promotion-assistant crosswalk.","test_only_project_mapping_not_human_validated","False","2431-32","2433","2431.16","2431.16","promotion assistant","2431.16","d11_existing_esco_code","corrected_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.807692","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353","http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d","M243103","243103","Technical Sales Engineer","https://emasco.mohr.gov.my/masco/2431-03","2020","exact_normalized_title","high","353","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M243103","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M243301","Sales Representative, Medical","243301","2433","2433.2","medical sales representative","http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","2433-01","2433","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.714286","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353","http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01","M243301","243301","Sales Representative (Medical)","https://emasco.mohr.gov.my/masco/2433-01","2020","exact_normalized_title","high","353","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M243301","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M243401","Sales Representative, Information and Communications Technology","243401","2434","2434.4","technical sales representative in electronic and telecommunications equipment","http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","2434-01","2434","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.676259","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e","M243401","243401","Sales Representative (Information and Communications Technology)","https://emasco.mohr.gov.my/masco/2434-01","2020","exact_normalized_title","high","354","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M243401","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M243410","Digital Banking/Internet Technology Specialist","243410","2434","2514.2","ICT application developer","http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7","broader_proxy","medium","D11 describes mobile/internet-banking application development, not bank branch management.","test_only_project_mapping_not_human_validated","False","2434-10","2514","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.181818","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7","M243402","243402","Digital Banking-Internet Technology Specialist","https://emasco.mohr.gov.my/masco/2434-02","2020","exact_normalized_title","high","354","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M243402","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251101","Management Information Systems (MIS) Analyst","251101","2511","2511.13","ICT system analyst","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","2511-01","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.566667","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471","M251101","251101","Management Information Systems (MIS) Analyst","https://emasco.mohr.gov.my/masco/2511-01","2020","exact_normalized_title","high","354","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M251101","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251116","Technical Specialist (.Net)","251116","2511","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","broader_proxy","medium","Software development; .NET/C/C++ language specialization is not separately inherited.","test_only_project_mapping_not_human_validated","False","2511-16","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.604651","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","M251102","251102","Technical Specialist (.Net)","https://emasco.mohr.gov.my/masco/2511-02","2020","exact_normalized_title","high","354","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M251102","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251142","Register Transfer Level (RTL) Designer (Information Technology)","251142","2511","2152.1.7.1","integrated circuit design engineer","http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246","close_match","medium","RTL hardware description and digital integrated-circuit design, not application software.","test_only_project_mapping_not_human_validated","False","2511-42","2152","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.355556","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246","M251103","251103","Register Transfer Level (RTL) Designer (Information Technology)","https://emasco.mohr.gov.my/masco/2511-03","2020","exact_normalized_title","high","355","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251103","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251144","Design Engineer (Information Technology)","251144","2511","2511.14","ICT system architect","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae","partial_proxy","low","IT-system architecture and design; software/network implementation details vary.","test_only_project_mapping_not_human_validated","False","2511-44","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.447761","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae","M251104","251104","Design Engineer (Information Technology)","https://emasco.mohr.gov.my/masco/2511-04","2020","exact_normalized_title","high","355","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M251104","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251201","Software Developer","251201","2512","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2512-01","2512","2512.4","2512.4","software developer","2512.4","d11_existing_esco_code","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","M251201","251201","Software Developer","https://emasco.mohr.gov.my/masco/2512-01","2020","exact_normalized_title","high","355","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M251201","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251219","Information Technology System Architect","251219","2512","2511.14","ICT system architect","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","test_only_project_mapping_not_human_validated","False","2512-19","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.84058","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae","M251202","251202","Information Technology Systems Architect","https://emasco.mohr.gov.my/masco/2512-02","2020","title_variant","high","355","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M251202","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251243","Information System Executive","251243","2512","2522.1","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","broader_proxy","medium","Information-system and infrastructure administration; grade/specialty varies.","test_only_project_mapping_not_human_validated","False","2512-43","2522","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.45283","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","M251203","251203","Information Systems Executive","https://emasco.mohr.gov.my/masco/2512-03","2020","title_variant","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M251203","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251301","Website Developer","251301","2513","2513.5","web developer","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","close_match","medium","Web development.","test_only_project_mapping_not_human_validated","False","2513-01","2513","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.866667","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","M251301","251301","Website Developer","https://emasco.mohr.gov.my/masco/2513-01","2020","exact_normalized_title","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251301","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251302","Internet/ Intranet Developer","251302","2513","2513.5","web developer","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","close_match","medium","Web development.","test_only_project_mapping_not_human_validated","False","2513-02","2513","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.55","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","M251302","251302","Internet/Intranet Developer","https://emasco.mohr.gov.my/masco/2513-02","2020","exact_normalized_title","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251302","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251401","Computer Programmer","251401","2514","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","broader_proxy","medium","Software development; .NET/C/C++ language specialization is not separately inherited.","test_only_project_mapping_not_human_validated","False","2514-01","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.689655","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","M251401","251401","Computer Programmer","https://emasco.mohr.gov.my/masco/2514-01","2020","exact_normalized_title","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M251401","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251407","Systems Programmer","251407","2514","2511.15","ICT system developer","http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2514-07","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135","M251402","251402","Systems Programmer","https://emasco.mohr.gov.my/masco/2514-02","2020","exact_normalized_title","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251402","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251419","C/C++ Programmer","251419","2514","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","broader_proxy","medium","Software development; .NET/C/C++ language specialization is not separately inherited.","test_only_project_mapping_not_human_validated","False","2514-19","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.833333","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","M251403","251403","C/C++ Programmer","https://emasco.mohr.gov.my/masco/2514-03","2020","exact_normalized_title","high","356","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M251403","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251433","Computer Infrastructure Specialist","251433","2514","2522.1","ICT system administrator","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","broader_proxy","medium","Information-system and infrastructure administration; grade/specialty varies.","test_only_project_mapping_not_human_validated","False","2514-33","2522","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.37931","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300","M251404","251404","Computer Infrastructure Specialist","https://emasco.mohr.gov.my/masco/2514-04","2020","exact_normalized_title","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M251404","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251434","User Interface (UI)/ Gameplay Coders","251434","2514","2512.5","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","partial_proxy","low","User-interface programming component selected; gameplay development is not fully represented.","test_only_project_mapping_not_human_validated","False","2514-34","2512","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.690909","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","M251405","251405","User Interface (UI)/Gameplay Coder","https://emasco.mohr.gov.my/masco/2514-05","2020","title_variant","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M251405","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251902","Systems Tester","251902","2519","2519.7.4","ICT system tester","http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2519-02","2519","","","","2519.7.4","unique_exact_alternate_title_same_isco_group","retained_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440","M251901","251901","Systems Tester","https://emasco.mohr.gov.my/masco/2519-01","2020","exact_normalized_title","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251901","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M251916","Information Technology Auditor","251916","2519","2511.18","IT auditor","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2519-16","2511","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d","M251902","251902","Information Technology Auditor","https://emasco.mohr.gov.my/masco/2519-02","2020","exact_normalized_title","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M251902","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M252101","Database Architect","252101","2521","2521.2","database designer","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","test_only_project_mapping_not_human_validated","False","2521-01","2521","","","","2521.2","unique_exact_alternate_title_same_isco_group","retained_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427","M252101","252101","Database Architect","https://emasco.mohr.gov.my/masco/2521-01","2020","exact_normalized_title","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M252101","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M252103","Database Administrator","252103","2521","2521.1","database administrator","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","2521-03","2521","","","","2521.1","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc","M252102","252102","Database Administrator","https://emasco.mohr.gov.my/masco/2521-02","2020","exact_normalized_title","high","357","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M252102","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
