role_id,skill_id,skill_name,skill_type,importance,source,source_occupation_code,source_element_id,importance_method,curation_note,raw_source_value,normalisation_or_rating_rule,one_line_justification,source_url,review_status
R09,ONET_2_A_1_d,Speaking,technical,75.0,O*NET Essential Skills,43-6014.00,2.A.1.d,O*NET Importance normalized as (raw-1)/4*100,,4.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_A_1_a,Reading Comprehension,technical,72.0,O*NET Essential Skills,43-6014.00,2.A.1.a,O*NET Importance normalized as (raw-1)/4*100,,3.88,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_A_1_c,Writing,technical,68.8,O*NET Essential Skills,43-6014.00,2.A.1.c,O*NET Importance normalized as (raw-1)/4*100,,3.752,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_B_1_f,Service Orientation,soft,62.5,O*NET Transferable Skills,43-6014.00,2.B.1.f,O*NET Importance normalized as (raw-1)/4*100,,3.5,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_B_5_a,Time Management,soft,62.5,O*NET Transferable Skills,43-6014.00,2.B.5.a,O*NET Importance normalized as (raw-1)/4*100,,3.5,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_B_1_b,Coordination,soft,53.0,O*NET Transferable Skills,43-6014.00,2.B.1.b,O*NET Importance normalized as (raw-1)/4*100,,3.12,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_A_2_d,Monitoring,technical,53.0,O*NET Essential Skills,43-6014.00,2.A.2.d,O*NET Importance normalized as (raw-1)/4*100,,3.12,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_A_2_a,Critical Thinking,technical,50.0,O*NET Essential Skills,43-6014.00,2.A.2.a,O*NET Importance normalized as (raw-1)/4*100,,3.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_B_4_e,Judgment and Decision Making,soft,50.0,O*NET Transferable Skills,43-6014.00,2.B.4.e,O*NET Importance normalized as (raw-1)/4*100,,3.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_B_1_a,Social Perceptiveness,soft,50.0,O*NET Transferable Skills,43-6014.00,2.B.1.a,O*NET Importance normalized as (raw-1)/4*100,,3.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R09,ONET_2_A_2_b,Active Learning,technical,47.0,O*NET Essential Skills,43-6014.00,2.A.2.b,O*NET Importance normalized as (raw-1)/4*100,,2.88,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_B_1_e,Instructing,soft,78.0,O*NET Transferable Skills,25-3041.00,2.B.1.e,O*NET Importance normalized as (raw-1)/4*100,,4.12,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_1_a,Reading Comprehension,technical,78.0,O*NET Essential Skills,25-3041.00,2.A.1.a,O*NET Importance normalized as (raw-1)/4*100,,4.12,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_1_b,Active Listening,technical,75.0,O*NET Essential Skills,25-3041.00,2.A.1.b,O*NET Importance normalized as (raw-1)/4*100,,4.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_2_c,Learning Strategies,technical,75.0,O*NET Essential Skills,25-3041.00,2.A.2.c,O*NET Importance normalized as (raw-1)/4*100,,4.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_1_d,Speaking,technical,75.0,O*NET Essential Skills,25-3041.00,2.A.1.d,O*NET Importance normalized as (raw-1)/4*100,,4.0,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_2_a,Critical Thinking,technical,68.8,O*NET Essential Skills,25-3041.00,2.A.2.a,O*NET Importance normalized as (raw-1)/4*100,,3.752,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_B_1_a,Social Perceptiveness,soft,68.8,O*NET Transferable Skills,25-3041.00,2.B.1.a,O*NET Importance normalized as (raw-1)/4*100,,3.752,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_2_b,Active Learning,technical,65.5,O*NET Essential Skills,25-3041.00,2.A.2.b,O*NET Importance normalized as (raw-1)/4*100,,3.62,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_B_2_i,Complex Problem Solving,soft,65.5,O*NET Transferable Skills,25-3041.00,2.B.2.i,O*NET Importance normalized as (raw-1)/4*100,,3.62,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_1_c,Writing,technical,65.5,O*NET Essential Skills,25-3041.00,2.A.1.c,O*NET Importance normalized as (raw-1)/4*100,,3.62,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_A_2_d,Monitoring,technical,62.5,O*NET Essential Skills,25-3041.00,2.A.2.d,O*NET Importance normalized as (raw-1)/4*100,,3.5,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R10,ONET_2_B_1_f,Service Orientation,soft,59.5,O*NET Transferable Skills,25-3041.00,2.B.1.f,O*NET Importance normalized as (raw-1)/4*100,,3.38,O*NET Importance normalized as (raw-1)/4*100,Source-derived O*NET occupation importance value.,https://www.onetcenter.org/database.html,source_derived
R01,DIGCOMP_3_4,Programming,digital,95,DigComp 2.2,,3.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate and test code; use AI coding tools with review.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate and test code; use AI coding tools with review.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R01,DIGCOMP_5_1,Solving technical problems,digital,90,DigComp 2.2,,5.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Diagnose technical faults.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Diagnose technical faults.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R01,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,85,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-generated code and technical information.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-generated code and technical information.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R01,DIGCOMP_4_2,Protecting personal data and privacy,digital,80,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect user and system data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect user and system data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R01,DIGCOMP_5_4,Identifying digital competence gaps,digital,65,DigComp 2.2,,5.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Track fast-changing development skills.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Track fast-changing development skills.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R02,DIGCOMP_1_3,"Managing data, information and digital content",digital,95,DigComp 2.2,,1.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage structured and unstructured data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage structured and unstructured data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R02,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,95,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate evidence and AI outputs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate evidence and AI outputs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R02,DIGCOMP_3_4,Programming,digital,85,DigComp 2.2,,3.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate analysis pipelines.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate analysis pipelines.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R02,DIGCOMP_5_3,Creatively using digital technologies,digital,80,DigComp 2.2,,5.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Use digital tools creatively for analysis.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Use digital tools creatively for analysis.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R02,DIGCOMP_4_2,Protecting personal data and privacy,digital,80,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect confidential data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect confidential data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R03,DIGCOMP_4_2,Protecting personal data and privacy,digital,95,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect employee and applicant data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect employee and applicant data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R03,DIGCOMP_1_3,"Managing data, information and digital content",digital,85,DigComp 2.2,,1.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage HR records.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage HR records.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R03,DIGCOMP_2_4,Collaborating through digital technologies,digital,80,DigComp 2.2,,2.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Coordinate recruitment and employee services.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Coordinate recruitment and employee services.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R03,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,75,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-assisted screening outputs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-assisted screening outputs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R03,DIGCOMP_5_2,Identifying needs and technological responses,digital,65,DigComp 2.2,,5.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Select appropriate HR technologies.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Select appropriate HR technologies.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R04,DIGCOMP_3_1,Developing digital content,digital,95,DigComp 2.2,,3.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Create digital campaign content.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Create digital campaign content.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R04,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,90,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate analytics and AI outputs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate analytics and AI outputs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R04,DIGCOMP_2_2,Sharing through digital technologies,digital,85,DigComp 2.2,,2.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Publish and share campaign material.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Publish and share campaign material.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R04,DIGCOMP_3_3,Copyright and licences,digital,80,DigComp 2.2,,3.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Apply copyright and licensing rules.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Apply copyright and licensing rules.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R04,DIGCOMP_5_3,Creatively using digital technologies,digital,85,DigComp 2.2,,5.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Experiment with digital and generative tools.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Experiment with digital and generative tools.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R05,DIGCOMP_3_2,Integrating and re-elaborating digital content,digital,90,DigComp 2.2,,3.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Edit and integrate translated digital content.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Edit and integrate translated digital content.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R05,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,90,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate machine-translation output.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate machine-translation output.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R05,DIGCOMP_3_3,Copyright and licences,digital,75,DigComp 2.2,,3.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Respect source-content licensing.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Respect source-content licensing.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R05,DIGCOMP_2_5,Netiquette,digital,75,DigComp 2.2,,2.5,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Adapt language to digital context.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Adapt language to digital context.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R05,DIGCOMP_4_2,Protecting personal data and privacy,digital,80,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect client-confidential material.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect client-confidential material.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R06,DIGCOMP_3_1,Developing digital content,digital,95,DigComp 2.2,,3.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Develop digital visual content.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Develop digital visual content.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R06,DIGCOMP_3_2,Integrating and re-elaborating digital content,digital,95,DigComp 2.2,,3.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Rework content with design and generative tools.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Rework content with design and generative tools.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R06,DIGCOMP_3_3,Copyright and licences,digital,90,DigComp 2.2,,3.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Apply copyright and licensing.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Apply copyright and licensing.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R06,DIGCOMP_5_3,Creatively using digital technologies,digital,90,DigComp 2.2,,5.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Use digital tools creatively.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Use digital tools creatively.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R06,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,75,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-generated visual outputs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate AI-generated visual outputs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R07,DIGCOMP_1_3,"Managing data, information and digital content",digital,95,DigComp 2.2,,1.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage financial records.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Manage financial records.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R07,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,90,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Check automated calculations and AI outputs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Check automated calculations and AI outputs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R07,DIGCOMP_3_4,Programming,digital,80,DigComp 2.2,,3.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate spreadsheet and accounting workflows.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Automate spreadsheet and accounting workflows.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R07,DIGCOMP_4_2,Protecting personal data and privacy,digital,90,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect financial and personal data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect financial and personal data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R07,DIGCOMP_5_1,Solving technical problems,digital,75,DigComp 2.2,,5.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Resolve software and reconciliation issues.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Resolve software and reconciliation issues.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R08,DIGCOMP_2_1,Interacting through digital technologies,digital,95,DigComp 2.2,,2.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Serve customers through digital channels.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Serve customers through digital channels.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R08,DIGCOMP_2_5,Netiquette,digital,90,DigComp 2.2,,2.5,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Communicate appropriately online.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Communicate appropriately online.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R08,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,80,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Verify AI-suggested answers.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Verify AI-suggested answers.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R08,DIGCOMP_4_2,Protecting personal data and privacy,digital,85,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect customer data.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect customer data.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R08,DIGCOMP_5_1,Solving technical problems,digital,70,DigComp 2.2,,5.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Troubleshoot common digital service issues.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Troubleshoot common digital service issues.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R09,DIGCOMP_1_3,"Managing data, information and digital content",digital,95,DigComp 2.2,,1.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Maintain digital files and records.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Maintain digital files and records.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R09,DIGCOMP_2_4,Collaborating through digital technologies,digital,90,DigComp 2.2,,2.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Coordinate calendars and documents.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Coordinate calendars and documents.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R09,DIGCOMP_4_2,Protecting personal data and privacy,digital,90,DigComp 2.2,,4.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect confidential information.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Protect confidential information.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R09,DIGCOMP_3_2,Integrating and re-elaborating digital content,digital,80,DigComp 2.2,,3.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Draft and revise digital documents with AI assistance.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Draft and revise digital documents with AI assistance.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R09,DIGCOMP_5_2,Identifying needs and technological responses,digital,70,DigComp 2.2,,5.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Choose productivity tools for administrative needs.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Choose productivity tools for administrative needs.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R10,DIGCOMP_2_1,Interacting through digital technologies,digital,90,DigComp 2.2,,2.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Teach through digital channels.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Teach through digital channels.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R10,DIGCOMP_3_1,Developing digital content,digital,90,DigComp 2.2,,3.1,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Develop learning content.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Develop learning content.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R10,DIGCOMP_1_2,"Evaluating data, information and digital content",digital,85,DigComp 2.2,,1.2,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate online and AI-generated learning resources.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Evaluate online and AI-generated learning resources.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R10,DIGCOMP_2_4,Collaborating through digital technologies,digital,80,DigComp 2.2,,2.4,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Collaborate with learners and families.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Collaborate with learners and families.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
R10,DIGCOMP_4_3,Protecting health and well-being,digital,75,DigComp 2.2,,4.3,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Support safe and healthy digital learning.,,"curated task-relevance rubric; high 80-100, medium 50-70, low 20-40",Support safe and healthy digital learning.,https://joint-research-centre.ec.europa.eu/digcomp/digcomp-framework_en,pending_two_rater_reconciliation
