role_id,role_title,masco_code,masco_unit_group_code,chosen_esco_code,chosen_esco_title,chosen_esco_uri,mapping_relation,mapping_confidence,mapping_rationale,review_status,production_ready,priority,reviewer,review_date,review_decision,review_notes,masco_source_url,esco_source_url
M214458,Robotic Technologist,214458,2144,3119.2.1,Robotics Engineering Technician,http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Robotics engineering technology.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/7833d5cd-873d-4fdd-b2f8-9762d68494a7
M214459,Aerospace Engineer,214459,2144,2144.1.1,Aerospace Engineer,http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04
M214503,Chemical Engineer,214503,2145,2145.1,Chemical Engineer,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67
M214601,Mining Engineer,214601,2146,2146.8,Mine Planning Engineer,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Mine planning/extraction engineering component; broad mining lifecycle exceeds mine-planning specialization.,pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28
M214606,Petroleum Mining Engineer,214606,2146,2146.10,Petroleum Engineer,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909
M214609,Metallurgist,214609,2146,2146.5,Metallurgist,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf
M214616,Assayer,214616,2146,2146.1,Assayer,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8
M214624,Marine Section Leader,214624,2146,4323.19,Vessel Operations Coordinator,http://data.europa.eu/esco/occupation/0cd0082a-ca15-4dcd-b352-b7600c916d8e,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Vessel operations coordination and readiness; technical section leadership is only partly represented.,pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/0cd0082a-ca15-4dcd-b352-b7600c916d8e
M214641,Hydraulics Engineer,214641,2146,2144.1.7,Fluid Power Engineer,http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,close_match,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Hydraulic machinery, pumps and actuators align with fluid-power engineering.",auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae
M214642,Water Management Engineer,214642,2146,2142.1.11,Water Engineer,http://data.europa.eu/esco/occupation/fcf9024e-277c-43c7-8ec8-8903e5c9c576,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/fcf9024e-277c-43c7-8ec8-8903e5c9c576
M214645,Pipeline Mechanical Engineer,214645,2146,2142.1.7,Pipeline Engineer,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e
M214648,Pipe Stress Engineer,214648,2146,2142.1.7,Pipeline Engineer,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/57ac359a-ae52-4aea-bc9c-93af7efa502e
M214649,Blasting Expert,214649,2146,2146.3,Explosives Engineer,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,broader_proxy,medium,"Blasting Expert concerns mining explosives and controlled blasting. Explosives Engineer is retained as a broader engineering proxy, not abrasive surface blasting or bomb disposal.",auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7
M214901,Explosive Ordnance Engineer,214901,2149,2146.3,Explosives Engineer,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7
M214902,Marine Salvage Engineer,214902,2149,2144.1.10,Marine Engineer,http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03
M214907,Industrial Health and Safety Engineer,214907,2149,2149.10,Health and Safety Engineer,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab
M214913,Field Service Engineer,214913,2149,2144.1.6,Equipment Engineer,http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/1c36dd08-f6a7-43f2-a889-beebedb71c25
M214918,Research Engineer,214918,2149,2149.2.8,Research Engineer,http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509
M214919,Biomedical Engineer,214919,2149,2149.5.1,Biomedical Engineer,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d
M214920,Optical Engineer,214920,2149,2149.12,Optical Engineer,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589
M214921,Quality Assurance/Quality Control Inspection Engineer (QA/QC),214921,2149,2149.2.7,Quality Engineer,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273
M214922,Factories and Machinery Inspector Grade J41,214922,2149,3257.5,Occupational Health and Safety Inspector,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Machinery/workplace inspection proxy; equipment-specific inspection and Malaysian authority need enrichment.,pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/673f3266-ab1a-447d-9b28-fc5838dc07e3
M214923,Commissioning Engineer,214923,2149,2149.6,Commissioning Engineer,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a
M215102,Electrical Engineer,215102,2151,2151.1,Electrical Engineer,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22
M215135,Electrical Energy Auditor,215135,2151,3112.5,Energy Analyst,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d,broader_proxy,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Energy-use analysis and auditing; electrical specialty, competency certification or assistant grade need local enrichment.",auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d
M215136,Electrical Superintendent,215136,2151,3123.1.11,Electrical Supervisor,http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Electrical supervision.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73
M215202,Electronics Engineer,215202,2152,2152.1,Electronics Engineer,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224
M215236,Integrated Circuit Package Assembly Process Engineer (IC),215236,2152,2152.1.7,Microelectronics Engineer,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,broader_proxy,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Integrated-circuit package/assembly engineering, not only circuit design.",auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab
M215301,Telecommunications Engineer,215301,2153,2153.1,Telecommunications Engineer,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2
M215323,Network and System Engineer,215323,2153,2523.3,ICT Network Engineer,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Computer-network systems engineering.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d
M215330,Acoustic Engineer,215330,2153,2149.1,Acoustical Engineer,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e
M216101,Architect Grade J41,216101,2161,2161.1,Architect,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b
M216102,Architect,216102,2161,2161.1,Architect,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b
M216201,Landscape Architect Grade J41,216201,2162,2162.1,Landscape Architect,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41
M216202,Landscape Architect,216202,2162,2162.1,Landscape Architect,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41
M216301,Commercial Products Designer,216301,2163,2163.1,Industrial Designer,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775,partial_proxy,low,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.",pending_low_confidence_review,false,high,,,Pending Review,Below user-authorized Medium threshold. ESCO comparison retained; skill requirements held out.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775
M216326,Green Technology Design Professional,216326,2163,2143.1,Environmental Engineer,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Green-technology design interpreted through environmental engineering; no ICT specialization is imposed.,auto_approved_medium_or_high_test_mapping,false,normal,User-Authorized Automated Confidence Rule,2026-08-30,Approved for Test Mapping,User authorized automatic approval at Medium or High confidence. Mapping relationship retained; not an official crosswalk or exact occupational equivalence. Only ESCO essential links retained as test core candidates; optional skills remain conditional.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968
