role_id,role_title,masco_code,masco_unit_group_code,chosen_esco_code,chosen_esco_title,chosen_esco_uri,mapping_relation,mapping_confidence,mapping_rationale,review_status,production_ready,masco_version,masco_code_printed,chosen_esco_isco_group,d11_esco_code,d11_esco_comparison_codes,d11_esco_comparison_titles,previous_d13_esco_code,previous_d13_esco_title,previous_d13_mapping_relation,original_pre2020_d13_esco_code,change_type,mapping_method,mapping_authority,title_match_type,title_match_score,score_interpretation,same_four_digit_group,use_in_role_skills,specialty_skills_complete,source_quality_flag,source_current_role_id,masco2020_remap_method,profile_basis,masco_source_url,profile_source_url,esco_source_url,display_case_policy
M151113,Data Operations Manager,151113,1511,1330.5,ICT Operations Manager,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,broader_proxy,medium,"Data Operations Manager runs data infrastructure, workflows and service operations. Use ICT Operations Manager rather than assuming enterprise-wide Chief Data Officer authority; data-governance specialization remains incomplete.",auto_approved_medium_or_high_test_mapping,false,2020,1511-13,1330,1330.1,,,1330.1,Chief Data Officer,inherited_test_proxy,,changed_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.909091,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151118,reviewed_functional_equivalent,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-18,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,title_case_with_protected_acronyms_and_product_spellings
M151116,Internet Service Provider,151116,1511,1330.9,Telecommunications Manager,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Internet service provision is telecommunications service/network management.,auto_approved_medium_or_high_test_mapping,false,2020,1511-16,1330,1330.9,,,1330.9,Telecommunications Manager,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.508475,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151104,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-04,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8,title_case_with_protected_acronyms_and_product_spellings
M151117,Network Manager,151117,1511,1330.5,ICT Operations Manager,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,broader_proxy,medium,Network Manager directs services and infrastructure. Reject the operational Network Administrator alias as automatic equivalence because management authority differs; retain the broader ICT operations management profile.,auto_approved_medium_or_high_test_mapping,false,2020,1511-17,1330,1330.5,,,1330.5,ICT Operations Manager,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.697674,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151105,combined_title_split,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-05,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,title_case_with_protected_acronyms_and_product_spellings
M151119,Audio Visual Manager,151119,1511,2654.1.7,Technical Director,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Technical AV direction and service coordination; venue/corporate AV scope differs from performance production.,pending_low_confidence_review,false,2020,1511-19,2654,2654.1.7,,,2654.1.7,Technical Director,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.594595,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M151106,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-06,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,title_case_with_protected_acronyms_and_product_spellings
M151122,Information Technology Project Manager,151122,1511,1330.7,ICT Project Manager,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT project management.,auto_approved_medium_or_high_test_mapping,false,2020,1511-22,1330,1330.7,,,1330.7,ICT Project Manager,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.642857,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151107,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-07,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,title_case_with_protected_acronyms_and_product_spellings
M151123,Information Technology Infrastructure Manager,151123,1511,1330.5,ICT Operations Manager,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,broader_proxy,medium,Information Technology Infrastructure Manager concerns infrastructure resources and daily ICT operations. The broader ICT operations management profile is retained with its scope caveat.,auto_approved_medium_or_high_test_mapping,false,2020,1511-23,1330,1330.5,,,1330.5,ICT Operations Manager,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.515152,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151105,combined_title_split,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-05,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,title_case_with_protected_acronyms_and_product_spellings
M151124,Information Technology Programme Manager,151124,1511,1330.7,ICT Project Manager,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT project delivery proxy; multi-project programme governance is not fully represented.,pending_low_confidence_review,false,2020,1511-24,1330,1330.7,,,1330.7,ICT Project Manager,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.517241,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M151108,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-08,http://data.europa.eu/esco/occupation/8b6388a4-4904-471b-9331-d3b1211f5525,title_case_with_protected_acronyms_and_product_spellings
M151127,Bioinformatics Manager,151127,1511,2131.3,Bioinformatics Scientist,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Bioinformatics function; managerial responsibilities need enrichment.,auto_approved_medium_or_high_test_mapping,false,2020,1511-27,2131,2131.3,,,2131.3,Bioinformatics Scientist,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.818182,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151109,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-09,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,title_case_with_protected_acronyms_and_product_spellings
M151128,Creative Multimedia Manager,151128,1511,2431.7,Creative Director,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Creative multimedia direction.,auto_approved_medium_or_high_test_mapping,false,2020,1511-28,2431,2431.7,,,2431.7,Creative Director,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.744186,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151110,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-10,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,title_case_with_protected_acronyms_and_product_spellings
M151130,Network Operations Manager,151130,1511,1330.5,ICT Operations Manager,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,broader_proxy,medium,"Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT service/infrastructure operations; local community-centre, network or managerial scope varies.",auto_approved_medium_or_high_test_mapping,false,2020,1511-30,1330,1330.5,,,1330.5,ICT Operations Manager,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.851064,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151111,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-11,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,title_case_with_protected_acronyms_and_product_spellings
M151132,Information Technology Business Development Manager,151132,1511,2434.2,ICT Business Development Manager,http://data.europa.eu/esco/occupation/57b459d4-655c-4053-b189-3c249ce33faf,close_match,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT business development.,auto_approved_medium_or_high_test_mapping,false,2020,1511-32,2434,2434.2,,,2434.2,ICT Business Development Manager,close_match,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.756098,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151112,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323,https://emasco.mohr.gov.my/masco/1511-12,http://data.europa.eu/esco/occupation/57b459d4-655c-4053-b189-3c249ce33faf,title_case_with_protected_acronyms_and_product_spellings
M151135,Software Development Manager,151135,1511,1330.5.1,Software Manager,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,close_match,medium,The 2020 application/software development management identity concerns coordinating software teams and delivery; Software Manager is the functional ESCO counterpart.,auto_approved_medium_or_high_test_mapping,false,2020,1511-35,1330,1330.5.1,,,1330.5.1,Software Manager,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.727273,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M151113,combined_title_split,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324,https://emasco.mohr.gov.my/masco/1511-13,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,title_case_with_protected_acronyms_and_product_spellings
M161202,"Director, Nursing",161202,1612,2221.2,Nurse Responsible for General Care,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,partial_proxy,low,"Director, Nursing has leadership and policy duties beyond the ESCO general-care nurse profile. The nursing-care proxy supports a test but is not a director-level equivalence.",pending_low_confidence_review,false,2020,1612-02,2221,2221.2,,,2221.2,Nurse Responsible for General Care,inherited_test_proxy,,retained_esco_occupation,2020_title_and_duty_review,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.666667,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M161203,reviewed_functional_equivalent,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324,https://emasco.mohr.gov.my/masco/1612-03,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,title_case_with_protected_acronyms_and_product_spellings
M161210,Phytonutrients Manager,161210,1612,1223.2,Research and Development Manager,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,partial_proxy,low,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Plant bioactive/phytonutrient R&D leadership; food biotechnology and formulation are missing specialty skills.,pending_low_confidence_review,false,2020,1612-10,1223,1223.2,,,1223.2,Research and Development Manager,partial_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.482759,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,false,Not established,,M161201,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324,https://emasco.mohr.gov.my/masco/1612-01,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,title_case_with_protected_acronyms_and_product_spellings
M161211,Health Educator,161211,1612,3253.1,Community Health Worker,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Community health promotion and education; programme-level scope differs.,auto_approved_medium_or_high_test_mapping,false,2020,1612-11,3253,3253.1,,,3253.1,Community Health Worker,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.47619,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M161202,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324,https://emasco.mohr.gov.my/masco/1612-02,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47,title_case_with_protected_acronyms_and_product_spellings
M211101,Physicist,211101,2111,2111.3,Physicist,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2111-01,2111,2111.3,,,2111.3,Physicist,close_match,2111.3,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211101,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=326,https://emasco.mohr.gov.my/masco/2111-01,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,title_case_with_protected_acronyms_and_product_spellings
M211129,Astronaut,211129,2111,3153.3,Astronaut,http://data.europa.eu/esco/occupation/d4edb527-2e5d-440c-9f8c-cd5caa9cc4d6,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2111-29,3153,3153.3,,,3153.3,Astronaut,close_match,,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M211102,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2111-02,http://data.europa.eu/esco/occupation/d4edb527-2e5d-440c-9f8c-cd5caa9cc4d6,title_case_with_protected_acronyms_and_product_spellings
M211201,Meteorological Officer Grade C41,211201,2112,2112.1,Meteorologist,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Meteorology occupation; environmental/numerical-forecast specialty or public-service grade is not separately represented.,auto_approved_medium_or_high_test_mapping,false,2020,2112-01,2112,2112.1,,,2112.1,Meteorologist,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.628571,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211204,grade_reversion,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2112-04,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,title_case_with_protected_acronyms_and_product_spellings
M211202,Meteorologist,211202,2112,2112.1,Meteorologist,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2112-02,2112,2112.1,,,2112.1,Meteorologist,close_match,2112.1,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211201,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2112-01,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,title_case_with_protected_acronyms_and_product_spellings
M211210,"Meteorologist, Environmental",211210,2112,2112.1,Meteorologist,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Meteorology occupation; environmental/numerical-forecast specialty or public-service grade is not separately represented.,auto_approved_medium_or_high_test_mapping,false,2020,2112-10,2112,2112.1,,,2112.1,Meteorologist,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.65,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211202,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2112-02,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,title_case_with_protected_acronyms_and_product_spellings
M211211,"Meteorologist, Numerical Weather Prediction Modeling",211211,2112,2112.1,Meteorologist,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Meteorology occupation; environmental/numerical-forecast specialty or public-service grade is not separately represented.,auto_approved_medium_or_high_test_mapping,false,2020,2112-11,2112,2112.1,,,2112.1,Meteorologist,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.438356,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211203,title_variant,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2112-03,http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad,title_case_with_protected_acronyms_and_product_spellings
M211302,Chemist,211302,2113,2113.1,Chemist,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2113-02,2113,2113.1,,,2113.1,Chemist,close_match,2113.1,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211301,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327,https://emasco.mohr.gov.my/masco/2113-01,http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,title_case_with_protected_acronyms_and_product_spellings
M211402,Geologist,211402,2114,2114.1,Geologist,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2114-02,2114,2114.1,,,2114.1,Geologist,close_match,2114.1,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211401,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328,https://emasco.mohr.gov.my/masco/2114-01,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,title_case_with_protected_acronyms_and_product_spellings
M211424,Hydrologist,211424,2114,2114.1.5,Hydrologist,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2114-24,2114,2114.1.5,,,2114.1.5,Hydrologist,close_match,2114.1.5,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211402,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328,https://emasco.mohr.gov.my/masco/2114-02,http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9,title_case_with_protected_acronyms_and_product_spellings
M211432,Geoscientist,211432,2114,2114.1,Geologist,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,broader_proxy,medium,Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Geoscience proxy based on geological study; not every geoscience specialty is covered.,auto_approved_medium_or_high_test_mapping,false,2020,2114-32,2114,2114.1,,,2114.1,Geologist,broader_proxy,,retained_esco_occupation,curated_proxy_retained_with_fresh_2020_retrieval,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,non_exact_title,0.827586,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,true,true,Not established,,M211403,exact_normalized_title,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328,https://emasco.mohr.gov.my/masco/2114-03,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,title_case_with_protected_acronyms_and_product_spellings
M212101,Statistician Grade E41,212101,2121,2120.6,Statistician,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,close_match,high,Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.,auto_approved_medium_or_high_test_mapping,false,2020,2121-01,2120,2120.6,,,2120.6,Statistician,close_match,,retained_esco_occupation,2020_unique_preferred_title,Project-derived test crosswalk; not an official MASCO-ESCO crosswalk,exact_preferred_label,1,Fresh 2020-title lexical similarity; not a probability or proof of occupational equivalence,false,true,Not established,,M212105,grade_reversion,Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328,https://emasco.mohr.gov.my/masco/2121-05,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,title_case_with_protected_acronyms_and_product_spellings
