"role_id","masco_code","role_title","rejected_esco_code","rejected_esco_title","chosen_esco_code","chosen_esco_title","reason","rejected_esco_source_url"
"M312215","312215","Quality Control Supervisor","3122.3","Industrial Assembly Supervisor","1321.2.2","Industrial Quality Manager","Quality Control Supervisor leads industrial inspection, tests and corrective actions. Industrial Quality Manager covers the quality function better than general services quality management, but manager/supervisor seniority differs; reject the assembly-supervisor alias.","http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed"
"M313302","313302","Chemical Plant Supervisor","1219.5.1","Chemical Plant Manager","3122.4.2","Chemical Processing Supervisor","Chemical Plant Supervisor coordinates operators, production quality and chemical processes. Chemical Processing Supervisor fits better than a control-room operator or a plant manager responsible for profit-centre investment budgets.","http://data.europa.eu/esco/occupation/81cc1583-3614-4207-8e54-00b8cd4ddf09"
"M314209","314209","Irrigator","7126.5","Irrigation System Installer","7126.6","Irrigation Technician","Irrigator operates, adjusts and maintains irrigation systems in the inherited profile. Irrigation Technician is retained; the exact Irrigator alias under installation-only work is not enough to override the broader operational duties.","http://data.europa.eu/esco/occupation/ef53663e-c295-43a4-a48e-84254270b138"
"M314405","314405","Aquaculture Technician","3142.1","Agricultural Technician","6221.11","Water-Based Aquaculture Technician","Aquaculture Technician is represented by an aquaculture profile; the broad agricultural technician alias does not require a change. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8"
"M321213","321213","Medical Laboratory Technician","3141.2.1","Bacteriology Technician","2269.13","Biomedical Scientist","Medical laboratory practice is not limited to bacteriology. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71"
"M321502","321502","Prosthetic Technician","3214.3","Prosthetist-Orthotist","2269.15","Prosthetic-Orthotics Technician","Prosthetic fabrication technician scope differs from clinical prosthetist-orthotist assessment and fitting. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f"
"M325712","325712","Product Quality Inspector","7543.8","Product Grader","7543.10","Product Quality Inspector","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.","http://data.europa.eu/esco/occupation/cc8f929a-75fa-404d-aa17-3301fb494b4f"
"M325712","325712","Product Quality Inspector","7543.9","Product Quality Controller","7543.10","Product Quality Inspector","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.","http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9"
"M352101","352101","Audio-Visual Technician Grade N19","3521.1.11","Video Technician","3521.1","Audio-Visual Technician","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.","http://data.europa.eu/esco/occupation/a59feab2-9bc9-4b25-97cf-995998164502"
"M352108","352108","Sound Mixer","3521.1.6","Recording Studio Technician","3521.1.10","Sound Operator","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","http://data.europa.eu/esco/occupation/aa50ae49-1e40-4ba9-959f-22a11ff172b4"
"M363201","363201","Designer Grade B19","2654.1","Art Director","2166.9","Graphic Designer","Designer Grade B19 is not art-director seniority. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b"
"M363202","363202","Interior Designer","2161.1.1","Interior Architect","3432.1","Interior Designer","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.","http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7"
"M363202","363202","Interior Designer","3432.1.1","Interior Planner","3432.1","Interior Designer","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed.","http://data.europa.eu/esco/occupation/773e5ea3-235b-4e72-afc5-290dd841eed8"
"M363306","363306","Museum Technician","2621.2","Collection Manager","3433.1","Art Handler","Museum Technician handles objects and supports exhibits. Art Handler covers those technical handling duties; collection-manager authority and all specimen/conservation work are not established.","http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486"
"M363414","363414","Stage Technician","3435.25","Theatre Technician","3435.25.5","Stage Technician","Stage Technician is an exact ESCO preferred occupation. The current cross-media profile is retained as context, not proof of every performance specialization.","http://data.europa.eu/esco/occupation/f09b6100-28a6-4be5-9726-ecf5b24f74f6"
"M422602","422602","Survey Interviewer","4227.1","Market Research Interviewer","4227.2","Survey Enumerator","Survey Interviewer collects government, social and market data. Survey Enumerator is retained as a broad survey profile; the Market Research Interviewer alias is narrower than the source scope.","http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57"
"M431203","431203","Statistical Clerk","4132.1","Data Entry Clerk","3314.2","Statistical Assistant","Statistical Clerk includes statistics-specific support beyond generic data entry. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/6353b3e8-e8f2-4ecb-b230-186927139892"
"M818209","818209","Engine Driver","8311.1","Train Driver","3131.3","Power Production Plant Operator","Engine Driver is stationary industrial internal-combustion plant work in the inherited profile. Retain the power-production operations proxy; reject the same-name Train Driver alias because the equipment and context differ.","http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee"
"M821101","821101","Assembler","8219.8","Metal Products Assembler","8211.2","Industrial Machinery Assembler","Generic assembly is not automatically metal-products assembly. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval.","http://data.europa.eu/esco/occupation/af2f3615-63ab-44dc-957d-c9660410d336"
