"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M214641","214641","Hydraulics Engineer","2144.1.7","Fluid Power Engineer","2144.1.7","Fluid Power Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Hydraulic machinery, pumps and actuators align with fluid-power engineering."
"M214642","214642","Water Management Engineer","2142.1.11","Water Engineer","2142.1.11","Water Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214645","214645","Pipeline Mechanical Engineer","2142.1.7","Pipeline Engineer","2142.1.7","Pipeline Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214648","214648","Pipe Stress Engineer","2142.1.7","Pipeline Engineer","2142.1.7","Pipeline Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214649","214649","Blasting Expert","2146.3","Explosives Engineer","2146.3","Explosives Engineer","false","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","Blasting Expert concerns mining explosives and controlled blasting. Explosives Engineer is retained as a broader engineering proxy, not abrasive surface blasting or bomb disposal."
"M214901","214901","Explosive Ordnance Engineer","2146.3","Explosives Engineer","2146.3","Explosives Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214902","214902","Marine Salvage Engineer","2144.1.10","Marine Engineer","2144.1.10","Marine Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214907","214907","Industrial Health and Safety Engineer","2149.10","Health and Safety Engineer","2149.10","Health and Safety Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M214913","214913","Field Service Engineer","2144.1.6","Equipment Engineer","2144.1.6","Equipment Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214918","214918","Research Engineer","2149.2.8","Research Engineer","2149.2.8","Research Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M214919","214919","Biomedical Engineer","2149.5.1","Biomedical Engineer","2149.5.1","Biomedical Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M214920","214920","Optical Engineer","2149.12","Optical Engineer","2149.12","Optical Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M214921","214921","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","2149.2.7","Quality Engineer","2149.2.7","Quality Engineer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M214922","214922","Factories and Machinery Inspector Grade J41","3257.5","Occupational Health and Safety Inspector","3257.5","Occupational Health and Safety Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Machinery/workplace inspection proxy; equipment-specific inspection and Malaysian authority need enrichment."
"M214923","214923","Commissioning Engineer","2149.6","Commissioning Engineer","2149.6","Commissioning Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M215102","215102","Electrical Engineer","2151.1","Electrical Engineer","2151.1","Electrical Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M215135","215135","Electrical Energy Auditor","3112.5","Energy Analyst","3112.5","Energy Analyst","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Energy-use analysis and auditing; electrical specialty, competency certification or assistant grade need local enrichment."
"M215136","215136","Electrical Superintendent","3123.1.11","Electrical Supervisor","3123.1.11","Electrical Supervisor","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Electrical supervision."
"M215202","215202","Electronics Engineer","2152.1","Electronics Engineer","2152.1","Electronics Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M215236","215236","Integrated Circuit Package Assembly Process Engineer (IC)","2152.1.7","Microelectronics Engineer","2152.1.7","Microelectronics Engineer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Integrated-circuit package/assembly engineering, not only circuit design."
"M215301","215301","Telecommunications Engineer","2153.1","Telecommunications Engineer","2153.1","Telecommunications Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M215323","215323","Network and System Engineer","2523.3","ICT Network Engineer","2523.3","ICT Network Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Computer-network systems engineering."
"M215330","215330","Acoustic Engineer","2149.1","Acoustical Engineer","2149.1","Acoustical Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M216101","216101","Architect Grade J41","2161.1","Architect","2161.1","Architect","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M216102","216102","Architect","2161.1","Architect","2161.1","Architect","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M216201","216201","Landscape Architect Grade J41","2162.1","Landscape Architect","2162.1","Landscape Architect","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M216202","216202","Landscape Architect","2162.1","Landscape Architect","2162.1","Landscape Architect","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M216301","216301","Commercial Products Designer","2163.1","Industrial Designer","2163.1","Industrial Designer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M216326","216326","Green Technology Design Professional","2143.1","Environmental Engineer","2143.1","Environmental Engineer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Green-technology design interpreted through environmental engineering; no ICT specialization is imposed."
"M216401","216401","Urban and Rural Planning Officer Grade J41","2164.4","Urban Planner","2164.4","Urban Planner","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M216402","216402","Town Planner","2164.4","Urban Planner","2164.4","Urban Planner","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Town and urban planning."
"M216404","216404","Traffic Engineer","2164.3","Transport Planner","2164.3","Transport Planner","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M216407","216407","Urban and Regional Planners","2164.4","Urban Planner","2164.4","Urban Planner","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M216501","216501","Geospatialist Grade J41","2165.3","Geographic Information Systems Specialist","2165.3","Geographic Information Systems Specialist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M216502","216502","Surveyor Grade J41","2165.4","Land Surveyor","2165.4","Land Surveyor","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M216503","216503","Cartographer","2165.2","Cartographer","2165.2","Cartographer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M216507","216507","Surveyor","2165.4","Land Surveyor","2165.4","Land Surveyor","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M216601","216601","Designer Grade B41","2166.9","Graphic Designer","2166.9","Graphic Designer","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Public-service Designer grade does not establish Art Director authority. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M217102","217102","Marine Engineer","2144.1.10","Marine Engineer","2144.1.10","Marine Engineer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M217105","217105","Naval Architect","2144.1.14","Naval Architect","2144.1.14","Naval Architect","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M217201","217201","Marine Officer Grade AL41","3115.1.9","Marine Surveyor","3115.1.9","Marine Surveyor","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Vessel safety inspection/survey is one component; registration, port administration and enforcement are not fully represented."
"M217203","217203","Hovercraft Pilot","3152.3","Maritime Pilot","3152.3","Maritime Pilot","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Marine navigation proxy for hovercraft piloting; craft-specific qualification is absent."
"M217205","217205","Port Captain","4323.11","Port Coordinator","4323.11","Port Coordinator","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Port-side vessel and cargo coordination, not command of a ship at sea; port-captain seniority differs."
"M217207","217207","Ship Navigator","3152.1","Deck Officer","3152.1","Deck Officer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Deck navigation/operations; superintendent rank is not represented."
"M217210","217210","Marine Superintendent (Deck)","3152.1","Deck Officer","3152.1","Deck Officer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Deck navigation/operations; superintendent rank is not represented."
"M217211","217211","Shipping Executive","3331.2.2","Shipping Agent","3331.2.2","Shipping Agent","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M217301","217301","Pilot/ Pilot Examiner Grade AT41","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217302","217302","Aircraft Examiner Grade AT41","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217303","217303","Pilot","3153.2","Aircraft Pilot","3153.2","Aircraft Pilot","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M217305","217305","Flight Instructor","3153.2.3","Flight Instructor","3153.2.3","Flight Instructor","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M217310","217310","Aircraft Design Engineer","2144.1.1","Aerospace Engineer","2144.1.1","Aerospace Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Aerospace/aircraft design engineering."
"M217311","217311","Aeronautical Engineer","2144.1.1","Aerospace Engineer","2144.1.1","Aerospace Engineer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M217312","217312","Pilot/Pilot Examiner Grade AT43","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217313","217313","Pilot/Pilot Examiner Grade AT47","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217314","217314","Pilot/Pilot Examiner Grade AT51","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217315","217315","Pilot/Pilot Examiner Grade AT53","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment."
"M217322","217322","Marine Aviation Officer","3154.3","Flight Operations Officer","3154.3","Flight Operations Officer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Aviation operational coordination; marine-service context is not represented."
"M217401","217401","Air Traffic Control Officer Grade A41","3154.1","Air Traffic Controller","3154.1","Air Traffic Controller","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M217402","217402","Air Traffic Controller","3154.1","Air Traffic Controller","3154.1","Air Traffic Controller","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M217403","217403","Operation Centre Controller","3154.3","Flight Operations Officer","3154.3","Flight Operations Officer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Flight operations control, not data-centre control."
"M217501","217501","Railway and Locomotive Operation Officer","1324.3.1.3","Rail Operations Manager","1324.3.1.3","Rail Operations Manager","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Rail operations management; executive grade may differ."
"M218101","218101","Mining Excecutive","1322.1","Mine Manager","1322.1","Mine Manager","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Mining operational management."
"M218201","218201","Manufacturing Executive","1321.2","Manufacturing Manager","1321.2","Manufacturing Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M218202","218202","Quality Assurance Executive","1219.7","Quality Services Manager","1219.7","Quality Services Manager","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: General quality assurance; not ICT-only quality assurance."
"M218207","218207","Store Executive","1324.3.4","Warehouse Manager","1324.3.4","Warehouse Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Stores and inventory management; manager seniority may exceed executive role."
"M218229","218229","Technical Service Adviser","1349.21","Service Manager","1349.21","Service Manager","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Technical service coordination/customer support; management scope is broader than adviser."
"M218231","218231","Material Specialist","2149.11","Materials Engineer","2149.11","Materials Engineer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Materials engineering and selection."
"M218301","218301","Construction Executive","1323.1","Construction Manager","1323.1","Construction Manager","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Construction operations and project coordination."
"M221101","221101","Medical Officer Grade UD41","2211.1","General Practitioner","2211.1","General Practitioner","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Medical Officer UD41/UD43 denotes clinical medical practice in the inherited duties. General Practitioner is the clinical counterpart; the public-service grade does not imply health-and-safety or police work."
"M221102","221102","Medical Doctor","2211.1","General Practitioner","2211.1","General Practitioner","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: General medical practice; public-service grade does not change occupation identity."
"M221107","221107","Medical Doctor, Gynaecology","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221108","221108","Medical Doctor, Cardiology","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221110","221110","Medical Doctor, Obstetrics","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221111","221111","Medical Doctor, Ophthalmology","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221112","221112","Medical Doctor, Psychiatry","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221113","221113","Medical Doctor, Radiology","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221118","221118","Doctor, Skin","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221120","221120","Medical Officer Grade UD43","2211.1","General Practitioner","2211.1","General Practitioner","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Medical Officer UD41/UD43 denotes clinical medical practice in the inherited duties. General Practitioner is the clinical counterpart; the public-service grade does not imply health-and-safety or police work."
"M221201","221201","Ear, Nose and Throat Specialist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
