"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url"
"M216603","Designer Grade B9","216603","2166","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","broader_proxy","medium","Graphic/poster design; government grade is not art-director seniority.","assistant_drafted_pending_domain_validation","False","2166-03","2166","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.666667","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2166-03","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2"
"M217101","Marine Engineer","217101","2171","2144.1.10","marine engineer","http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2171-01","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2171-01","http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03"
"M217102","Naval Architect","217102","2171","2144.1.14","naval architect","http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2171-02","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2171-02","http://data.europa.eu/esco/occupation/5a58da2b-2fa0-40d4-a9f5-fead48e7de88"
"M217201","Hovercraft Pilot","217201","2172","3152.3","maritime pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","partial_proxy","low","Marine navigation proxy for hovercraft piloting; craft-specific qualification is absent.","assistant_drafted_pending_domain_validation","False","2172-01","3152","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.571429","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-01","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777"
"M217202","Port Captain","217202","2172","4323.11","port coordinator","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8","partial_proxy","low","Port-side vessel and cargo coordination, not command of a ship at sea; port-captain seniority differs.","assistant_drafted_pending_domain_validation","False","2172-02","4323","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.571429","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-02","http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8"
"M217203","Ship Navigator","217203","2172","3152.1","deck officer","http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1","broader_proxy","medium","Deck navigation/operations; superintendent rank is not represented.","assistant_drafted_pending_domain_validation","False","2172-03","3152","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.5625","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-03","http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1"
"M217204","Marine Superintendent (Deck)","217204","2172","3152.1","deck officer","http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1","broader_proxy","medium","Deck navigation/operations; superintendent rank is not represented.","assistant_drafted_pending_domain_validation","False","2172-04","3152","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.325581","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-04","http://data.europa.eu/esco/occupation/e3df1f82-3df9-41e5-8487-635e184653d1"
"M217205","Shipping Executive","217205","2172","3331.2.2","shipping agent","http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2172-05","3331","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.731707","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-05","http://data.europa.eu/esco/occupation/8bc845cb-0702-47e4-aabc-4036032b0a8d"
"M217206","Marine Officer Grade AL9","217206","2172","3115.1.9","marine surveyor","http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027","partial_proxy","low","Vessel safety inspection/survey is one component; registration, port administration and enforcement are not fully represented.","assistant_drafted_pending_domain_validation","False","2172-06","3115","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.62069","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2172-06","http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027"
"M217301","Pilot","217301","2173","3153.2","aircraft pilot","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2173-01","3153","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.526316","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-01","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906"
"M217302","Flight Instructor","217302","2173","3153.2.3","flight instructor","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2173-02","3153","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-02","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b"
"M217303","Aircraft Design Engineer","217303","2173","2144.1.1","aerospace engineer","http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04","close_match","medium","Aerospace/aircraft design engineering.","assistant_drafted_pending_domain_validation","False","2173-03","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.77551","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-03","http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04"
"M217304","Aeronautical Engineer","217304","2173","2144.1.1","aerospace engineer","http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2173-04","2144","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-04","http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04"
"M217306","Marine Aviation Officer","217306","2173","3154.3","flight operations officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","partial_proxy","low","Aviation operational coordination; marine-service context is not represented.","assistant_drafted_pending_domain_validation","False","2173-06","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.711111","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-06","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7"
"M217308","Pilot/Pilot Inspector Grade AT9","217308","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-08","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.648649","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-08","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217309","Aircraft Examiner Grade AT9","217309","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-09","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.651163","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-09","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217310","Pilot/Pilot Examiner Grade AT10","217310","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-10","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.434783","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-10","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217311","Pilot/Pilot Examiner Grade AT12","217311","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-11","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.434783","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-11","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217312","Pilot/Pilot Examiner Grade AT13","217312","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-12","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.434783","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-12","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217313","Pilot/Pilot Examiner Grade AT14 (Flight Operation Director)","217313","2173","3154.2","aviation inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","broader_proxy","medium","Pilot examination and aviation inspection; aircraft category and Malaysian licensing authority need enrichment.","assistant_drafted_pending_domain_validation","False","2173-13","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.434783","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2173-13","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074"
"M217401","Air Traffic Controller","217401","2174","3154.1","air traffic controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","2174-01","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2174-01","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0"
"M217402","Operation Centre Controller","217402","2174","3154.3","flight operations officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","broader_proxy","medium","Flight operations control, not data-centre control.","assistant_drafted_pending_domain_validation","False","2174-02","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.530612","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2174-02","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7"
"M217404","Air Traffic Control Officer Grade A9","217404","2174","3154.1","air traffic controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2174-04","3154","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2174-04","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0"
"M217501","Railway and Locomotive Operation Officer","217501","2175","1324.3.1.3","rail operations manager","http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764","broader_proxy","medium","Rail operations management; executive grade may differ.","assistant_drafted_pending_domain_validation","False","2175-01","1324","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.606061","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2175-01","http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764"
"M218101","Mining Executive","218101","2181","1322.1","mine manager","http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada","broader_proxy","medium","Mining operational management.","assistant_drafted_pending_domain_validation","False","2181-01","1322","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.645161","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2181-01","http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada"
"M218201","Manufacturing Executive","218201","2182","1321.2","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","2182-01","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.755556","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-01","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee"
"M218202","Quality Assurance Executive","218202","2182","1219.7","quality services manager","http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3","broader_proxy","medium","General quality assurance; not ICT-only quality assurance.","assistant_drafted_pending_domain_validation","False","2182-02","1219","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.727273","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-02","http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3"
"M218203","Store Executive","218203","2182","1324.3.4","warehouse manager","http://data.europa.eu/esco/occupation/2f5de1ab-eddf-4715-8193-e994912c22ea","partial_proxy","low","Stores and inventory management; manager seniority may exceed executive role.","assistant_drafted_pending_domain_validation","False","2182-03","1324","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.325581","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-03","http://data.europa.eu/esco/occupation/2f5de1ab-eddf-4715-8193-e994912c22ea"
"M218204","Competent Person (CP) - Boilerman","218204","2182","8182.1","boiler operator","http://data.europa.eu/esco/occupation/2cad9c6f-0289-4b26-b247-e65c0089f8f4","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","2182-04","8182","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","reviewed_existing_or_retrieved_candidate","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-04","http://data.europa.eu/esco/occupation/2cad9c6f-0289-4b26-b247-e65c0089f8f4"
"M218205","Technical Service Adviser","218205","2182","1349.21","service manager","http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94","partial_proxy","low","Technical service coordination/customer support; management scope is broader than adviser.","assistant_drafted_pending_domain_validation","False","2182-05","1349","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.653061","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-05","http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94"
"M218206","Material Specialist","218206","2182","2149.11","materials engineer","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81","broader_proxy","medium","Materials engineering and selection.","assistant_drafted_pending_domain_validation","False","2182-06","2149","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.745098","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-06","http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81"
"M218207","Product Development Executive","218207","2182","1223.2.1","product development manager","http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0","broader_proxy","medium","Product development; executive seniority may differ.","assistant_drafted_pending_domain_validation","False","2182-07","1223","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2182-07","http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0"
"M218301","Construction Executive","218301","2183","1323.1","construction manager","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56","broader_proxy","medium","Construction operations and project coordination.","assistant_drafted_pending_domain_validation","False","2183-01","1323","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.68","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2183-01","http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56"
"M221101","Medical Doctor","221101","2211","2211.1","general practitioner","http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6","close_match","medium","General medical practice; public-service grade does not change occupation identity.","assistant_drafted_pending_domain_validation","False","2211-01","2211","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.571429","Lexical similarity, not probability or equivalence confidence","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2211-01","http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6"
"M221102","Medical Doctor (Gynaecology)","221102","2211","2212.1","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","broader_proxy","medium","Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete.","assistant_drafted_pending_domain_validation","False","2211-02","2212","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.538462","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2211-02","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac"
"M221103","Medical Doctor (Cardiology)","221103","2211","2212.1","specialised doctor","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac","broader_proxy","medium","Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete.","assistant_drafted_pending_domain_validation","False","2211-03","2212","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.54902","Lexical similarity, not probability or equivalence confidence","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://emasco.mohr.gov.my/masco/2211-03","http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac"
