"role_id","skill_id","skill_name","skill_type","importance"
"M215303","209a5498-3449-4689-8ed9-bd08cab4fd78","engineering principles","knowledge","100"
"M215303","20c6a2ec-ef98-4f95-8a16-c8006d9242ba","set up sound equipment","skill/competence","50"
"M215303","26879b10-1df9-4071-a4c5-cb8e32eddb99","acoustics","knowledge","100"
"M215303","351cd749-498c-4ed3-9e38-58fc9bbf8f0e","ensure compliance with noise standards","skill/competence","50"
"M215303","3551b8e4-5b45-4983-bfb3-e5bfc029352b","prevent undesired changes to sound design","skill/competence","100"
"M215303","3b64ab47-a874-403a-b781-7b23c2fc3c6c","advise on building matters","skill/competence","50"
"M215303","3bddfd7c-ab6d-40c2-883d-5e97fb7640ba","create software design","skill/competence","50"
"M215303","3e40c7d0-0e36-4b33-bc33-0aa87eda0561","electrical engineering","knowledge","50"
"M215303","42b23922-1c40-4dbe-9e0c-7a568dfdf06b","adjust engineering designs","skill/competence","100"
"M215303","4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb","design principles","knowledge","50"
"M215303","4fabca9a-7435-4f33-b1da-3cdb00340fdc","perform scientific research","skill/competence","100"
"M215303","5cd76739-b8c7-45d1-a950-082dee2d6778","perform soundchecks","skill/competence","100"
"M215303","615cfc39-797f-4229-8e92-159fcf8f3030","building codes","knowledge","50"
"M215303","692ace70-7f97-4214-92bd-88f7637d8a44","physics","knowledge","50"
"M215303","6cad4013-3055-47ba-8316-0720e1a55256","technically design a sound system","skill/competence","100"
"M215303","72a74f69-5cf1-43c5-99b9-62a444578919","engineering processes","knowledge","100"
"M215303","7b5cce4d-c7fe-4119-b48f-70aa05391787","computer science","knowledge","50"
"M215303","7c794fa9-7b30-40a4-a3c8-a34c6bdc367a","assess sound quality","skill/competence","100"
"M215303","88680a21-57f9-46b6-8268-7d8e42aef849","architecture regulations","knowledge","50"
"M215303","8bc1c7da-c832-4896-a441-30d087c46aad","examine engineering principles","skill/competence","50"
"M215303","9ecd4016-b9de-480d-8ec3-9881644f0eda","use sound measuring instruments","skill/competence","100"
"M215303","a520b743-8f40-43ac-a2d5-755899120844","audio technology","knowledge","100"
"M215303","a8d41cca-3bc9-4d2a-ae09-436dabe86e21","draft design specifications","skill/competence","50"
"M215303","b5b09dac-5b28-40a5-b671-5f9aa31f65d8","operate audio equipment","skill/competence","50"
"M215303","b5d7adfd-b8ad-4f12-88fa-e2d161c0b296","develop audio system designs","skill/competence","50"
"M215303","cae4c053-05d1-413d-8499-f37793aad56e","audio editing software","knowledge","50"
"M215303","cbeb1221-10ed-4676-a2a1-576718977001","operate audio-signal processors","skill/competence","50"
"M215303","d329b1ed-6e7a-400e-bca2-7c1936fbfbcb","advise architects","skill/competence","50"
"M215303","f54c10e4-630d-4e50-95e9-4e9e268e8f12","approve engineering design","skill/competence","100"
"M215303","fd4386c5-96f0-4c6e-970c-c08729ae0cc6","develop product design","skill/competence","50"
"M216101","0332f526-6dc0-4f09-8a7c-2b9473c50736","ensure infrastructure accessibility","skill/competence","100"
"M216101","03b9b491-fc9b-4868-914a-bf7cd47b5041","create solutions to problems","skill/competence","100"
"M216101","0afb2715-a6ee-4ad9-ac8a-fb904dd99b61","participate in governmental tenders","skill/competence","50"
"M216101","16d61c6a-30e8-49e2-abbb-d20879eb8afd","design spatial layout of outdoor areas","skill/competence","100"
"M216101","17996b4f-1302-4bd7-a4c7-912b74feccf0","fine arts","knowledge","50"
"M216101","194c05ed-253c-485a-8bf0-0c8de1aaafda","follow work schedule","skill/competence","50"
"M216101","1b73b2a7-aefc-49ef-8b30-b90ca7429984","advise customers on building materials","skill/competence","50"
"M216101","1de548e0-9535-4d2e-9d20-d4474c1ea813","oversee construction project","skill/competence","50"
"M216101","204713d1-a658-435b-b495-765866715755","construction legal systems","knowledge","50"
"M216101","209a5498-3449-4689-8ed9-bd08cab4fd78","engineering principles","knowledge","50"
"M216101","20f57a7f-b90e-4403-8c77-5ddd89b5835b","prepare lesson content","skill/competence","50"
"M216101","2307b2e5-433d-4168-b486-fddb2b5ce129","assess heating and cooling systems","skill/competence","50"
"M216101","27a87847-f6cc-4e49-af0b-3d17da351af6","advise legislators","skill/competence","50"
"M216101","2839f191-cd94-49a9-ac16-46018066b8b2","liaise with local authorities","skill/competence","50"
"M216101","2c4b6914-4b97-4e35-85cb-e6602a8bb04a","carry out tendering","skill/competence","50"
"M216101","2c71ffc8-dae9-4584-ae7f-5b3a78c8cc69","furniture trends","knowledge","50"
"M216101","2dfa5bd5-c87c-461c-bce9-69b2c58732bd","cartography","knowledge","50"
"M216101","2eea3fd6-82ee-4334-8e36-62a0707cade1","design building air tightness","skill/competence","50"
"M216101","32abc65b-333e-4af8-88df-ae2938018fb9","communicate with construction crews","skill/competence","50"
"M216101","34406889-f522-47a7-b60d-8545b36d73bb","design harmonious architecture","skill/competence","50"
"M216101","3a0d4d83-6392-4a81-87f1-5b57b08110b5","satisfy aesthetic requirements","skill/competence","100"
"M216101","3b64ab47-a874-403a-b781-7b23c2fc3c6c","advise on building matters","skill/competence","100"
"M216101","3c1af34b-4562-4c39-a30e-0812b84a147e","use specialised design software","skill/competence","50"
"M216101","3dd3dfa7-51c0-40ef-af46-e2df300489f6","monitor parameters' compliance in construction projects","skill/competence","50"
"M216101","4339176e-3acd-4f7f-a5d9-445bee3d23f2","mathematics","knowledge","50"
"M216101","44d5340c-45df-4478-9e55-2363342a7324","design building retrofitting solutions","skill/competence","100"
"M216101","46454506-fb7c-4ad7-84e0-d4a6a5589ea1","zero-energy building design","knowledge","50"
"M216101","48b68726-0fd6-4e03-a5eb-82236516ee7a","provide cost benefit analysis reports","skill/competence","100"
"M216101","4c598891-db23-4b7c-9b39-233ba8eaf848","landscape architecture","knowledge","50"
"M216101","4ccf7d02-764c-4129-a1df-fa1dd2e12647","meet building regulations","skill/competence","100"
"M216101","4d30ad07-9e39-4899-81dd-02b280f162f9","apply systemic design thinking","skill/competence","50"
"M216101","4e09e2d2-e317-47d2-bf5e-1d6c66be3efc","energy performance of buildings","knowledge","50"
"M216101","4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9","investigate microclimates for buildings","skill/competence","50"
"M216101","54660948-b811-49a9-874c-bf2be5f280a2","satisfy technical requirements","skill/competence","100"
"M216101","589f0d24-0846-4971-bc6c-a42bb274f69a","airtight construction","knowledge","100"
"M216101","5def6d00-daed-4d21-af9e-47938cf1877f","sustainable building design","knowledge","100"
"M216101","5ef7eaab-a17d-479e-860f-04d00e1540e8","communicate with local residents","skill/competence","50"
"M216101","615cfc39-797f-4229-8e92-159fcf8f3030","building codes","knowledge","100"
"M216101","6181f475-110c-497c-a46d-ed2e14e7bc90","ensure compliance with construction project deadline","skill/competence","50"
"M216101","63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3","envelope systems for buildings","knowledge","100"
"M216101","68698869-c13c-4563-adc7-118b7644f45d","identify customer's needs","skill/competence","100"
"M216101","692ace70-7f97-4214-92bd-88f7637d8a44","physics","knowledge","50"
"M216101","7111b95d-0ce3-441a-9d92-4c75d05c4388","project management","knowledge","50"
"M216101","76654176-5cc8-4cb3-b307-4ef1b6c2543c","zoning codes","knowledge","100"
"M216101","77a9c736-154e-4a19-8476-4246ed25fd54","historic architecture","knowledge","50"
"M216101","788df1e1-2991-455a-862e-062897f2a14e","make architectural mock-ups","skill/competence","50"
"M216101","790a335b-2005-4b8a-b6fe-47ff7701ebb7","topography","knowledge","50"
"M216101","7c3cde53-9ff7-4e82-8396-13fdfadd3432","design buildings","skill/competence","100"
"M216101","7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d","finish project within budget","skill/competence","50"
"M216101","7f18039d-dfae-471b-9daa-507f6b2d2842","urban planning","knowledge","100"
"M216101","80c042de-bc1a-4d78-b266-35bc80ba3093","architectural design","knowledge","100"
"M216101","83fc0b2b-6cd2-46af-b1ff-d3fc83604c26","energy efficiency","knowledge","50"
"M216101","87de6e49-ca1c-42a4-8751-5ff0b991966b","negotiate with stakeholders","skill/competence","100"
"M216101","88680a21-57f9-46b6-8268-7d8e42aef849","architecture regulations","knowledge","100"
"M216101","8981d38b-fbc1-4ebe-9300-2357fb71913a","integrate measures in architectural designs","skill/competence","100"
"M216101","8b8de60e-6f9e-4667-895a-80dd14fc4f4a","furniture wood types","knowledge","50"
"M216101","921f52c7-d977-4e84-8b62-adf64fed999f","develop architectural plans","skill/competence","100"
"M216101","92721092-fe7c-4689-96bd-4f02385bc0e7","manage contracts","skill/competence","50"
"M216101","9b5aa426-7daa-4143-8d70-c3623e8c7e60","design window and glazing systems","skill/competence","50"
"M216101","9c07b3e2-b919-4594-b6f2-e01df6e9390f","design microclimates in buildings","skill/competence","50"
"M216101","9f5e899e-a53f-4b7a-a137-aade7fb18b86","architectural theory","knowledge","100"
"M216101","a4c4c0b7-3dc4-4a6b-b1c8-6502cde56a14","consider building constraints in architectural designs","skill/competence","100"
"M216101","aaffe2b8-60b7-468c-8b21-477ef753c390","prepare building permit applications","skill/competence","50"
"M216101","ac51e567-2261-48c7-b0cb-97c07fc60b6c","develop a specific interior design","skill/competence","50"
"M216101","b10c9a92-d6ff-40bc-ac64-4705949a2ac7","perform field research","skill/competence","100"
"M216101","b22e46d7-1c5f-4837-943f-7f75531acc26","identify necessary human resources","skill/competence","100"
"M216101","b34e2ba1-9080-48c9-9b42-ee9192a4d3f1","use CAD software","skill/competence","100"
"M216101","bc54eee1-a858-4f80-afdc-0442a617ef50","conduct field work","skill/competence","100"
"M216101","bc5deb5a-5b54-4241-b52e-68389d9a1e92","create architectural sketches","skill/competence","100"
"M216101","bd2102ea-c8d9-40f6-8327-211450120e96","integrate building requirements in the architectural design","skill/competence","100"
"M216101","be48353d-25c7-4f86-bea9-7b9e248fbc6e","interpret technical requirements","skill/competence","100"
"M216101","bf59255e-782a-4e83-a93c-6055cfdd8e7f","draw blueprints","skill/competence","100"
"M216101","bf5d77ad-e18c-48d8-83f0-bc79c011c74a","develop professional network","skill/competence","50"
"M216101","bf9a2403-850d-4dd3-b266-edaabebc8ab0","evaluate integrated design of buildings","skill/competence","100"
"M216101","c0733631-0c5e-4b5c-a291-aad52ca493ce","adapt existing designs to changed circumstances","skill/competence","50"
"M216101","c24f8b78-95c2-4dd0-8314-0cddaeba0399","write an architectural brief","skill/competence","100"
"M216101","c3ac5c4c-b4b9-4842-b871-43e12cfc0442","green building practices","knowledge","100"
"M216101","c5afeb33-4291-44c9-a89a-373185d0bfef","study the relationship between buildings, people and the environment","skill/competence","100"
"M216101","c69587b4-05d3-45bb-b79b-9b85e6603fc2","provide technical expertise","skill/competence","50"
"M216101","cc0a45a7-4883-4122-af11-7ca6c45a37c2","design building envelope systems","skill/competence","100"
"M216101","ce689fb5-2c21-4f96-a4b0-d02d4af35923","design passive energy measures","skill/competence","100"
"M216101","d39a5880-7d0a-4573-9f70-a75ff875bf83","provide lesson materials","skill/competence","50"
"M216101","d74df140-eb69-43e2-bac9-1cafc824d702","execute feasibility study","skill/competence","100"
"M216101","dab7c301-2a33-454e-8fed-23218fa28eee","environmental design","knowledge","100"
"M216101","dada8e80-2a53-41bf-9eac-f8c1f9971bed","sustainable building materials","knowledge","100"
"M216101","dae7b6eb-dea0-4298-9554-d951656e9389","design open spaces","skill/competence","100"
"M216101","e26e07ca-4a35-42e3-940d-e5868fd38fba","building materials industry","knowledge","50"
"M216101","e541c69c-ea80-4b17-87cb-4001d0b9d303","assess environmental impact","skill/competence","50"
"M216101","e9e57db9-a6ef-4e44-a33c-a022d7c4a17f","environmental indoor quality","knowledge","50"
"M216101","eb15dded-296d-4d7f-a5f4-549ece8b34fd","architectural conservation","knowledge","50"
"M216101","ec6bb2f9-7f46-43f3-a3ad-5233ae3986cd","types of glazing","knowledge","50"
"M216101","ee239d14-bfc8-4939-91ff-824b5814ff67","integrate engineering principles in architectural design","skill/competence","100"
"M216101","f03a3387-c4a7-41e3-a5d4-dd4577147940","integrated design","knowledge","100"
"M216101","f76eeb55-2ad1-40ef-ba09-fa60e2c28b40","design an artificial lighting system","skill/competence","50"
"M216101","fae7e545-5114-43cc-8e83-178e2549ecb9","building information modelling","knowledge","100"
"M216102","0332f526-6dc0-4f09-8a7c-2b9473c50736","ensure infrastructure accessibility","skill/competence","100"
"M216102","03b9b491-fc9b-4868-914a-bf7cd47b5041","create solutions to problems","skill/competence","100"
"M216102","0afb2715-a6ee-4ad9-ac8a-fb904dd99b61","participate in governmental tenders","skill/competence","50"
"M216102","16d61c6a-30e8-49e2-abbb-d20879eb8afd","design spatial layout of outdoor areas","skill/competence","100"
"M216102","17996b4f-1302-4bd7-a4c7-912b74feccf0","fine arts","knowledge","50"
"M216102","194c05ed-253c-485a-8bf0-0c8de1aaafda","follow work schedule","skill/competence","50"
"M216102","1b73b2a7-aefc-49ef-8b30-b90ca7429984","advise customers on building materials","skill/competence","50"
"M216102","1de548e0-9535-4d2e-9d20-d4474c1ea813","oversee construction project","skill/competence","50"
"M216102","204713d1-a658-435b-b495-765866715755","construction legal systems","knowledge","50"
"M216102","209a5498-3449-4689-8ed9-bd08cab4fd78","engineering principles","knowledge","50"
"M216102","20f57a7f-b90e-4403-8c77-5ddd89b5835b","prepare lesson content","skill/competence","50"
"M216102","2307b2e5-433d-4168-b486-fddb2b5ce129","assess heating and cooling systems","skill/competence","50"
"M216102","27a87847-f6cc-4e49-af0b-3d17da351af6","advise legislators","skill/competence","50"
"M216102","2839f191-cd94-49a9-ac16-46018066b8b2","liaise with local authorities","skill/competence","50"
"M216102","2c4b6914-4b97-4e35-85cb-e6602a8bb04a","carry out tendering","skill/competence","50"
"M216102","2c71ffc8-dae9-4584-ae7f-5b3a78c8cc69","furniture trends","knowledge","50"
"M216102","2dfa5bd5-c87c-461c-bce9-69b2c58732bd","cartography","knowledge","50"
"M216102","2eea3fd6-82ee-4334-8e36-62a0707cade1","design building air tightness","skill/competence","50"
"M216102","32abc65b-333e-4af8-88df-ae2938018fb9","communicate with construction crews","skill/competence","50"
"M216102","34406889-f522-47a7-b60d-8545b36d73bb","design harmonious architecture","skill/competence","50"
"M216102","3a0d4d83-6392-4a81-87f1-5b57b08110b5","satisfy aesthetic requirements","skill/competence","100"
"M216102","3b64ab47-a874-403a-b781-7b23c2fc3c6c","advise on building matters","skill/competence","100"
"M216102","3c1af34b-4562-4c39-a30e-0812b84a147e","use specialised design software","skill/competence","50"
"M216102","3dd3dfa7-51c0-40ef-af46-e2df300489f6","monitor parameters' compliance in construction projects","skill/competence","50"
"M216102","4339176e-3acd-4f7f-a5d9-445bee3d23f2","mathematics","knowledge","50"
"M216102","44d5340c-45df-4478-9e55-2363342a7324","design building retrofitting solutions","skill/competence","100"
"M216102","46454506-fb7c-4ad7-84e0-d4a6a5589ea1","zero-energy building design","knowledge","50"
"M216102","48b68726-0fd6-4e03-a5eb-82236516ee7a","provide cost benefit analysis reports","skill/competence","100"
"M216102","4c598891-db23-4b7c-9b39-233ba8eaf848","landscape architecture","knowledge","50"
"M216102","4ccf7d02-764c-4129-a1df-fa1dd2e12647","meet building regulations","skill/competence","100"
"M216102","4d30ad07-9e39-4899-81dd-02b280f162f9","apply systemic design thinking","skill/competence","50"
"M216102","4e09e2d2-e317-47d2-bf5e-1d6c66be3efc","energy performance of buildings","knowledge","50"
"M216102","4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9","investigate microclimates for buildings","skill/competence","50"
"M216102","54660948-b811-49a9-874c-bf2be5f280a2","satisfy technical requirements","skill/competence","100"
"M216102","589f0d24-0846-4971-bc6c-a42bb274f69a","airtight construction","knowledge","100"
"M216102","5def6d00-daed-4d21-af9e-47938cf1877f","sustainable building design","knowledge","100"
"M216102","5ef7eaab-a17d-479e-860f-04d00e1540e8","communicate with local residents","skill/competence","50"
"M216102","615cfc39-797f-4229-8e92-159fcf8f3030","building codes","knowledge","100"
"M216102","6181f475-110c-497c-a46d-ed2e14e7bc90","ensure compliance with construction project deadline","skill/competence","50"
"M216102","63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3","envelope systems for buildings","knowledge","100"
"M216102","68698869-c13c-4563-adc7-118b7644f45d","identify customer's needs","skill/competence","100"
"M216102","692ace70-7f97-4214-92bd-88f7637d8a44","physics","knowledge","50"
"M216102","7111b95d-0ce3-441a-9d92-4c75d05c4388","project management","knowledge","50"
"M216102","76654176-5cc8-4cb3-b307-4ef1b6c2543c","zoning codes","knowledge","100"
"M216102","77a9c736-154e-4a19-8476-4246ed25fd54","historic architecture","knowledge","50"
"M216102","788df1e1-2991-455a-862e-062897f2a14e","make architectural mock-ups","skill/competence","50"
"M216102","790a335b-2005-4b8a-b6fe-47ff7701ebb7","topography","knowledge","50"
"M216102","7c3cde53-9ff7-4e82-8396-13fdfadd3432","design buildings","skill/competence","100"
"M216102","7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d","finish project within budget","skill/competence","50"
"M216102","7f18039d-dfae-471b-9daa-507f6b2d2842","urban planning","knowledge","100"
"M216102","80c042de-bc1a-4d78-b266-35bc80ba3093","architectural design","knowledge","100"
"M216102","83fc0b2b-6cd2-46af-b1ff-d3fc83604c26","energy efficiency","knowledge","50"
"M216102","87de6e49-ca1c-42a4-8751-5ff0b991966b","negotiate with stakeholders","skill/competence","100"
"M216102","88680a21-57f9-46b6-8268-7d8e42aef849","architecture regulations","knowledge","100"
"M216102","8981d38b-fbc1-4ebe-9300-2357fb71913a","integrate measures in architectural designs","skill/competence","100"
"M216102","8b8de60e-6f9e-4667-895a-80dd14fc4f4a","furniture wood types","knowledge","50"
"M216102","921f52c7-d977-4e84-8b62-adf64fed999f","develop architectural plans","skill/competence","100"
"M216102","92721092-fe7c-4689-96bd-4f02385bc0e7","manage contracts","skill/competence","50"
"M216102","9b5aa426-7daa-4143-8d70-c3623e8c7e60","design window and glazing systems","skill/competence","50"
"M216102","9c07b3e2-b919-4594-b6f2-e01df6e9390f","design microclimates in buildings","skill/competence","50"
"M216102","9f5e899e-a53f-4b7a-a137-aade7fb18b86","architectural theory","knowledge","100"
"M216102","a4c4c0b7-3dc4-4a6b-b1c8-6502cde56a14","consider building constraints in architectural designs","skill/competence","100"
"M216102","aaffe2b8-60b7-468c-8b21-477ef753c390","prepare building permit applications","skill/competence","50"
"M216102","ac51e567-2261-48c7-b0cb-97c07fc60b6c","develop a specific interior design","skill/competence","50"
"M216102","b10c9a92-d6ff-40bc-ac64-4705949a2ac7","perform field research","skill/competence","100"
"M216102","b22e46d7-1c5f-4837-943f-7f75531acc26","identify necessary human resources","skill/competence","100"
"M216102","b34e2ba1-9080-48c9-9b42-ee9192a4d3f1","use CAD software","skill/competence","100"
"M216102","bc54eee1-a858-4f80-afdc-0442a617ef50","conduct field work","skill/competence","100"
"M216102","bc5deb5a-5b54-4241-b52e-68389d9a1e92","create architectural sketches","skill/competence","100"
"M216102","bd2102ea-c8d9-40f6-8327-211450120e96","integrate building requirements in the architectural design","skill/competence","100"
"M216102","be48353d-25c7-4f86-bea9-7b9e248fbc6e","interpret technical requirements","skill/competence","100"
"M216102","bf59255e-782a-4e83-a93c-6055cfdd8e7f","draw blueprints","skill/competence","100"
"M216102","bf5d77ad-e18c-48d8-83f0-bc79c011c74a","develop professional network","skill/competence","50"
"M216102","bf9a2403-850d-4dd3-b266-edaabebc8ab0","evaluate integrated design of buildings","skill/competence","100"
"M216102","c0733631-0c5e-4b5c-a291-aad52ca493ce","adapt existing designs to changed circumstances","skill/competence","50"
"M216102","c24f8b78-95c2-4dd0-8314-0cddaeba0399","write an architectural brief","skill/competence","100"
"M216102","c3ac5c4c-b4b9-4842-b871-43e12cfc0442","green building practices","knowledge","100"
"M216102","c5afeb33-4291-44c9-a89a-373185d0bfef","study the relationship between buildings, people and the environment","skill/competence","100"
"M216102","c69587b4-05d3-45bb-b79b-9b85e6603fc2","provide technical expertise","skill/competence","50"
"M216102","cc0a45a7-4883-4122-af11-7ca6c45a37c2","design building envelope systems","skill/competence","100"
"M216102","ce689fb5-2c21-4f96-a4b0-d02d4af35923","design passive energy measures","skill/competence","100"
"M216102","d39a5880-7d0a-4573-9f70-a75ff875bf83","provide lesson materials","skill/competence","50"
"M216102","d74df140-eb69-43e2-bac9-1cafc824d702","execute feasibility study","skill/competence","100"
"M216102","dab7c301-2a33-454e-8fed-23218fa28eee","environmental design","knowledge","100"
"M216102","dada8e80-2a53-41bf-9eac-f8c1f9971bed","sustainable building materials","knowledge","100"
"M216102","dae7b6eb-dea0-4298-9554-d951656e9389","design open spaces","skill/competence","100"
"M216102","e26e07ca-4a35-42e3-940d-e5868fd38fba","building materials industry","knowledge","50"
"M216102","e541c69c-ea80-4b17-87cb-4001d0b9d303","assess environmental impact","skill/competence","50"
"M216102","e9e57db9-a6ef-4e44-a33c-a022d7c4a17f","environmental indoor quality","knowledge","50"
"M216102","eb15dded-296d-4d7f-a5f4-549ece8b34fd","architectural conservation","knowledge","50"
"M216102","ec6bb2f9-7f46-43f3-a3ad-5233ae3986cd","types of glazing","knowledge","50"
"M216102","ee239d14-bfc8-4939-91ff-824b5814ff67","integrate engineering principles in architectural design","skill/competence","100"
"M216102","f03a3387-c4a7-41e3-a5d4-dd4577147940","integrated design","knowledge","100"
"M216102","f76eeb55-2ad1-40ef-ba09-fa60e2c28b40","design an artificial lighting system","skill/competence","50"
"M216102","fae7e545-5114-43cc-8e83-178e2549ecb9","building information modelling","knowledge","100"
"M216201","13f7cd7c-6ec5-4186-8744-de3c780b973d","advise on landscapes","skill/competence","100"
"M216201","16d61c6a-30e8-49e2-abbb-d20879eb8afd","design spatial layout of outdoor areas","skill/competence","100"
"M216201","194c05ed-253c-485a-8bf0-0c8de1aaafda","follow work schedule","skill/competence","50"
"M216201","1f51e46a-4588-4c1d-b507-3f9ea480dde2","design landscape schemes","skill/competence","100"
"M216201","2839f191-cd94-49a9-ac16-46018066b8b2","liaise with local authorities","skill/competence","50"
"M216201","2c4b6914-4b97-4e35-85cb-e6602a8bb04a","carry out tendering","skill/competence","50"
"M216201","39e71107-3aa9-41a0-809c-edea477c968f","conduct land surveys","skill/competence","50"
"M216201","3e25fd3e-2bcd-4320-9587-0aadf7fb93b1","advise on soil and water protection","skill/competence","50"
"M216201","432ab648-aece-4237-969f-8bca94fe181c","use manual draughting techniques","skill/competence","50"
"M216201","440f64e5-e66c-45ee-bc29-53c14a2ad720","use geographic information systems","skill/competence","50"
"M216201","46454506-fb7c-4ad7-84e0-d4a6a5589ea1","zero-energy building design","knowledge","50"
"M216201","469e19ed-a0bd-445a-ae2d-4ba9430e296b","promote sustainability","skill/competence","50"
"M216201","48b68726-0fd6-4e03-a5eb-82236516ee7a","provide cost benefit analysis reports","skill/competence","100"
"M216201","4c598891-db23-4b7c-9b39-233ba8eaf848","landscape architecture","knowledge","100"
"M216201","4e09e2d2-e317-47d2-bf5e-1d6c66be3efc","energy performance of buildings","knowledge","50"
"M216201","5368a46a-54b5-4874-a06f-964d557c1cfb","green space strategies","knowledge","100"
"M216201","541561bc-510c-4a99-881c-2d8bf5a85462","use technical drawing software","skill/competence","50"
"M216201","5ef7eaab-a17d-479e-860f-04d00e1540e8","communicate with local residents","skill/competence","50"
"M216201","6055a4be-3f41-47e3-acd1-0535fa17e04c","landscape design","knowledge","100"
"M216201","68698869-c13c-4563-adc7-118b7644f45d","identify customer's needs","skill/competence","100"
"M216201","68e8e227-b843-4f2b-8572-9cbe63aada3a","specify landscape design components","skill/competence","100"
"M216201","69c865d1-39d6-48ae-b33f-75a7e9cc1811","operate landscaping equipment","skill/competence","50"
"M216201","6c1143b7-1a4c-49ba-849a-ae328673e566","soil structure","knowledge","50"
"M216201","6db3ac8e-8636-4ced-965b-75e35c3193c3","aesthetics","knowledge","100"
"M216201","6ebb869b-3931-4c7f-b168-07e2a271b1bc","lead hard landscape projects","skill/competence","50"
"M216201","6ed67cf0-d8b9-4025-8b6e-a29a11e6b977","build a product's physical model","skill/competence","50"
"M216201","705f5906-9b08-4562-9544-46f6ab944a7e","forest conservation","knowledge","50"
"M216201","73997f48-cd9d-4724-872d-86ecbb2ed9a2","plant species","knowledge","50"
"M216201","76654176-5cc8-4cb3-b307-4ef1b6c2543c","zoning codes","knowledge","100"
"M216201","77a9c736-154e-4a19-8476-4246ed25fd54","historic architecture","knowledge","50"
"M216201","7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d","finish project within budget","skill/competence","50"
"M216201","7f18039d-dfae-471b-9daa-507f6b2d2842","urban planning","knowledge","100"
"M216201","82887396-e5bf-4306-af51-3fe8d82790b2","civil engineering","knowledge","50"
"M216201","83fc0b2b-6cd2-46af-b1ff-d3fc83604c26","energy efficiency","knowledge","50"
"M216201","88680a21-57f9-46b6-8268-7d8e42aef849","architecture regulations","knowledge","100"
"M216201","8981d38b-fbc1-4ebe-9300-2357fb71913a","integrate measures in architectural designs","skill/competence","100"
"M216201","921f52c7-d977-4e84-8b62-adf64fed999f","develop architectural plans","skill/competence","100"
"M216201","9c2dc96b-5d53-4d26-8d90-644d10c3ba1c","create landscape designs","skill/competence","50"
"M216201","9e14c1d8-72f2-45ba-815d-0d12e12d19fa","create thematic maps","skill/competence","50"
"M216201","a3f1d933-728d-494a-a260-293132b8fdd4","characteristics of plants","knowledge","50"
"M216201","a8429098-ddac-481b-91e7-688d021c092e","ecology","knowledge","100"
"M216201","b34e2ba1-9080-48c9-9b42-ee9192a4d3f1","use CAD software","skill/competence","50"
"M216201","bad66a63-4e3f-41f9-9e5d-a4d5f12f8d36","create GIS reports","skill/competence","50"
"M216201","bf056c12-eaba-4f00-b5a9-c4add7f841f3","landscaping materials","knowledge","50"
"M216201","c3ac5c4c-b4b9-4842-b871-43e12cfc0442","green building practices","knowledge","50"
"M216201","c69587b4-05d3-45bb-b79b-9b85e6603fc2","provide technical expertise","skill/competence","50"
"M216201","d96e25fe-18f2-47bc-9939-bad113934204","manage landscape design projects","skill/competence","100"
"M216201","dcb01a4f-720a-480f-b61a-11a1286d56f3","horticulture principles","knowledge","50"
"M216201","e541c69c-ea80-4b17-87cb-4001d0b9d303","assess environmental impact","skill/competence","50"
"M216201","f2704539-8b55-4164-8911-e550a1f9c47f","flower and plant products","knowledge","50"
"M216201","fdeabe51-1d92-4770-acfe-eff9769b3d4f","landscape analysis","knowledge","100"
"M216201","fff5bc45-b506-4466-8977-4869079c1cb2","coordinate construction activities","skill/competence","50"
"M216202","13f7cd7c-6ec5-4186-8744-de3c780b973d","advise on landscapes","skill/competence","100"
"M216202","16d61c6a-30e8-49e2-abbb-d20879eb8afd","design spatial layout of outdoor areas","skill/competence","100"
"M216202","194c05ed-253c-485a-8bf0-0c8de1aaafda","follow work schedule","skill/competence","50"
"M216202","1f51e46a-4588-4c1d-b507-3f9ea480dde2","design landscape schemes","skill/competence","100"
"M216202","2839f191-cd94-49a9-ac16-46018066b8b2","liaise with local authorities","skill/competence","50"
"M216202","2c4b6914-4b97-4e35-85cb-e6602a8bb04a","carry out tendering","skill/competence","50"
"M216202","39e71107-3aa9-41a0-809c-edea477c968f","conduct land surveys","skill/competence","50"
"M216202","3e25fd3e-2bcd-4320-9587-0aadf7fb93b1","advise on soil and water protection","skill/competence","50"
"M216202","432ab648-aece-4237-969f-8bca94fe181c","use manual draughting techniques","skill/competence","50"
"M216202","440f64e5-e66c-45ee-bc29-53c14a2ad720","use geographic information systems","skill/competence","50"
"M216202","46454506-fb7c-4ad7-84e0-d4a6a5589ea1","zero-energy building design","knowledge","50"
"M216202","469e19ed-a0bd-445a-ae2d-4ba9430e296b","promote sustainability","skill/competence","50"
"M216202","48b68726-0fd6-4e03-a5eb-82236516ee7a","provide cost benefit analysis reports","skill/competence","100"
"M216202","4c598891-db23-4b7c-9b39-233ba8eaf848","landscape architecture","knowledge","100"
