"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","cleaned_masco_title","masco_description","masco_tasks","esco_description","esco_alternate_labels","matched_esco_label","matched_label_type","retrieval_score","retrieval_score_is_probability","source_quality_flag","masco_source_url","esco_source_url"
"M254203","Game Producer (Digital)","254203","2542","1223.2.1.3","games development manager","http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a","close_match","medium","Games production and development management.","assistant_drafted_pending_domain_validation","False","Game Producer (Digital)","Game Producer (Digital) oversees the full development of digital games and interactive media, combining artistic and technical expertise to guide projects from concept to release. They coordinate cross-functional teams, manage production schedules, budgets, and technical standards, and ensure the creative vision is achieved while maintaining effective communication between development teams and stakeholders.","Plan and manage the full game production pipeline from concept to release. Coordinate with design, development, and art teams to ensure smooth progress. Monitor project timelines, deliverables, and milestones to keep on schedule. Manage budgets and allocate resources efficiently. Oversee the creation and integration of game content. Identify and mitigate production risks throughout development. Ensure the overall gameplay experience, visual style, and game quality meet objectives. Liaise with publishers, marketing, and external stakeholders for release plans. Maintain production documentation, reports, and workflow records. Continuously improve production workflows, tools, and team efficiency.","Games development managers supervise and coordinate the creation, development, distribution, and selling of games. They communicate with manufacturers to ensure the production of games.","gambling development director
gambling project and product development manager
gaming development manager
gaming development director
gaming project and product development director
games project and product development director
games development director
gambling project and product development director
gambling development manager
gaming project and product development manager
games project and product development manager","games project and product development director","alternate","0.610294","False","","https://emasco.mohr.gov.my/masco/2542-03","http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a"
"M254204","Concept Artist","254204","2542","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","broader_proxy","medium","Digital concept-art production; game/film pre-production specialization is not separately represented. Avoid fine-art conceptual-artist alias.","assistant_drafted_pending_domain_validation","False","Concept Artist","Concept Artist creates and develops the initial visual design concepts for a character, environment, prop, or other element across media such as video games, films, and animation. They produce visual components that establish the artistic direction of a project, collaborating with designers, developers, and animators to ensure that visuals are both appealing and integrated effectively.","Produce and develop concept art, illustrations, and visual assets for characters, environments, props, and user interfaces. Create 2D and 3D artwork, including animations and visual effects, suitable for integration into games or digital content. Develop mood boards, prototypes, and visual storytelling elements to guide the overall style and direction of projects. Collaborate with art directors, designers, developers, and other creative teams to align visuals with project goals and gameplay requirements. Refine visual assets based on stakeholder feedback to ensure quality and consistency. Ensure all artwork meets technical requirements and is suitable for integration into game engines or digital platforms. Organise production of visual content to meet project deadlines and technical requirements.","Digital artists create art which applies digital technology as an essential part of the creative process. Digital art is usually created using computers or more specialised digital equipment. It may be enjoyed using the same instruments, shared over the internet, or presented using more traditional media.","digital matte painter
computer-generated imagery artist
digital matte artist
computer artist
digital games artist
digital compositor
special effects digital artist
digital environment artist
3D digital artist
digital scupltress
3D digital matte painter
digital designer and animator
digital sculptor","computer artist","alternate","0.629683","False","","https://emasco.mohr.gov.my/masco/2542-04","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f"
"M254205","Technical Artist","254205","2542","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","partial_proxy","low","Digital-art production proxy; technical pipeline, shaders and programming need enrichment.","assistant_drafted_pending_domain_validation","False","Technical Artist","Technical Artist works at the intersection of art and technology, ensuring that visual assets are efficiently integrated into digital media production pipelines, particularly for video games and animation. They facilitate collaboration between art and programming teams, optimise workflows, and address technical challenges to maintain visual quality and performance. The role may involve customizing tools, developing scripts, and supporting both the creative and functional aspects of a project.","Develop and maintain efficient art production pipelines. Develop scripts and custom tools to enhance art production workflow. Integrate animations, models, and audio assets into game engines. Debug technical issues related to art, animations, and audio assets. Optimise textures, shaders, and other visual elements for performance. Create 2D, 3D, and animated visual art assets for games. Ensure artistic visions are technically feasible in collaboration with programmers and designers.","Digital artists create art which applies digital technology as an essential part of the creative process. Digital art is usually created using computers or more specialised digital equipment. It may be enjoyed using the same instruments, shared over the internet, or presented using more traditional media.","digital matte painter
computer-generated imagery artist
digital matte artist
computer artist
digital games artist
digital compositor
special effects digital artist
digital environment artist
3D digital artist
digital scupltress
3D digital matte painter
digital designer and animator
digital sculptor","digital artist","preferred","0.671499","False","","https://emasco.mohr.gov.my/masco/2542-05","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f"
"M254206","Creative, Performing and Media Production Directors","254206","2542","2431.7","creative director","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb","broader_proxy","medium","Creative direction; composite performing-media roles need further specialization.","assistant_drafted_pending_domain_validation","False","Creative, Performing and Media Production Directors","Creative, Performing and Media Production Directors lead and manage the visual and artistic aspects of creative projects across media platforms. They develop overall design concepts, ensure visual consistency, and oversee production to deliver engaging and high-quality content, coordinating teams and collaborating with stakeholders to realise the creative vision.","Develop and implement the overall creative vision and visual strategy for projects, campaigns, or media productions. Lead, mentor, and manage a team of designers, animators, and creative professionals. Oversee the production pipeline, ensuring timely delivery of high-quality 2D, 3D, and animated content. Review, approve, and provide feedback on artwork, layouts, animation sequences, and final visuals. Collaborate with directors, producers, marketing, and other departments to align on creative objectives. Ensure all work meets quality standards, artistic direction, and technical requirements. Conceptualise and develop storytelling elements and visual designs for various creative media. Present creative concepts and project updates to clients or stakeholders. Apply industry trends, new techniques, and technologies to enhance creative outputs.","Creative directors manage the team that is responsible for the creation of advertisements and commercials. They oversee the whole creation process. Creative directors pitch the designs of their team to the client.","advertising director
chief design officer
executive creative director
creative manager
creative services manager
design strategist
design director
creative coordinator","creative director","preferred","0.729561","False","","https://emasco.mohr.gov.my/masco/2542-06","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb"
"M254207","Graphics Programmer","254207","2542","2513.1","digital games developer","http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81","partial_proxy","low","Games graphics programming; a software occupation is used, not graphic design.","assistant_drafted_pending_domain_validation","False","Graphics Programmer","Graphics Programmer develops and optimises visual elements for a digital application, particularly in a video game, simulation, or computer graphics project. They design and implement rendering systems, ensuring efficient real-time graphics performance, and collaborate with designers and artists to translate visual concepts into a functional digital experience. Their work combines advanced knowledge of computer graphics, mathematical modelling, and software development to deliver smooth and visually compelling outputs.","Design and implement real-time rendering algorithms. Write, optimise, and debug shader code for graphics performance. Maintain and improve rendering pipelines within game engines. Integrate visual effects and platform-specific graphical features. Collaborate with designers and artists to realise visual concepts. Optimise graphical performance and ensure stability across different platforms and devices. Support the creation and integration of 2D, 3D, and animated visual assets in collaboration with artists. Coordinate with production teams to meet project deadlines and budgets.","Digital games developers program, implement and document digital games. They implement technical standards in gameplay, graphics, sound and functionality.","digital games developers
digital game developer
computer games developer
games programmer
video games developer
virtual games developer","games programmer","alternate","0.539571","False","","https://emasco.mohr.gov.my/masco/2542-07","http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81"
"M254208","Graphics Creator","254208","2542","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","partial_proxy","low","Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table.","assistant_drafted_pending_domain_validation","False","Graphics Creator","Graphics Creator designs, produces, and integrates visual and multimedia content across digital, print, and interactive platforms to meet commercial, promotional, or entertainment objectives. They may work with static and moving images, 2D and 3D animation, and audio-visual elements in video games, films, advertising, and virtual reality, ensuring that the content is engaging, visually consistent, and aligned with project or brand objectives.","Design and animate 2D and 3D graphics, characters, environments, and assets. Create and integrate soundtracks, sound effects, and music into multimedia project deliverables. Develop animations, motion graphics, and visual effects for games, films, and digital platforms. Understand project briefs and conceptualise creative ideas aligned with client or project requirements. Collaborate with creative, technical teams, and external partners to meet project goals. Collaborate with team members and provide guidance to maintain quality and productivity. Prepare and revise visual and audio content based on feedback from stakeholders or clients. Ensure technical performance, compatibility, and consistency across digital and print platforms. Use industry-standard software, digital tools, and game engines to produce and manage multimedia content.","Graphic designers create text and images to communicate ideas. They make visual concepts by hand or using computer software, intended for publishing in paper or online media such as advertisements, websites, and magazines.","advertising artist
graphic design expert
graphic artist
graphics designer
graphic design specialist
commercial graphic designer
commercial designer","graphics designer","alternate","0.684375","False","","https://emasco.mohr.gov.my/masco/2542-08","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2"
"M254301","Web Designer","254301","2543","2166.15","web designer","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Web Designer","Web Designer designs and develops the visual layout and user interface of websites to ensure they are functional, accessible, and aligned with organisational branding. They plan and implement page structures, navigation systems, and interactive elements, and test websites to ensure compatibility and usability across different browsers and devices. They are responsible for overseeing the design process from concept through to deployment, ensuring an effective and consistent user experience.","Develop original website design concepts to enhance usability and aesthetics. Create wireframes, user flows, storyboards, and site maps to define website structure and navigation. Execute visual user interface design from concept through to final implementation. Collaborate with developers and stakeholders to ensure design alignment with technical requirements and project objectives. Develop and maintain detailed user interface specifications and design documentation. Conduct user research and usability testing, and refine interfaces based on findings. Ensure website designs are responsive and compatible across devices and screen sizes. Present design concepts and outputs to stakeholders and refine designs based on feedback.","Web designers are in charge of creating the visual elements, layout and other aspects such as the easiness of use of a website. They follow the different phases of a website creation from the design to the implementation until it goes live. They work side by side with front-end developers to design user interfaces that met the needs of customers and are also appealing. They are responsible of developing mock-ups and of confirming the technical feasibility of the product. They can use and put together various types of elements for the website including graphics, animations, text, videos and photos. They are in contact with clients and stakeholders of the company to ensure that the design of the website meets their needs.","website designer
digital designer
multimedia web designer
marketing web designer
interactive web designer
graphic web designer
web page designer
web design consultant
web platform designer
ux designer
freelance web designer
web graphics designer","web designer","preferred","0.933208","False","","https://emasco.mohr.gov.my/masco/2543-01","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e"
"M254302","Graphics Designer","254302","2543","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","Graphics Designer","Graphics Designer creates and develops visual concepts to communicate information and ideas across print, digital and spatial media. They design layouts, illustrations and other graphic elements for advertisements, publications, branding, exhibitions and online content, ensuring visual clarity, aesthetic quality and consistency with agreed concepts and brand standards. The role involves conceptualising design solutions, translating briefs into effective visual outcomes, and coordinating with relevant stakeholders to deliver finished designs that support communication, promotional and publication objectives.","Design visual content for print, digital, and social media platforms. Translate client, brand, or project briefs into creative and effective visual designs. Develop layouts and illustrations for publications, advertising, packaging, and exhibitions. Collaborate with clients, marketing, content, and development teams to ensure cohesive design outputs. Revise and refine designs based on feedback, usability requirements, and brand guidelines. Prepare files and assets for print production, digital distribution, and online platforms. Manage multiple design tasks to meet deadlines and maintain quality standards. Research design trends and audience preferences to support creative development. Apply digital and traditional design tools to create and optimise visual content.","Graphic designers create text and images to communicate ideas. They make visual concepts by hand or using computer software, intended for publishing in paper or online media such as advertisements, websites, and magazines.","advertising artist
graphic design expert
graphic artist
graphics designer
graphic design specialist
commercial graphic designer
commercial designer","graphics designer","alternate","0.92","False","","https://emasco.mohr.gov.my/masco/2543-02","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2"
"M254303","UX Designer (User Experience)","254303","2543","2513.3","user interface designer","http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890","partial_proxy","low","Interface design component of UX; user research and broader service experience are not fully covered.","assistant_drafted_pending_domain_validation","False","UX Designer (User Experience)","UX Designer (User Experience) researches and analyses how a user interacts with a product, system, or service to create an intuitive and accessible digital experience. They design and improve interfaces for websites, mobile apps, and other platforms through wireframes, prototypes, and usability testing, ensuring designs meet user needs and support effective interaction. The role integrates user insights with visual and interaction design to deliver a seamless, engaging, and functional experience.","Conduct user research and usability testing to understand user needs, behaviours, business requirements, and evaluate design effectiveness. Create wireframes, user flows, mock-ups, and interactive prototypes for web and mobile applications. Design user-centred interfaces based on research insights, usability findings, and stakeholder feedback. Develop personas and customer journey maps to inform and guide design decisions. Collaborate with developers, product managers, and stakeholders to ensure accurate implementation and alignment with project goals. Maintain user interface and user experience (UI/UX) design specifications, documentation, and ensure consistency with branding and accessibility standards across digital platforms. Present design concepts and solutions to stakeholders and incorporate feedback into design improvements. Keep up to date with user experience (UX) tools, trends, and best practices to support continuous improvement.","User interface designers are in charge of designing user interfaces for applications and systems. They perform layout, graphics and dialogues design activities as well as adaptation activities.","UI designer
accessibility designer
user interface designers","UI designer","alternate","0.677722","False","","https://emasco.mohr.gov.my/masco/2543-03","http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890"
"M254304","Digital Designer","254304","2543","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","broader_proxy","medium","Digital visual/media design; visualization and multidisciplinary design specialties need enrichment.","assistant_drafted_pending_domain_validation","False","Digital Designer","Digital Designer creates and produces multimedia content, including graphics, animations, text, sound, and video, for digital platforms such as websites, social media, mobile applications, and online advertising. They combine creative design with technical skills to deliver visually engaging content that communicates messages, enhances user experience, and supports marketing or communication objectives.","Create and edit visual content for websites, social media platforms, and digital advertisements. Develop user-centred interface designs for websites and mobile applications based on user research and feedback. Produce animations and motion graphics to enhance digital content and user engagement. Develop wireframes, mock-ups, prototypes, layouts, and storyboards for web and mobile platforms. Collaborate with creative, marketing, and development teams to deliver design solutions that meet project objectives. Present design concepts to stakeholders for review and incorporate feedback into final outputs. Use digital content creation tools in accordance with established design specifications and brand guidelines. Stay updated on current trends in design, user experience, and digital marketing practices.","Digital media designers create and edit graphics, animations, sound, text and video to assist in the creation of integrated multimedia products. They may perform activities related to the web, social networks, augmented reality and virtual reality but exclude the production of music using physical instruments and complex software sound synthesis tools. Digital media designers may program and build websites, mobile applications and other multimedia products.","digital media designers
digital media developer
multimedia developer
digital multimedia designer
interactive media designer
new media designer
digital media engineer","digital media designer","preferred","0.845935","False","","https://emasco.mohr.gov.my/masco/2543-04","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb"
"M254305","Creative Team Leader","254305","2543","2431.7","creative director","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb","broader_proxy","medium","Creative direction; composite performing-media roles need further specialization.","assistant_drafted_pending_domain_validation","False","Creative Team Leader","Creative Team Leader manages and guides a team in producing creative content, including advertisements, campaigns, and multimedia projects. They oversee the creative process from concept to delivery, ensuring work aligns with brand standards, timelines, and budgets, while inspiring and coordinating graphic designers, copywriters, and other creative professionals.","Lead brainstorming sessions and guide the development of creative concepts aligned with project objectives. Develop and manage creative briefs to ensure clear communication of client or business requirements. Oversee the production of visual and multimedia content, ensuring quality, accuracy, and brand consistency. Coordinate cross-functional projects, managing timelines, resources, and budgets to ensure timely delivery. Present creative outputs to clients or internal stakeholders to obtain feedback, alignment, and approval. Supervise the development of wireframes, mock-ups, prototypes, and other design deliverables. Mentor and support junior creative staff to enhance skills, performance, and professional development. Conduct quality assurance checks on all creative outputs to ensure standards are met before delivery. Maintain and improve workflow processes to enhance efficiency within creative and operational teams.","Creative directors manage the team that is responsible for the creation of advertisements and commercials. They oversee the whole creation process. Creative directors pitch the designs of their team to the client.","advertising director
chief design officer
executive creative director
creative manager
creative services manager
design strategist
design director
creative coordinator","creative manager","alternate","0.698169","False","","https://emasco.mohr.gov.my/masco/2543-05","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb"
"M254306","Character Rigger","254306","2543","2166.3.1","3D animator","http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c","partial_proxy","low","Character deformation/rigging in 3D animation; not physical rigging or desktop publishing.","assistant_drafted_pending_domain_validation","False","Character Rigger","Character Rigger creates and implements control systems for 3D characters and creatures, enabling an animator to bring them to life in animation, video games, films, or simulations. They develop skeletal structures, deformation systems, and control rigs, including bones, joints, and facial controls, ensuring movements are realistic and efficient. Working closely with a modeller and an animator, they optimise rigs to meet both technical and artistic requirements throughout the production process.","Create and implement skeleton systems and control rigs for 3D characters and creatures. Apply skinning, weight painting, and deformation techniques to ensure natural movement. Develop and maintain custom rigging tools using scripting languages, and automate rigging workflows. Test, troubleshoot, and optimise rigs to ensure animation compatibility, flexibility, and performance. Collaborate with animators and integrate rigs into animation pipelines and game engines. Use digital content creation tools and visualisation software to support rigging and animation workflows. Stay updated with rigging techniques and coordinate with team members to improve workflow efficiency.","3D animators are in charge of animating 3D models of objects, virtual environments, layouts, characters and 3D virtual animated agents.","CGI animator
computer-generated imagery animator
3D designer
CGI designer","computer-generated imagery animator","alternate","","False","","https://emasco.mohr.gov.my/masco/2543-06","http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c"
"M261906","Coroner","261906","2619","2619.2","coroner","http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Coroner","Coroner investigates deaths that are sudden, unnatural, unexplained or occur under suspicious circumstances in order to determine the cause and manner of death in accordance with the law. They oversee and coordinate post-mortem examinations and related inquiries, work closely with forensic specialists and law enforcement authorities, review relevant evidence, and ensure that proper records and legal documentation are completed. They may also issue findings or death certificates and provide testimony in court when required.","Review and investigate sudden, unexplained, suspicious, or unnatural deaths. Order, oversee, and review post-mortem examinations and autopsies. Collect, analyse, and interpret medical, forensic, and circumstantial evidence. Determine and certify the cause and manner of death according to legal standards. Collaborate with police, forensic experts, and other relevant authorities. Prepare and maintain detailed reports, legal documents, and official records. Testify in inquests, court proceedings, and public hearings. Coordinate death investigations and related inquiries with stakeholders. Ensure compliance with legal, regulatory, and public health requirements.","Coroners oversee the examination of deceased individuals in order to determine the cause of death in uncommon circumstances. They ensure records are maintained of the deaths within their jurisdiction, and facilitate communication with other officials to ensure the investigation is complete.","pathologist
medical examiner
chief coroner
chief medical examiner
forensic medical examiner","coroner","preferred","0.973743","False","","https://emasco.mohr.gov.my/masco/2619-06","http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2"
"M282203","Archaeologist","282203","2822","2632.2","archaeologist","http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Archaeologist","Archaeologist studies past human activity by excavating, dating, and interpreting sites and artifacts of historical significance. They conduct fieldwork, carry out excavation projects, analyse physical remains, and document findings to contribute to the preservation and understanding of cultural heritage.","Conduct archaeological field surveys to locate and assess sites. Excavate and analyse artefacts, structures, and other physical remains. Record and document findings using Geographic Information System (GIS), photographs, drawings, and field notes. Examine, preserve, and manage artefacts for study and conservation purposes. Prepare detailed reports based on research and excavation findings. Collaborate with heritage, conservation, and research professionals to support archaeological work. Ensure compliance with heritage laws, regulations, and conservation standards. Plan, organise, and coordinate fieldwork and excavation activities.","Archaeologists research and study past civilisations and settlements through collecting and inspecting material remains. They analyse and draw conclusions on a wide array of matters such as hierarchy systems, linguistics, culture, and politics based on the study of objects, structures, fossils, relics, and artifacts left behind by these peoples. Archaeologists utilise various interdisciplinary methods such as stratigraphy, typology, 3D analysis, mathematics, and modelling.","archaeology analyst
marine archaeology research analyst
excavation director
archaeologist scientist
archaeology science researcher
marine archaeology science researcher
epigraphist
marine archaeology researcher
marine archaeology research scientist
archaeology research analyst
archaeology researcher
marine archaeologist
archaeology research scientist
archaeology scientist
marine archaeology scholar
marine archaeology analyst
marine archaeology scientist
archaeology scholar","archaeologist","preferred","0.921393","False","","https://emasco.mohr.gov.my/masco/2822-03","http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3"
"M282204","Geographer","282204","2822","2632.5","geographer","http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Geographer","Geographer studies the Earth’s physical features and human populations, examining how environments and human activities interact across local to global scales. They collect, analyse, and interpret spatial and geographic data to inform urban planning, environmental management, disaster response, and regional development. Their work integrates physical and human geography to support evidence-based decision-making.","Conduct fieldwork and collect spatial and geographic data from relevant sources. Analyse spatial data using Geographic Information System (GIS) and other geospatial mapping software. Create, update, and maintain digital and physical maps. Prepare technical reports and visual presentations to present geographic findings. Study the distribution of physical and cultural features and their relationships with human activities and environments. Advise on land use planning, environmental management, and regional development strategies. Conduct surveys, interviews, and focus groups to support geographic research.","Geographers are scholars who study human and physical geography. Depending on their specialisation, they study political, economical and cultural aspects of humanity contained within human geography. Moreover, they study land formations, soils, natural frontiers, and water flows contained in physical geography.","economic geographer
geographers
biogeographer
cultural geographer
physical geographer
natural geographer
human geographer
geography research scientist","geographer","preferred","0.92","False","","https://emasco.mohr.gov.my/masco/2822-04","http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199"
"M282206","Criminologist","282206","2822","2632.4","criminologist","http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Criminologist","Criminologist examining a range of crimes, conducting extensive research on the social, biological and environmental factors that lead to deviant behavior, identifying criminal patterns, formulating criminal profiles, compiling research reports, and collaborating with law enforcement.","Gathering and analyzing data about the causes and nature of crime to determine criminal patterns and common traits among criminals. Researching and analyzing the biological, social, and psychological background of criminals to gain an understanding of the motivation behind their deviant behavior. Developing profiles of criminal types to assist law enforcement to identify potential criminals, understand their behavior, and apprehend them more efficiently. Examining crime scenes, evidence, and autopsies to determine what happened and which profile category the criminal falls into. Improving understanding and coordinating work execution. Performing related tasks.","Criminologists study conditions pertaining to humans such as the social and psychological aspects that could lead them to commit criminal acts. They observe and analyse different factors ranging from behavioural conditions up to social background and environment of suspects in order to advise organisations on the prevention of crime.","criminology scientist
criminology research scientist
criminology studies scientist
criminology studies research scientist
criminology researcher
criminology studies researcher
criminologists
criminology studies scholar
criminology science researcher
criminology scholar","criminologist","preferred","0.941522","False","","https://emasco.mohr.gov.my/masco/2822-06","http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79"
"M282401","Clinical Psychologist","282401","2824","2634.2.1","clinical psychologist","http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","assistant_drafted_pending_domain_validation","False","Clinical Psychologist","Clinical Psychologist assesses, diagnoses, and treats an individual experiencing psychological, emotional, or behavioural difficulties. They develop and implement evidence-based treatment plans and provide psychotherapy to help a client manage conditions such as anxiety, depression, trauma, and other mental health disorders. Their work encompasses psychological evaluations, therapeutic interventions, and support for individuals, couples, families, or groups.","Conduct psychological assessments and diagnostic evaluations using tests, interviews, and observations. Develop and implement evidence-based treatment plans and personalised interventions tailored to clients’ needs. Provide individual, group, or family therapy to address psychological, emotional, and behavioural difficulties. Collaborate with healthcare professionals to evaluate and manage clients’ conditions. Maintain detailed and confidential client records in line with professional standards. Assess clients’ risk levels and consider psychological and social factors in clinical interventions. Refer clients to other specialists or support services when necessary. Perform administrative duties to support clinical service delivery.","Clinical psychologists diagnose, rehabilitate, and support individuals affected by mental, emotional, and behavioural disorders and problems as well as mental changes and pathogenic conditions through use of cognitive tools and appropriate intervention. They use clinical psychological resources on the basis of psychological science, its findings, theories, methods, and techniques for the investigation, interpretation, and prediction of human experience and behaviour.","expert in clinical psychology
specialist clinical psychologist
practitioner of clinical psychology
hospital psychologist
psychologist in hospital
expert clinical psychologist
hospital psychology practitioner
clinical psychology practitioner","clinical psychologist","preferred","0.92","False","","https://emasco.mohr.gov.my/masco/2824-01","http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22"
"M291602","Industrial Relations Officer Grade S9","291602","2916","2423.4","labour relations officer","http://data.europa.eu/esco/occupation/20b9f370-6b56-4679-8c06-c23b866a5bd0","close_match","medium","ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent.","assistant_drafted_pending_domain_validation","False","Industrial Relations Officer","Industrial Relations Officer Grade S9 responsible for the formulation of labour policy, administration of labour laws and standards, industrial harmony and trade union affairs, monitoring and enforcing relevant acts, providing labour advice and education, planning and conducting employment service activities and promoting to enhance welfare and interests industrial society.","Implementing, reviewing, and coordinating national and international labour policies, workforce management, labour research, as well as job standards and classifications. Examining social, economic, and industrial trends, analysing policy options, preparing briefing papers and recommendations, and engaging with stakeholders. Conducting statutory inspections, farm and night inspections, complaint investigations, investigation reports, and follow-up actions. Managing labour permits, foreign worker compensation, worker housing, employee termination, and job seeker placement. Conducting mentions and hearings for claims cases, maintaining registers, and undertaking follow-up actions on court orders. Undertaking prosecution/compound actions against violations of labour laws and regulations. Handling industrial relations cases, including Section 20 of Industrial Relations Act representation, industrial disputes, collective agreements, and workplace harmony. Managing the registration, modification, dissolution, and enforcement of trade unions. Conducting investigations, arbitration, preparation of investigation papers, affidavits, and proposals for amendments to trade union laws. Implementing enforcement, investigation, prosecution, conciliation, and arbitration activities under labour, industrial relations, trade union legislation, and the PSMB Act 2001.","Labour relations officers implement labour policy in an organisation, and advise trade unions on policies and negotiation. They handle disputes, and advise management on personnel policy as well as facilitate communication between trade unions and managerial staff.","industrial liaison officer
industrial relations officer
union representative
labour policy officer","industrial relations officer","alternate","0.92","False","","https://emasco.mohr.gov.my/masco/2916-02","http://data.europa.eu/esco/occupation/20b9f370-6b56-4679-8c06-c23b866a5bd0"
