resume_id,split,role_id,target_esco_code,target_esco_title,previous_esco_codes,text,feature_definition
243206,test,R09,4120.1,secretary,2653.2,dancer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
244397,train,R09,4120.1,secretary,3341.7;3343.1,office manager ; administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
245150,train,R07,4311.1,billing clerk,2359.2,academic support officer ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
245435,train,R04,2431.10,marketing consultant,3423.2.2,personal trainer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
245447,train,R04,2431.10.3,marketing assistant,2642.1.9;1221.3.2.1,entertainment journalist ; sales manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
246097,train,R04,2431.10.4,online marketer,1221.5,digital marketing manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
246299,train,R04,2431.10.3,marketing assistant,4225.1,customer service representative ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
246871,train,R09,4120.1,secretary,4416.1,human resources assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
247907,train,R04,2431.4,brand manager,2431.5,business developer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
248504,train,R04,2431.1,advertising copywriter,3332.1;5131.2,event assistant ; waiter/waitress ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
248908,train,R07,4311.1,billing clerk,3313.1,accounting assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
248913,train,R04,2431.5,business developer,9333.3,materials handler ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
249358,test,R04,2431.6,client relations manager,3431.2,photojournalist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
24977,train,R02,2511.4,data scientist,2511.4,data scientist ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
249826,train,R06,2166.7,digital media designer,2166.7,digital media designer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
250144,train,R09,4120.1,secretary,4416.1;4120.1;4416.1,human resources assistant ; secretary ; human resources assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
250465,train,R05,2643.6,translator,1345.1;1212.1,headteacher ; employee volunteering programme coordinator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
250982,train,R03,2423.6,recruitment consultant,5223.1,car leasing agent ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
251038,train,R04,2431.10.3,marketing assistant,1221.5;1321.2.2;1420.3,digital marketing manager ; industrial quality manager ; sales account manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
251407,test,R03,2423.6,recruitment consultant,9112.2,building cleaner ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
252051,train,R09,4120.1,secretary,4224.1,hospitality establishment receptionist ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
252443,train,R06,2166.14,stop-motion animator,3115.1.18;2310.1.42;5311.1.4;5312.1;5312.1;5312.1,rolling stock engineering technician ; university teaching assistant ; nanny ; early years teaching assistant ; early years teaching assistant ; early years teaching assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
252747,train,R07,4311.2,sales support assistant,5223.4,sales assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
253485,train,R05,2643.2,interpreter,2635.3.7,consultant social worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
254999,train,R04,2431.10.4,online marketer,2310.1.41,university research assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
256661,train,R02,2511.13,ICT system analyst,2310.1.41,university research assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
256859,train,R07,4311.2,sales support assistant,5131.2;8322.5,waiter/waitress ; patient transport services driver ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
257041,train,R03,2423.6,recruitment consultant,2359.14,tutor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
257416,train,R06,2166.4,desktop publisher,2166.4;2431.10.4,desktop publisher ; online marketer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
258814,train,R07,4311.2,sales support assistant,3422.4.7,tennis coach ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
25884,val,R01,2512.5,user interface developer,2513.5;2511.10,web developer ; ICT consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
259085,test,R05,2643.2,interpreter,5153.1.3,verger ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
26015,test,R07,4311.1,billing clerk,4226.1.1;4412.1,front line medical receptionist ; mail clerk ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
260542,train,R03,2423.6,recruitment consultant,2431.16,promotion assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
262784,train,R07,4311.2,sales support assistant,1212.1,employee volunteering programme coordinator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
26289,test,R09,4120.1,secretary,4132.1,data entry clerk ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
263382,train,R04,2431.10.3,marketing assistant,4311.2,sales support assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
263532,train,R04,2431.3,advertising specialist,5223.6,shop assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
2641,train,R10,2359.11,learning mentor,2330.1,secondary school teacher ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
264335,train,R04,2431.13,network marketer,2635.3;5223.7.31,social worker ; shoe and leather accessories specialised seller ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
264470,train,R05,2643.2,interpreter,3435.5;7215.1.1,body artist ; stagehand ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
266464,train,R04,2431.5,business developer,2433.6.4,technical sales representative in machinery and industrial equipment ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
267359,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
267768,train,R09,4120.1,secretary,5230.1,cashier ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
268679,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
270024,train,R04,2431.10.4,online marketer,2431.10.4,online marketer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
270346,train,R06,2166.14,stop-motion animator,5223.7.4,bakery specialised seller ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
270348,train,R10,2359.14,tutor,2310.1;2330.1,higher education lecturer ; secondary school teacher ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
271951,train,R07,4311.1,billing clerk,2433.5,solar energy sales consultant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
273052,val,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
273123,train,R04,2431.7,creative director,2642.1.12,magazine editor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
274309,train,R09,4120.1,secretary,2421.2,business consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
275185,train,R07,4311.2,sales support assistant,1420.3,sales account manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
275215,val,R09,4120.1,secretary,3343.1,administrative assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
27527,train,R09,4120.1,secretary,3343.1.2,education administrator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
275291,train,R08,4222.1,customer contact centre information clerk,3423.2.2,personal trainer ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
275805,test,R10,2359.7,e-learning developer,2330.1;2341.1,secondary school teacher ; primary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
277385,train,R04,2431.6,client relations manager,2513.5,web developer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
27746,train,R06,2166.1,3D modeller,5230.1,cashier ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
279961,train,R06,2166.9,graphic designer,2166.9;2431.4,graphic designer ; brand manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
28003,train,R07,4311.2,sales support assistant,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
281726,train,R04,2431.10.3,marketing assistant,5132.1,bartender ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
282344,train,R08,4222.1,customer contact centre information clerk,5222.1;4222.1,shop supervisor ; customer contact centre information clerk ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
283297,train,R04,2431.10.3,marketing assistant,9112.4,room attendant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
284958,train,R09,4120.1,secretary,2330.1.12,modern languages teacher secondary school ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
285587,train,R06,2166.3,animator,2166.3;5131.2,animator ; waiter/waitress ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
287280,val,R10,2359.5,assistive technologist,3412.4.4;2330.1,disability support worker ; secondary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
288176,train,R04,2431.10.3,marketing assistant,5169.3,escort ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
288730,test,R06,2166.9,graphic designer,3521.1.2,camera operator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
289940,train,R10,2359.7,e-learning developer,1212.1,employee volunteering programme coordinator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
291874,train,R06,2166.9,graphic designer,2166.4,desktop publisher ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
291980,val,R04,2431.10,marketing consultant,7215.1;4224.1,event scaffolder ; hospitality establishment receptionist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
292259,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
292430,val,R08,4222.1,customer contact centre information clerk,3344.1,medical administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
296422,train,R10,2359.10,instructional designer,3432.5;2651.9;2621.6;5131.2,set designer ; sculptor ; exhibition curator ; waiter/waitress ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
296433,train,R03,2423.6,recruitment consultant,3332.1,event assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
296690,train,R09,4120.1,secretary,4120.1,secretary ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
297694,train,R04,2431.10.3,marketing assistant,9629.3;9412.1,attraction operator ; kitchen assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
297819,val,R06,2166.12,performance video designer,2654.3.2,video and motion picture producer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
299054,train,R10,2359.11,learning mentor,5223.7.4;3412.4,bakery specialised seller ; social care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
300129,train,R04,2431.10.4,online marketer,2166.14,stop-motion animator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
302270,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
302435,train,R07,4311.2,sales support assistant,4225.1,customer service representative ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
302648,train,R07,4311.1,billing clerk,2643.2,interpreter ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
303935,train,R03,2423.6,recruitment consultant,9412.1,kitchen assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
304658,train,R07,4311.2,sales support assistant,3322.1,commercial sales representative ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
304959,train,R07,4311.2,sales support assistant,0210.3,special forces officer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
30541,train,R10,2359.9,further education teacher,5131.2;5242.1,waiter/waitress ; promotions demonstrator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
305487,train,R07,4311.2,sales support assistant,5244.1,call centre agent ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
306893,val,R09,4120.1,secretary,3251.1,dental chairside assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
308589,train,R02,2511.12,ICT research consultant,2310.1.5;5419.7;4110.1,assistant lecturer ; life guard ; office clerk ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
308613,train,R04,2431.10.4,online marketer,2431.10.4,online marketer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
308761,train,R07,4311.2,sales support assistant,4311.2,sales support assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
309213,train,R03,2423.6,recruitment consultant,4313.1,payroll clerk ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
309410,train,R04,2431.10.4,online marketer,5223.6,shop assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
310401,train,R04,2431.4,brand manager,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
31097,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
311108,train,R04,2431.6,client relations manager,9329.1,factory hand ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
311436,train,R07,4311.2,sales support assistant,3422.4,sports instructor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
312404,val,R02,2511.10,ICT consultant,2431.11,market research analyst ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
314565,train,R04,2431.6,client relations manager,2642.1.15,political journalist ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
315320,train,R04,2431.10.4,online marketer,7533.5,sewing machinist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
316793,train,R03,2423.6,recruitment consultant,7543.9,product quality controller ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
317473,val,R06,2166.9,graphic designer,4224.1.1;7215.2.2,camping ground operative ; ground rigger ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
317997,train,R06,2166.9,graphic designer,3431.1,photographer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
318040,train,R04,2431.5,business developer,3322.1.2,renewable energy sales representative ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
318649,val,R09,4120.1,secretary,2330.1.2;7531.4;5312.2,biology teacher secondary school ; milliner ; primary school teaching assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
318779,train,R04,2431.10.4,online marketer,2431.10.3,marketing assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
319,train,R04,2431.10.4,online marketer,9321.1;3313.1,clothing finisher ; accounting assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
319417,train,R05,2643.6,translator,2310.1.4;2651.5,art studies lecturer ; conceptual artist ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
320223,train,R07,4311.1,billing clerk,3313.1,accounting assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
320488,train,R06,2166.9,graphic designer,2166.9;2166.9,graphic designer ; graphic designer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
320924,train,R04,2431.10.4,online marketer,4110.1,office clerk ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
321369,train,R04,2431.11,market research analyst,2422.9,international relations officer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
321585,train,R07,4311.2,sales support assistant,3332.2,event manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
322199,train,R07,4311.2,sales support assistant,3343.1,administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
323331,train,R02,2511.2,computer vision engineer,5223.7.13,delicatessen specialised seller ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
324012,train,R03,2423.6,recruitment consultant,4110.1,office clerk ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
324999,train,R10,2359.10,instructional designer,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
325659,train,R01,2512.4,software developer,2519.7;2521.1;2511.3,software tester ; database administrator ; data analyst ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
325917,train,R08,4222.1,customer contact centre information clerk,4223.1,telephone switchboard operator ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
326673,train,R08,4222.1,customer contact centre information clerk,3341.2,call centre quality auditor ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
327729,train,R07,4311.1,billing clerk,3313.2,bookkeeper ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
328018,train,R06,2166.7,digital media designer,1219.6,project manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
328121,train,R03,2423.6,recruitment consultant,5223.5,sales processor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
328416,train,R10,2359.8,educational counsellor,2359.2,academic support officer ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
328640,test,R10,2359.3,admissions coordinator,9622.1,handyman ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
328769,train,R07,4311.2,sales support assistant,2635.3.18;5131.1,migrant social worker ; restaurant host/restaurant hostess ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
328985,val,R02,2511.15,ICT system developer,3153.4,drone pilot ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
329173,train,R06,2166.9,graphic designer,5131.1,restaurant host/restaurant hostess ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
329540,train,R07,4311.2,sales support assistant,1219.1,business service manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
329932,test,R05,2643.2,interpreter,2643.6;1324.3.1.5,translator ; road transport division manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
33047,train,R09,4120.1,secretary,2330.1.18;2330.1.2,science teacher secondary school ; biology teacher secondary school ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
331057,train,R07,4311.2,sales support assistant,5223.6;5230.1;4311.2,shop assistant ; cashier ; sales support assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
331367,train,R10,2359.11,learning mentor,3423.1;1341.1,activity leader ; child care coordinator ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
33207,val,R09,4120.1,secretary,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
332930,train,R07,4311.1,billing clerk,3323.2.2,ICT buyer ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
333192,train,R02,2511.10,ICT consultant,2635.3.15,homelessness worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
333363,train,R04,2431.10.3,marketing assistant,3257.5.1,healthcare inspector ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
333495,test,R03,2423.6,recruitment consultant,2359.11;2652.2,learning mentor ; music director ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
333559,train,R06,2166.7,digital media designer,2431.10.4,online marketer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
334594,train,R08,4222.1,customer contact centre information clerk,2431.6,client relations manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
336832,test,R04,2431.10.4,online marketer,2432.5,online community manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
336971,train,R04,2431.10.4,online marketer,2513.4,web content manager ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
337121,train,R08,4222.1,customer contact centre information clerk,5223.7.4,bakery specialised seller ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
338290,train,R04,2431.6,client relations manager,4211.2,post office counter clerk ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
338507,train,R03,2423.6,recruitment consultant,3343.1.7,supply chain assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
339857,train,R06,2166.9,graphic designer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
341145,train,R03,2423.6,recruitment consultant,2423.6,recruitment consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
341420,train,R09,4120.1,secretary,2320.1.13;2330.1.2;2310.1.37,food service vocational teacher ; biology teacher secondary school ; social work lecturer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
341422,val,R04,2431.5,business developer,1420.3,sales account manager ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
342357,train,R01,2512.5,user interface developer,1212.1,employee volunteering programme coordinator ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
343111,train,R03,2423.6,recruitment consultant,4226.1,receptionist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
343673,train,R07,4311.2,sales support assistant,3257.3;1219.4,food safety inspector ; department manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
344307,train,R07,4311.2,sales support assistant,2431.10.4;2431.10.4,online marketer ; online marketer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
344381,train,R09,4120.1,secretary,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
344419,train,R02,2511.10,ICT consultant,5223.6,shop assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
344689,train,R07,4311.1,billing clerk,5230.1,cashier ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
344864,train,R09,4120.1,secretary,3343.1,administrative assistant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
345839,train,R06,2166.14,stop-motion animator,3343.1;2653.1;2653.1;2653.1,administrative assistant ; choreographer ; choreographer ; choreographer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
346758,train,R10,2359.14,tutor,3422.3.1;2341.1;3422.3.1,football coach ; primary school teacher ; football coach ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
347071,train,R10,2359.4,assessor of prior learning,2330.1.17,religious education teacher at secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
348337,test,R04,2431.10.4,online marketer,0210.2;3332.1;1111.1;3332.1,sergeant ; event assistant ; city councillor ; event assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
349092,test,R07,4311.2,sales support assistant,3343.1;5223.5,administrative assistant ; sales processor ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
351123,train,R07,4311.2,sales support assistant,2266.1,audiologist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
35124,train,R07,4311.2,sales support assistant,3339.4,promoter ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
354138,val,R04,2431.10.3,marketing assistant,2431.10.4,online marketer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
354285,train,R04,2431.10.3,marketing assistant,5223.6,shop assistant ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
354840,train,R04,2431.10.3,marketing assistant,4311.2,sales support assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
355159,test,R08,4222.1,customer contact centre information clerk,5311.1.3,child day care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
355881,train,R03,2423.5,occupational analyst,5223.6,shop assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
357100,train,R09,4120.1,secretary,1341.1,child care coordinator ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
357166,train,R04,2431.10.4,online marketer,2166.9,graphic designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
357444,train,R04,2431.15,product and services manager,1420.3,sales account manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
357484,train,R06,2166.1,3D modeller,2166.7,digital media designer ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
3577,val,R05,2643.2,interpreter,5312.3,secondary school teaching assistant ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
358053,val,R10,2359.11,learning mentor,2330.1.12,modern languages teacher secondary school ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
359235,train,R07,4311.1,billing clerk,4225.1;4223.1,customer service representative ; telephone switchboard operator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
359634,train,R10,2359.11,learning mentor,1345.1.2;1324.3.1.5;2341.1,deputy head teacher ; road transport division manager ; primary school teacher ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
360496,train,R09,4120.1,secretary,3344.1,medical administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
360868,train,R07,4311.2,sales support assistant,5131.1,restaurant host/restaurant hostess ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
360891,train,R06,2166.14,stop-motion animator,2166.14,stop-motion animator ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
364187,train,R07,4311.1,billing clerk,3313.1,accounting assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
364378,train,R01,2512.4,software developer,8331.1,bus driver ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
36455,train,R03,2423.4,labour relations officer,1420.4,shop manager ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
36519,train,R08,4222.1,customer contact centre information clerk,5244.1,call centre agent ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
365575,train,R04,2431.10.3,marketing assistant,2431.10.1,advertising media planner ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
365896,train,R06,2166.9,graphic designer,5311.1,child care worker ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
366084,train,R05,2643.6.1,localiser,2359.10;2432.4,instructional designer ; intercultural communication consultant ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
366862,train,R07,4311.1,billing clerk,3315.5,loss adjuster ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
367092,test,R04,2431.7,creative director,2651.6,drawing artist ; education Master,prior standardized ESCO occupation titles plus education level; latest role excluded
368839,val,R03,2423.6,recruitment consultant,3343.1,administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
369061,train,R09,4120.1,secretary,5321.1,healthcare assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
369828,train,R06,2166.14,stop-motion animator,7126.13,water conservation technician ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
370969,val,R04,2431.10,marketing consultant,5131.2,waiter/waitress ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
372205,train,R04,2431.10.4,online marketer,2635.3.17;2642.1.4,mental health social worker ; columnist ; education Bachelor,prior standardized ESCO occupation titles plus education level; latest role excluded
373184,train,R07,4311.1,billing clerk,5311.1,child care worker ; education No tertiary qualification,prior standardized ESCO occupation titles plus education level; latest role excluded
374063,train,R07,4311.2,sales support assistant,4226.1,receptionist ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
374077,train,R07,4311.1,billing clerk,4412.2;3343.1,postman/postwoman ; administrative assistant ; education Secondary school,prior standardized ESCO occupation titles plus education level; latest role excluded
