company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
Samaiden Group Berhad,SAMAIDEN,223,Energy,Energy,Existing report-qualified evidence,Report evidence completed,Samaiden Annual Report 2025,https://www.insage.com.my/Upload/Docs/SAMAIDEN/Samaiden-Annual%20Report%202025.pdf,70-71,Not disclosed,Yes,Yes,Not disclosed,2,paid parental leave | staggered-hours programme with three schedule options,Pending second-person QA,https://www.insage.com.my/Upload/Docs/SAMAIDEN/Samaiden-Annual%20Report%202025.pdf,2,SRC-042,SOURCE_FILES/SRC_042_Samaiden_Group_Berhad.pdf,downloaded,0944d9438bae055a3899160b4804a8adde2b4b2ce0ae6c7415081cd9ba76b46a,108
Solarvest Holdings Berhad,SLVEST,215,Energy,Energy,Existing report-qualified evidence,Report evidence completed,Solarvest Annual Report 2025,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,124,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees entitled to parental leave | employees used parental leave,Pending second-person QA,https://solarvest.com/wp-content/uploads/2025/07/Solarvest-Annual-Report-2025.pdf,3,SRC-043,SOURCE_FILES/SRC_043_Solarvest_Holdings_Berhad.pdf,downloaded,31d035081fde057bca65aa0a6b4a0342335fabec459e91750ae49f22145e6d25,356
Yinson Holdings Berhad,YINSON,7293,Energy,Energy,Existing report-qualified evidence,Report evidence completed,Yinson Integrated Annual Report 2026,https://ar.yinson.com/2026/document/full-integrated-annual-report-2026.pdf,"95, 317 (PDF pp.91, 313)",Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave,Pending second-person QA,https://ar.yinson.com/2026/document/full-integrated-annual-report-2026.pdf,4,SRC-044,SOURCE_FILES/SRC_044_Yinson_Holdings_Berhad.pdf,downloaded,1968564d1ced9b3a10b38441253b2cd2f34830c550c70977ebd648edda03a4db,341
Velesto Energy Berhad,VELESTO,5243,Energy,Energy,New official-report finding,Report evidence completed,Velesto Energy Integrated Annual Report 2025,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,115,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Velesto provides 98 days of maternity leave and seven days of paternity leave; in FY2025 eight men and nine women took leave, with 100% male and 78% female return-to-work rates.",Codex report review 2026-09-20,https://financialfilings.com/filings/velesto-energy-berhad/annual-report/2026/49089691/,5,SRC-045,SOURCE_FILES/SRC_045_Velesto_Energy_Berhad.pdf,downloaded,9e4c732c7c97607a836312acaf108662f947c98e6fe134b4a1685220d35a7235,297
Keyfield International Berhad,KEYFIELD,5321,Energy,Energy,New official-report finding,Report evidence completed,Keyfield International Integrated Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260427/KEYFIELD-AN20260427A1-1.pdf,75,Not disclosed,Yes,Not disclosed,Not disclosed,1,"The FY2025 report contains a dedicated parental-leave disclosure under GRI 401-3, including leave participation data.",Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202604/20260427/KEYFIELD-AN20260427A1-1.pdf,6,SRC-046,SOURCE_FILES/SRC_046_Keyfield_International_Berhad.pdf,downloaded,340a359914ba6d2993fbafddf811e44b82dd852ef3451199f0864ade8a5d99e8,112
Hengyuan Refining Company Berhad,HENGYUAN,4324,Energy,Energy,New official-report finding,Report evidence completed,Hengyuan Refining Sustainability Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250425/MYX/MYX_3547353_241471.pdf,61,Not disclosed,Yes,Yes,Not disclosed,2,Hengyuan reports maternity and paternity leave and flexible working arrangements for non-shift employees.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250425/MYX/MYX_3547353_241471.pdf,7,SRC-047,SOURCE_FILES/SRC_047_Hengyuan_Refining_Company_Berhad.pdf,downloaded,c6226c5757e93a0529229d2d3b02d4b5f6243f299a09562e30dd2a18a60b0a9d,98
Wasco Berhad,WASCO,5142,Energy,Energy,New official-report finding,Report evidence completed,Wasco Integrated Annual Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260420/WASCO-AN20260420A1-2.pdf,118,Not disclosed,Yes,Not disclosed,Not disclosed,1,Wasco's FY2025 sustainability disclosure includes parental leave under GRI 401-3 within its employee-benefits reporting.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202604/20260420/WASCO-AN20260420A1-2.pdf,8,SRC-048,SOURCE_FILES/SRC_048_Wasco_Berhad.pdf,downloaded,0c22f98d07321162d77d94015ee5e64e879f82777d6c91affd35ce9208e6e82e,143
Lianson Fleet Group Berhad,LFG,5255,Energy,Energy,Verified report finding,Report evidence completed,Lianson Fleet Group Annual Report 2025,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,79,Not disclosed,Yes,Not disclosed,Not disclosed,1,"The report gives maternity, paternity and parental-leave return and retention data.",Codex report review 2026-09-20,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,9,SRC-049,SOURCE_FILES/SRC_049_Lianson_Fleet_Group_Berhad.pdf,downloaded,be05c146581edb9b2e06ff55fbb630a70251205b48e34c9fef7c49223b818a27,272
Vantris Energy Berhad,VANTNRG,5218,Energy,Energy,Verified report finding,Report evidence completed,Vantris Energy Annual Report 2026,https://vantrisenergy.com/wp-content/uploads/2026/05/VE_AR2026_Web.pdf,77-78,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave data are disclosed.,Codex report review 2026-09-20,https://vantrisenergy.com/wp-content/uploads/2026/05/VE_AR2026_Web.pdf,10,SRC-050,SOURCE_FILES/SRC_050_Vantris_Energy_Berhad.pdf,downloaded,02f2195254aa858278d091dcb7dddce3ff0de3406ea2bff9b8057a9db1c16982,305
Petron Malaysia Refining & Marketing Bhd,PETRONM,3042,Energy,Energy,Verified report finding,Report evidence completed,Petron Sustainability Report 2024,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,"Agile, Diverse and Thriving Workforce – Parental Leave",Not disclosed,Yes,Not disclosed,Not disclosed,1,The workforce section reports parental leave.,Codex report review 2026-09-20,https://www.petron.com.my/wp-content/uploads/2025/06/INTERACTIVE-Petron-SR2024.pdf,11,SRC-051,SOURCE_FILES/SRC_051_Petron_Malaysia_Refining_Marketing_Bhd.pdf,downloaded,41b2406b34f99d2cbf7b0484cbdc46d8a70bafe4ef367e613122a84617813ecc,130
Kinergy Advancement Berhad,KINERGY,0193,Energy,Energy,Verified report finding,Report evidence completed,KAB Sustainability Report 2023,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,52,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://ir2.chartnexus.com/kab/docs/agm/2024-KAB_Sustainability_Report_2023.pdf,12,SRC-052,SOURCE_FILES/SRC_052_Kinergy_Advancement_Berhad.pdf,downloaded,d5d213c114cc84eedd4e0989f8bbe80fddb4a8229f2e788178c2a541ecc32ed5,46
Bumi Armada Berhad,ARMADA,5210,Energy,Energy,Verified report finding,Report evidence completed,Bumi Armada CSR Report 2010,https://www.bumiarmada.com/wp-content/uploads/2021/03/CSR2010.pdf,40,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://www.bumiarmada.com/wp-content/uploads/2021/03/CSR2010.pdf,13,SRC-053,SOURCE_FILES/SRC_053_Bumi_Armada_Berhad.pdf,downloaded,5987ef125fe75461bacb759b4f6c7657970f9d2e0c5b409dda10e6b84cc80e08,70
ENRA Group Berhad,ENRA,8613,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,ENRA Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/8613_ENRA/annual/2024-03-31/8613_ENRA_AnnualReport_2024-03-31_ENRAAnnualReport2024Part2_592231543.pdf,71,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes parental-leave data.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/8613_ENRA/annual/2024-03-31/8613_ENRA_AnnualReport_2024-03-31_ENRAAnnualReport2024Part2_592231543.pdf,14,SRC-054,SOURCE_FILES/SRC_054_ENRA_Group_Berhad.pdf,downloaded,00d84dc5cbd98d4022ac24491e2805db25d0a7b142ece574c6af9bffd51464ab,145
Perdana Petroleum Berhad,PERDANA,7108,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,Perdana Petroleum Annual Report 2025,https://financialfilings.com/filings/perdana-petroleum-berhad/annual-report/2026/49094148/,Parental Leave / CSI 4 of 7,Not disclosed,Yes,Not disclosed,Not disclosed,1,Eligible employees receive maternity and paternity leave.,Codex report review 2026-09-20,https://financialfilings.com/filings/perdana-petroleum-berhad/annual-report/2026/49094148/,15,SRC-055,SOURCE_FILES/SRC_055_Perdana_Petroleum_Berhad.pdf,downloaded,8bc803d16a8915296677078f25ec484de066204e20e4a8dbbd53c0426665e426,188
Uzma Berhad,UZMA,7250,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,Uzma Sustainability Statement 2025,https://uzmagroup.com/wp-content/uploads/2025/11/Uzma-Sustainability-Statement-2025.pdf,149,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://uzmagroup.com/wp-content/uploads/2025/11/Uzma-Sustainability-Statement-2025.pdf,16,SRC-056,SOURCE_FILES/SRC_056_Uzma_Berhad.pdf,downloaded,a58a4e67a09872a368d4514983aa6dfda866b4ff2daf0d3b97f7700be409a713,87
T7 Global Berhad,T7GLOBAL,7228,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,T7 Global Annual Report 2022,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,49,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are listed in employee benefits.,Codex report review 2026-09-20,https://t7global.com.my/wp-content/uploads/2023/06/T7-Global-Berhad-Annual-Report-2022.pdf,17,SRC-057,SOURCE_FILES/SRC_057_T7_Global_Berhad.pdf,downloaded,cd8a3425b81e15f75f8ac34f42723478325098772ed67fc483dfb740ef29036e,226
Carimin Petroleum Berhad,CARIMIN,5257,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,Carimin Sustainability Statement 2025,https://carimin.com/wp-content/uploads/2025/10/sustainnability-statement.pdf,51,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave participation is disclosed.,Codex report review 2026-09-20,https://carimin.com/wp-content/uploads/2025/10/sustainnability-statement.pdf,18,SRC-058,SOURCE_FILES/SRC_058_Carimin_Petroleum_Berhad.pdf,downloaded,ddad179fb297150f2db9d7b7c985e998e7d9e55b567a58183fb392c07994aff8,26
Reservoir Link Energy Bhd,RL,0219,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,Reservoir Link Annual Report 2025,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,74,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/RL/Reservoir%20Link%20AR%202025%20%281%29.pdf,19,SRC-059,SOURCE_FILES/SRC_059_Reservoir_Link_Energy_Bhd.pdf,downloaded,e0b7ac92fb9b91ba1db947df6760b0d366bdda0f16590e11d1b1a270f8cec3ef,276
Malaysia Marine and Heavy Engineering Holdings Berhad,MHB,5186,Energy,Energy,Same-sector report-qualified replacement,Report evidence completed,MHB Annual Report 2024,https://mhb.com.my/wp-content/uploads/2025/03/MHB-Annual-Report-2024.pdf,128,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report contains parental-leave metrics.,Codex report review 2026-09-20,https://mhb.com.my/wp-content/uploads/2025/03/MHB-Annual-Report-2024.pdf,20,SRC-060,SOURCE_FILES/SRC_060_Malaysia_Marine_and_Heavy_Engineering_Holdings_Berhad.pdf,downloaded,5a449d061f026616fe18ba9045204a81efd36e55011b947234814483f924214f,77
CIMB Group Holdings Berhad,CIMB,1023,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,CIMB Sustainability Report 2025,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2025/cimb-sustainability-report-2025.pdf,147,Yes,Yes,Yes,Yes,4,Six-month maternity leave for first-time mothers | One-month paternity leave | Adoption leave | Onsite lactation rooms | Reserved parking bays | Onsite childcare centre | FLEX4ALL,Pending second-person QA,https://www.cimb.com/content/dam/cimb/group/documents/investor-relations/annual-reports/2025/cimb-sustainability-report-2025.pdf,1,SRC-061,SOURCE_FILES/SRC_061_CIMB_Group_Holdings_Berhad.pdf,downloaded,9c9cac290ab17c3f5efc589eed1dc32c248d4bfa2f236e3a7e35db2b24fd1d17,171
Malayan Banking Berhad (Maybank),MAYBANK,1155,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,Maybank Sustainability and Environmental Report 2025,https://maybankfoundation.com/wp-content/uploads/2026/04/maybank-sustainability-and-environmental-report-2025.pdf,120,Yes,Yes,Not disclosed,Yes,3,"Maternity and Parental Leave | 98 days of maternity leave | Childcare Benefits | leave, subsidies and child-friendly facilities | Childcare Centre | Nursing Room | Flexi Work Arrangements",Pending second-person QA,https://maybankfoundation.com/wp-content/uploads/2026/04/maybank-sustainability-and-environmental-report-2025.pdf,2,SRC-062,SOURCE_FILES/SRC_062_Malayan_Banking_Berhad_Maybank.pdf,downloaded,85fad87311283a5112bdd799f700dbbef0227338c106fdd74e8eb6d54f01c69f,278
AMMB Holdings Berhad (AmBank Group),AMBANK,1015,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,AMMB Holdings Berhad Sustainability Report 2025,https://www.ambankgroup.com/docs/ambankgrouplibraries/sustainability/reports/ammb-sustainability-report-25.pdf,"121, 123, 141-142",Yes,Yes,Not disclosed,Not disclosed,2,AmBank Little Explorers | Childcare Centre at Menara AmBank | Parental Leave | seven consecutive paid days | nursing rooms | Unpaid Leave | major life events,Pending second-person QA,https://www.ambankgroup.com/docs/ambankgrouplibraries/sustainability/reports/ammb-sustainability-report-25.pdf,3,SRC-063,SOURCE_FILES/SRC_063_AMMB_Holdings_Berhad_AmBank_Group.pdf,downloaded,d5bd8be731274d53650bf69f50c6c8d43c36153640af0351e06563091adcee13,233
Alliance Bank Malaysia Berhad,ABMB,2488,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,Alliance Bank Malaysia Berhad Sustainability Statement FY2026,https://www.alliancebank.com.my/Alliance/media/ABMB/IR-AnnualReports/2026/ar2026_sustainability-statement.pdf,"149, 165 (PDF pp.95, 111)",Yes,Yes,Not disclosed,Not disclosed,2,nursing room | maternity leave | paternity leave,Pending second-person QA,https://www.alliancebank.com.my/Alliance/media/ABMB/IR-AnnualReports/2026/ar2026_sustainability-statement.pdf,4,SRC-064,SOURCE_FILES/SRC_064_Alliance_Bank_Malaysia_Berhad.pdf,downloaded,485eee9caffb27d41a9795b7597eff279062601c140a443413221f5017b4330f,126
RHB Bank Berhad,RHBBANK,1066,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,RHB Sustainability Report 2025,https://www.rhbgroup.com/-/media/Assets/Corporate-Website/Document/Supported-Doc/General-Meetings/RHB-Sustainability-Report-2025.pdf,"99-100, 103",Yes,Yes,Not disclosed,Not disclosed,2,parental leave | nursing rooms,Pending second-person QA,https://www.rhbgroup.com/-/media/Assets/Corporate-Website/Document/Supported-Doc/General-Meetings/RHB-Sustainability-Report-2025.pdf,5,SRC-065,SOURCE_FILES/SRC_065_RHB_Bank_Berhad.pdf,downloaded,d2e2b1746cc5f5854db42d8be5c3c0826e937789ae2a56d59229e3af149bde6f,123
Allianz Malaysia Berhad,ALLIANZ,1163,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,Allianz Malaysia Berhad Integrated Annual Report 2025,https://www.allianz.com.my/content/dam/onemarketing/azmb/wwwallianzcommy/pdf/investor-updates/2026/AllianzMalaysiaBerhad_IAR25.pdf,87,Not disclosed,Not disclosed,Yes,Not disclosed,1,Our flexible work strategy supports better work-life integration | 60.9% of employees adopted hybrid work arrangements,Pending second-person QA,https://www.allianz.com.my/content/dam/onemarketing/azmb/wwwallianzcommy/pdf/investor-updates/2026/AllianzMalaysiaBerhad_IAR25.pdf,6,SRC-066,SOURCE_FILES/SRC_066_Allianz_Malaysia_Berhad.pdf,downloaded,d6171795c7a24995a1062fcbee1b5b0d2ac8b7e8b4e605305309dbaa94c1ce80,401
Syarikat Takaful Malaysia Keluarga Berhad,TAKAFUL,6139,Financial Services,Financial Services,Existing report-qualified evidence,Report evidence completed,Integrated Annual Report 2025,https://www.takaful-malaysia.com.my/wp-content/uploads/2023/04/STMKB-IAR2025_FULL-DRAFT_21.04.2026-FINAL.pdf,99,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental and childcare leave | employees utilised parental leave,Pending second-person QA,https://www.takaful-malaysia.com.my/wp-content/uploads/2023/04/STMKB-IAR2025_FULL-DRAFT_21.04.2026-FINAL.pdf,7,SRC-067,SOURCE_FILES/SRC_067_Syarikat_Takaful_Malaysia_Keluarga_Berhad.pdf,downloaded,bda3af6489d670984181b9cdae28f1060f66c1e6330920bbca4e0041631d6957,471
Bank Islam Malaysia Berhad,BIMB,5258,Financial Services,Financial Services,New official-report finding,Report evidence completed,Bank Islam Sustainability Report 2025,https://bimb.irplc.com/investor-relations/new/pdf/Bank-Islam-Sustainability-Report-2025.pdf,199,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In 2025, 264 employees took parental leave; return-to-work and 12-month retention were 100% for both men and women.",Codex report review 2026-09-20,https://bimb.irplc.com/investor-relations/new/pdf/Bank-Islam-Sustainability-Report-2025.pdf,8,SRC-068,SOURCE_FILES/SRC_068_Bank_Islam_Malaysia_Berhad.pdf,downloaded,d0f00493777f001462ed574c3ef9c099cecd87303c94c233c8feee283225085a,231
AEON Credit Service (M) Berhad,AEONCR,5139,Financial Services,Financial Services,New official-report finding,Report evidence completed,AEON Credit Sustainability Statement 2025,https://aeoncredit.com.my/wp-content/uploads/2025-Sustainability-Statement-Report-2.pdf,112,Not disclosed,Yes,Yes,Not disclosed,2,AEON Credit introduced flexible working hours for non-shift employees; 60 men and 143 women took parental leave in FYE2025.,Codex report review 2026-09-20,https://aeoncredit.com.my/wp-content/uploads/2025-Sustainability-Statement-Report-2.pdf,9,SRC-069,SOURCE_FILES/SRC_069_AEON_Credit_Service_M_Berhad.pdf,downloaded,fbe3d5a76f26d61262544a652d735f4d95c24f65eef05db1b68b3a615d5a71a5,120
Kenanga Investment Bank Berhad,KENANGA,6483,Financial Services,Financial Services,Official-report replacement finding,Report evidence completed,Kenanga Sustainability Report 2025,https://www.kenanga.com.my/wp-content/themes/kenanga/agm2026-bitesite/documents/KenangaSR25.pdf,Parental Leave in 2025,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Kenanga reports parental-leave eligibility, uptake and return-to-work performance in its FY2025 sustainability report.",Codex report review 2026-09-20,https://www.kenanga.com.my/wp-content/themes/kenanga/agm2026-bitesite/documents/KenangaSR25.pdf,10,SRC-070,SOURCE_FILES/SRC_070_Kenanga_Investment_Bank_Berhad.pdf,downloaded,cbb16963182c08cd595e31a1545aad978780a7cbf5b0e218310a83d9a6bd9feb,82
MBSB Berhad,MBSB,1171,Financial Services,Financial Services,New official-report finding,Report evidence completed,MBSB Berhad Sustainability Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250430/MYX/MYX_3549605_242384.pdf,54,Yes,Yes,Yes,Not disclosed,3,"MBSB's MFlex programme lets eligible staff adapt schedules; its leave package includes maternity, parental and childcare leave, with 2,262 employees eligible for parental leave in 2024.",Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250430/MYX/MYX_3549605_242384.pdf,11,SRC-071,SOURCE_FILES/SRC_071_MBSB_Berhad.pdf,downloaded,9c33fd22181b520c97783e2cfa251b3ce29e1979a532219ee9496ce105499355,96
Bursa Malaysia Berhad,BURSA,1818,Financial Services,Financial Services,New official-report finding,Report evidence completed,Bursa Malaysia Sustainability Report 2024,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/67be7545e6414a5ca4d5e329/BURSA_SR_2024_Full_Book_for_website_upload_250225%406.45pm.pdf,"114, 158",Not disclosed,Yes,Not disclosed,Not disclosed,1,Bursa Malaysia reports seven consecutive days of parental leave within its employee-benefits disclosures.,Codex report review 2026-09-20,https://www.bursamalaysia.com/sites/5d809dcf39fba22790cad230/assets/67be7545e6414a5ca4d5e329/BURSA_SR_2024_Full_Book_for_website_upload_250225%406.45pm.pdf,12,SRC-072,SOURCE_FILES/SRC_072_Bursa_Malaysia_Berhad.pdf,downloaded,a590a3f4507dc430273ddd413306d2ccedfbe10e892d46967a2efded79dc8e47,102
Public Bank Berhad,PBBANK,1295,Financial Services,Financial Services,New official-report finding,Report evidence completed,Public Bank Sustainability Report 2023,https://www.publicbankgroup.com/media/lfzbm2ru/2023-sustainability-report.pdf,"239, 268",Not disclosed,Yes,Not disclosed,Not disclosed,1,Public Bank's FY2023 sustainability performance data and GRI index include a dedicated parental-leave disclosure for its workforce.,Codex report review 2026-09-20,https://www.publicbankgroup.com/media/lfzbm2ru/2023-sustainability-report.pdf,13,SRC-073,SOURCE_FILES/SRC_073_Public_Bank_Berhad.pdf,downloaded,1e1461ed1b35a08d7469552a6a629d7720928eb3b7eb93ec23b1430e6c44431a,124
AFFIN Bank Berhad,AFFIN,5185,Financial Services,Financial Services,New official-report finding,Report evidence completed,AFFIN Bank Integrated Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250317/MYX/MYX_3535337_240236.pdf,267,Not disclosed,Yes,Not disclosed,Not disclosed,1,AFFIN provides 98 days of maternity leave and seven days of paternity leave to employees with newborns.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250317/MYX/MYX_3535337_240236.pdf,14,SRC-074,SOURCE_FILES/SRC_074_AFFIN_Bank_Berhad.pdf,downloaded,a329e0242005c739149655f374dbf457ec9c576f700ddd9d7cb8de7b3ad41b71,346
LPI Capital Bhd,LPI,8621,Financial Services,Financial Services,Verified report finding,Report evidence completed,LPI Capital Annual Report 2021,https://www.lpicapital.com/downloads/annualreport2021.pdf,67,Not disclosed,Yes,Yes,Not disclosed,2,Parental leave and flexible or remote working arrangements are disclosed.,Codex report review 2026-09-20,https://www.lpicapital.com/downloads/annualreport2021.pdf,15,SRC-075,SOURCE_FILES/SRC_075_LPI_Capital_Bhd.pdf,downloaded,d15a608046e687de3c8729ec2716d3d48a1dcf0e358d82aa0278558f6c373434,138
MNRB Holdings Berhad,MNRB,6459,Financial Services,Financial Services,Verified report finding,Report evidence completed,MNRB Annual Report 2024,https://www.mnrb.com.my/api/uploads/WEBSITE_SINGLE_MNRB_AR_2024_f4a899fc36.pdf,60,Not disclosed,Not disclosed,Yes,Not disclosed,1,Flexible working arrangements are disclosed.,Codex report review 2026-09-20,https://www.mnrb.com.my/api/uploads/WEBSITE_SINGLE_MNRB_AR_2024_f4a899fc36.pdf,16,SRC-076,SOURCE_FILES/SRC_076_MNRB_Holdings_Berhad.pdf,downloaded,6ffbdab2a59ceaa0926c5a3149a310930ad67f417b8e7716daa9c29c2d2d5e40,395
RCE Capital Berhad,RCECAP,9296,Financial Services,Financial Services,Verified report finding,Report evidence completed,RCE Annual Report 2022,https://ir2.chartnexus.com/rce/docs/agm/RCE-Annual-Report-2022.pdf,47,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes parental-leave data.,Codex report review 2026-09-20,https://ir2.chartnexus.com/rce/docs/agm/RCE-Annual-Report-2022.pdf,17,SRC-077,SOURCE_FILES/SRC_077_RCE_Capital_Berhad.pdf,downloaded,d0b9031da0ce284d77ccd448ec44fba6db219d9230a10988ee72dea6648e3770,178
Tune Protect Group Berhad,TUNEPRO,5230,Financial Services,Financial Services,Same-sector report-qualified replacement,Report evidence completed,Tune Protect Annual Report 2024,https://www.insage.com.my/BursaNews/Attachment/202504/20250430/TUNEPRO-AN20250430A3-1.pdf,102,Not disclosed,Yes,Yes,Not disclosed,2,Parental leave and flexible work arrangements are reported.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202504/20250430/TUNEPRO-AN20250430A3-1.pdf,18,SRC-078,SOURCE_FILES/SRC_078_Tune_Protect_Group_Berhad.pdf,downloaded,594ce87eabefe5221ce03bcea601ad4256d89e2f4e9f350578866d3d6427252d,171
ELK-Desa Resources Berhad,ELKDESA,5228,Financial Services,Financial Services,Same-sector report-qualified replacement,Report evidence completed,ELK-Desa Annual Report 2026,https://financialfilings.com/filings/elk-desa-resources-berhad/annual-report/2026/49413194/,49,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report presents parental-leave and return-to-work metrics.,Codex report review 2026-09-20,https://financialfilings.com/filings/elk-desa-resources-berhad/annual-report/2026/49413194/,19,SRC-079,SOURCE_FILES/SRC_079_ELK_Desa_Resources_Berhad.pdf,downloaded,212162990799185083dbc78cd31eaaf5d015f1150b17b39aba80368e270fb6e6,194
Insas Berhad,INSAS,3379,Financial Services,Financial Services,Same-sector report-qualified replacement,Report evidence completed,Insas Annual Report 2024,https://www.insas.net/pdf/Insas%20-%20AR%202024.pdf,59,Not disclosed,Yes,Not disclosed,Not disclosed,1,The GRI index maps the report's parental-leave disclosure.,Codex report review 2026-09-20,https://www.insas.net/pdf/Insas%20-%20AR%202024.pdf,20,SRC-080,SOURCE_FILES/SRC_080_Insas_Berhad.pdf,downloaded,6400be648966682f4e61e65b34457797b6baa15e63c7686656a2840fc3f841a0,260
Hartalega Holdings Berhad,HARTA,5168,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,Hartalega Integrated Annual Report 2026,https://www.insage.com.my/IR/cmn/trps02/ArTopGrid.aspx?Symbol=5168,Ensuring Employee Well-being and Wellness,Yes,Yes,Yes,Not disclosed,3,maternity | paternity | Work From Home | nursing rooms | designated parking bays for pregnant employees,Pending second-person QA,https://www.insage.com.my/IR/cmn/trps02/ArTopGrid.aspx?Symbol=5168,1,SRC-081,SOURCE_FILES/SRC_081_Hartalega_Holdings_Berhad.pdf,downloaded,553bb41971e4c3e3fbc64c6e65bb132354ad23fd217e2968a8d846f0ea338991,234
Top Glove Corporation Bhd,TOPGLOV,7113,Health Care,Health Care,Existing report-qualified evidence,Report evidence completed,Top Glove Sustainability Report 2025 - Part 2,https://links.sgx.com/FileOpen/TopGlove_Sustainability_Report_2025_Part_2.ashx?App=Announcement&FileID=869381,66-67,Yes,Yes,Yes,Not disclosed,3,nursing room | parental leave | flexible hours | caregivers: four work-from-home days yearly,Pending second-person QA,https://links.sgx.com/FileOpen/TopGlove_Sustainability_Report_2025_Part_2.ashx?App=Announcement&FileID=869381,2,SRC-082,SOURCE_FILES/SRC_082_Top_Glove_Corporation_Bhd.pdf,downloaded,a7546f919f0e82d0fe8d13a2b4231e543ac45eec618c6f0b3382ddd0f475c99b,32
